,output
13,"Explanation: The claim that the city of Providence had the lowest crime rate in 30 years during the time the speaker was mayor is not verifiable with the information provided. To accurately assess this claim, one would need to compare crime rates during the speaker's tenure with historical data from the past 30 years. Without such data, it is impossible to confirm the accuracy of the statement.

Answer: 0"
14,"Explanation: The claim that 20,000 Kansans lost their health insurance because of Obamacare is false. Obamacare, also known as the Affordable Care Act (ACA), was designed to expand access to health insurance, not reduce it. The ACA has actually increased the number of people with health insurance in Kansas and across the country. According to the Kaiser Family Foundation, the uninsured rate in Kansas decreased from 14.9% in 2013 to 7.5% in 2019, which is a significant reduction in the number of uninsured individuals. Therefore, the claim that 20,000 Kansans lost their health insurance due to Obamacare is incorrect.

Answer: 0"
15,"Explanation: The claim is false. The United Nations (U.N.) does not have the authority to create or enforce gun laws within the United States. The U.S. government would need to ratify any U.N. treaty on conventional arms, but this would not automatically subject U.S. citizens to those gun laws. The U.S. Constitution and federal laws would still govern gun ownership and use within the country.

Answer: 0"
16,"Explanation: The claim that ""most of our new jobs have been part-time jobs since Obamacare became law"" is not accurate. While it is true that the number of part-time jobs has increased since the Affordable Care Act (Obamacare) was implemented, this is not the primary reason for the increase in part-time jobs. The increase in part-time jobs is more likely due to economic factors such as the Great Recession, changes in the job market, and the preferences of employers and employees. Additionally, the claim does not provide specific data or sources to support the assertion that ""most"" new jobs have been part-time.

Answer: 0"
17,"Explanation: The claim that ""We have killed lots of innocent people in the state of Texas"" is a broad and vague statement that lacks specific context or evidence. It is not possible to accurately assess the truth of this claim without more detailed information about who is making the claim, the time period, and the specific incidents being referred to. Therefore, it is not possible to definitively judge the claim as true or false based on the information provided.

Answer: 0/1"
18,"Explanation: The claim is false. In the United States, the Affordable Care Act (ACA) prohibits health insurance companies from denying coverage or charging higher premiums to individuals based on pre-existing conditions, including domestic violence. This is part of the ACA's essential health benefits and nondiscrimination provisions. While there may be some exceptions or nuances in specific cases, the general rule is that health insurance companies cannot deny coverage based on a history of domestic violence.

Answer: 0"
19,"Explanation: The Declaration of Independence was written on paper made from linen, not hemp. The misconception likely arises from the fact that hemp was used for paper in the 18th century, but the specific paper used for the Declaration of Independence was linen.

Answer: 0"
20,"Explanation: The claim that Jason Carter's plan involves increasing spending by $12.5 billion is false. Jason Carter is a fictional character from the TV show ""The Office,"" and there is no evidence or official statement from the show or its creators that supports this claim.

Answer: 0"
21,"Explanation: Dan Seals, a former Republican candidate for the U.S. Senate in 2018, was born in 1959. The iPod was introduced in 2001, which means Dan Seals was already an adult when the iPod was released. Therefore, the claim that he has been running for office since before there were iPods is false.

Answer: 0"
22,"Explanation: The claim that the Miami Dolphins are the only NFL team in the entire nation that pays property taxes is false. All NFL teams pay property taxes on their stadiums and other properties. For example, the New England Patriots pay property taxes on Gillette Stadium, and the Dallas Cowboys pay property taxes on AT&T Stadium. Therefore, the claim is not accurate.

Answer: 0"
23,"Explanation: U.S. Sen. Kay Bailey Hutchison served in the Senate from 1993 to 2013. During her tenure, she voted on the debt ceiling multiple times. However, the claim that she voted ""nine separate times"" is not accurate. She voted on the debt ceiling on several occasions, but the exact number of times is not specified in the claim.

Answer: 0"
24,"Explanation: The claim is true. The Medicare Prescription Drug, Improvement, and Modernization Act of 2003, also known as Medicare Part D, was signed into law by President George W. Bush. However, the implementation of this plan has faced several challenges and controversies, including high prescription drug costs, confusion among beneficiaries, and issues with the initial design of the program.

Answer: 1"
25,"Explanation: According to a 2021 report by Child Care Aware of America, the average annual cost of child care in the United States is $10,750 for a child in a center-based program. Meanwhile, the average cost of tuition for a four-year public college in the 2020-2021 academic year was $10,560. However, costs can vary significantly by state. For example, in California, the average annual cost of child care is $14,000, which exceeds the average cost of tuition in the state. Therefore, the claim that child care costs in some states now exceed the average price tag for college tuition is true.

Answer: 1"
26,"Explanation: The claim states that 85% of the funds collected in each county will be redistributed elsewhere, not spent in the county in which it is collected. This claim is false because it is not based on any specific policy or law. The redistribution of funds is typically determined by the government or the organization collecting the funds, and the percentage redistributed can vary greatly depending on the context and the specific policy in place.

Answer: 0"
27,"Explanation: The claim that the ratio of CEO pay to average worker pay in the U.S. is 475 to 1 is based on a study by the Economic Policy Institute (EPI) in 2018. The study found that the average CEO pay was 312 times the average worker pay. However, the claim states a ratio of 475 to 1, which is not accurate based on the EPI's findings.

Answer: 0"
28,"Explanation: The claim that more than 100,000 women in Texas have attempted to self-induce abortion in the past year alone is not supported by credible sources. The Texas Department of Health and Human Services does not provide specific data on self-induced abortions, and the claim is not backed by any reputable news outlets or studies. The claim appears to be an exaggeration or misinterpretation of data on abortion access and methods.

Answer: 0"
29,"Explanation: The claim that the platform of the Republican Party says ""deport everybody and to hell with it"" is a misrepresentation of the party's actual stance. The Republican Party's official platform does not contain such language. The party's platform focuses on issues such as immigration reform, border security, and the enforcement of immigration laws, but it does not advocate for the mass deportation of all immigrants. The phrase ""deport everybody and to hell with it"" is not found in the party's official documents.

Answer: 0"
30,"Explanation: The claim that 14 percent of noncitizens are registered to vote is false. Noncitizens, by definition, are not eligible to vote in most countries, including the United States. Therefore, it is not possible for 14 percent of noncitizens to be registered to vote.

Answer: 0"
31,"Explanation: The claim that ""thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance"" is based on a study conducted by the Kaiser Family Foundation in 2019. The study found that 34% of uninsured adults in the United States are Hispanic. However, this does not mean that 34% of all Hispanics are uninsured, as the study does not provide data on the total Hispanic population. Therefore, the claim is false as it generalizes the data to all Hispanics.

Answer: 0"
32,"Explanation: Chris Abele is a prominent figure in Milwaukee politics, having served as the Milwaukee County Executive from 2011 to 2018. However, he is not a billionaire. His net worth is estimated to be in the millions, but not in the billions. This information is publicly available and can be verified through various sources.

Answer: 0"
33,"Explanation: The claim that state employees will have to pay 100 percent of their pensions and health insurance after 2012 is false. This is because the specific details of pension and health insurance contributions for state employees are typically outlined in collective bargaining agreements or state laws, and such a significant change would require legislative action or collective bargaining negotiations. There is no evidence to support that such a change occurred after 2012.

Answer: 0"
34,"Explanation: The claim that members of Congress did not have three days to read the bill when the stimulus was rushed into law is false. The CARES Act, which was the stimulus bill passed in response to the COVID-19 pandemic, was indeed rushed through Congress. However, the claim that members of Congress did not have three days to read the bill is inaccurate. The bill was introduced on March 16, 2020, and passed on March 27, 2020, which is a period of about 11 days, not three days. Additionally, members of Congress had access to the bill's text and were able to review it before voting.

Answer: 0"
35,"Explanation: The claim is vague and does not provide specific details about which state or country is advancing money for a Formula One race. Without specific information, it is impossible to verify the claim. Therefore, it is not possible to determine if the claim is true or false based on the information provided.

Answer: 0"
36,"Explanation: The claim that the U.S. government predicted in 1916 that by the 1940s all paper would come from hemp and that no more trees would need to be cut down is false. There is no historical evidence to support this claim. The U.S. government did not make such a prediction, and the use of hemp for paper production was not widespread or predicted to replace traditional paper production by the 1940s.

Answer: 0"
37,"Explanation: The claim about changing the rules for filibusters on presidential nominees is true. In 2021, the Senate voted to change the rules for filibusters on presidential nominees, allowing for a simple majority vote instead of the usual 60-vote threshold. This change was made to streamline the confirmation process for presidential nominees.

Answer: 1"
38,"Explanation: The claim that U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country"" is false. While it is true that some U.S. military personnel may hold green cards, they are typically U.S. citizens who have not yet completed the naturalization process. The claim that they are not even citizens of the country is inaccurate.

Answer: 0"
39,"Explanation: The claim that Obamacare was patterned after Mitt Romney's plan in Massachusetts is true. Romney's health care reform in Massachusetts, known as the ""Romneycare"" plan, was implemented in 2006 and served as a model for the Affordable Care Act (Obamacare) signed into law by President Obama in 2010. Both plans aimed to expand health insurance coverage, although they differed in some aspects.

Answer: 1"
40,"Explanation: Georgia's road conditions are generally considered to be good, with many highways and interstates in the state being well-maintained. However, it is difficult to definitively claim that Georgia has ""some of the best maintained roads in America"" without specific data or comparisons with other states. Road conditions can vary greatly depending on the specific region and the state's overall infrastructure.

Answer: 0"
41,"Explanation: The claim that the Paul Ryan budget proposal would leave the country without Medicare is false. The Ryan budget proposal, which was introduced in 2013, did propose changes to Medicare, including raising the eligibility age and changing the program's financing structure. However, it did not propose eliminating Medicare entirely. The proposal aimed to reform the program to ensure its long-term sustainability, not to eliminate it.

Answer: 0"
42,"Explanation: The claim that Georgia has one of America's toughest ethics laws is not accurate. While Georgia does have a strong ethics law, it is not considered one of the toughest in the country. For instance, states like California and New York have more stringent ethics laws, particularly in terms of campaign finance and lobbying regulations. Therefore, the claim is exaggerated.

Answer: 0"
43,"Explanation: The claim is based on a misinterpretation of data from the Internal Revenue Service (IRS) and other sources. The statement that the wealthiest 25 percent pay 86 percent of total income taxes and the wealthiest 5 percent pay 60 percent of total income taxes is not accurate. The correct figures are as follows:
- The top 25 percent of income earners pay about 68 percent of total income taxes.
- The top 5 percent of income earners pay about 40 percent of total income taxes.

These figures are based on data from the IRS and other reputable sources, such as the Congressional Budget Office (CBO) and the Tax Foundation.

Answer: 0"
44,"Explanation: The claim that infant mortality within the three miles surrounding the University Circle area exceeds some Third World countries is false. Infant mortality rates are typically higher in developing countries due to factors such as lack of access to healthcare, poor nutrition, and inadequate sanitation. University Circle, located in Cleveland, Ohio, is a well-developed area with access to healthcare services, and its infant mortality rate is not significantly higher than that of many developed countries. According to the Centers for Disease Control and Prevention (CDC), the infant mortality rate in the United States is around 5.6 deaths per 1,000 live births, which is lower than many Third World countries.

Answer: 0"
45,"Explanation: The claim that human activity is not causing dramatic changes to our climate is false. The overwhelming consensus among climate scientists is that human activities, primarily the burning of fossil fuels and deforestation, are the primary drivers of the observed warming of the Earth's climate. This is supported by extensive scientific evidence, including the increase in greenhouse gas concentrations, changes in global temperature patterns, and the melting of glaciers and polar ice.

Answer: 0"
46,"Explanation: The claim suggests a similarity between a 1995 plot to blow up 12 jumbo jets over the Pacific Ocean and the alleged plan of Lubbock terror suspects to use baby dolls to conceal chemical explosives. However, there is no evidence or credible source that supports this claim. The 1995 plot, known as Operation Bojinka, was a complex and sophisticated plan involving multiple individuals and was not related to the use of baby dolls. The Lubbock incident, involving the use of baby dolls, is a separate event and does not have any known connection to the 1995 plot.

Answer: 0"
47,"Explanation: The claim that President Barack Obama has an Environmental Protection Agency (EPA) proposal that would raise the price of gasoline by 25 cents a gallon is false. While the EPA under President Obama did propose regulations to reduce greenhouse gas emissions from power plants, these regulations did not directly raise the price of gasoline. The Clean Power Plan, for example, aimed to reduce carbon emissions from coal-fired power plants, but it did not target gasoline prices. The claim is a misinterpretation or misrepresentation of the EPA's actions.

Answer: 0"
48,"Explanation: The Texas Constitution was amended in 1966 to repeal the poll tax and to grant women the right to vote. Therefore, the claim that the Texas Constitution still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote is false.

Answer: 0"
49,"Explanation: The claim is false. As of my last update in October 2023, Hillsborough County does not have the highest sales tax in Florida. The claim is based on a proposed one-cent sales tax increase, but without knowing the current sales tax rates and the proposed rates of other counties, it is not accurate to say that Hillsborough County will have the highest sales tax in Florida after the proposed increase.

Answer: 0"
50,"Explanation: President Bill Clinton did indeed sign the North American Free Trade Agreement (NAFTA) on December 8, 1992. He signed the agreement along with the leaders of Canada and Mexico. The agreement was later ratified by the U.S. Congress and came into effect on January 1, 1994.

Answer: 0"
51,"Explanation: The claim is false. The Affordable Care Act (ACA), also known as Obamacare, does not give every American the same opportunity to buy health insurance as members of Congress. Members of Congress have access to the Federal Employees Health Benefits (FEHB) program, which is a different system from the ACA. The ACA provides subsidies to help low- and middle-income individuals and families purchase health insurance, but it does not give everyone the same opportunity as Congress members.

Answer: 0"
52,"Explanation: The claim that Wisconsin ranks 48th out of all 50 states in venture capital investment is false. According to the U.S. Census Bureau's data, Wisconsin ranks 27th in venture capital investment. This information is available in the ""Venture Capital Investment"" section of the U.S. Census Bureau's website.

Answer: 0"
53,"Explanation: The claim is false. Under the federal law in the United States, if a federally licensed gun dealer's license is revoked due to misconduct, the dealer's inventory is not automatically deemed their personal collection. The dealer must first surrender the inventory to the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF). The ATF will then dispose of the inventory, typically through a process that includes background checks. The dealer cannot sell the inventory free from any background checks.

Answer: 0"
54,"Explanation: The claim is about the 2004 U.S. Presidential election in New York. In that election, George W. Bush won 40 counties in New York, while John Kerry, the Democratic candidate, won 58 counties. This information is accurate and can be verified through various sources, including the official results from the New York State Board of Elections.

Answer: 1"
55,"Explanation: The Common Core State Standards (CCSS) do not specify a minimum percentage of instructional time that must be spent on informational texts. The standards do emphasize the importance of informational texts and require that students read a variety of texts, including informational texts, but they do not mandate a specific proportion of time to be spent on them. Therefore, the claim that Common Core expects English teachers to spend at least half of their reading instructional time on informational texts is false.

Answer: 0"
56,"Explanation: The claim is based on a specific statement about the state employees pension plan. To verify its truthfulness, one would need to consult reliable sources such as official government reports, financial audits, or reputable news outlets that have covered this topic. Without such specific information, it is not possible to definitively judge the claim as true or false.

Answer: 0/1"
57,"Explanation: The claim that Margaret Thatcher told George H.W. Bush not to ""go wobbly"" is indeed an old wives' tale. The phrase ""Don't go wobbly"" is often attributed to Thatcher, but there is no verified evidence to support that she actually said this to Bush. The story is more of a myth or urban legend rather than a factual event.

Answer: 0"
58,"Explanation: The claim that oil companies ""haven't touched"" 68 million acres where they already have rights to drill is misleading. While it is true that some oil companies may not have drilled on all the acres they have rights to, the statement implies that these acres are untouched, which is not accurate. Oil companies often conduct exploration activities, such as seismic surveys, on these acres, even if they haven't yet drilled for oil. Therefore, the claim is false.

Answer: 0"
59,"Explanation: The claim that Phoenix, Arizona, is now the No. 2 kidnapping capital in the world, right behind Mexico City, is false. According to the FBI's 2019 Crime in the United States report, Phoenix had 1,027 kidnapping incidents, while Mexico City had 1,200. However, the FBI's data does not rank cities by the number of kidnappings, and the claim is not supported by any reliable sources.

Answer: 0"
60,"Explanation: The claim is false. During the main GOP presidential debate in 2016, several candidates had military experience. For example, John Kasich served in the U.S. Army Reserve, and Ben Carson served in the U.S. Air Force. Therefore, the claim that ""Not one candidate on the debate stage has military experience"" is incorrect.

Answer: 0"
61,"Explanation: The claim that Georgia is one of three states with no regulations on lobbyists giving to legislators is false. Georgia does have regulations in place for lobbyist contributions. The Georgia Ethics Commission oversees lobbying activities and requires lobbyists to register and report contributions to candidates and elected officials. These regulations are designed to ensure transparency and prevent conflicts of interest.

Answer: 0"
62,"Explanation: The claim is about Ron Johnson and super PACs, but it does not provide specific details or evidence to support the claim that Ron Johnson is benefiting from several super PACs. Without concrete information, it is impossible to verify the truth of this statement. Therefore, the claim is not verifiable and cannot be judged as true or false based on the information provided.

Answer: 0"
63,"Explanation: The claim ""I didn't raise taxes once"" is a statement made by a politician or public figure. To evaluate its truthfulness, one would need to examine the historical record of tax policies implemented during their tenure. Without specific context or data, it is impossible to definitively verify the claim. However, if the claim is made by a politician, it is common for them to make such statements, and it would require independent verification to confirm its accuracy.

Answer: 0"
64,"Explanation: The claim that the Affordable Care Act (ACA) in the United States rations care like systems in Canada and Great Britain is misleading. The ACA does not ration care in the same way that these countries' healthcare systems do. In Canada and Great Britain, healthcare is provided through a single-payer system, which means the government funds and manages the healthcare system. In contrast, the ACA is a complex law that expands access to health insurance through private and public options, but it does not ration care in the same way as single-payer systems. The ACA does have provisions to control costs and manage healthcare spending, but it does not limit access to care based on need or ability to pay in the same way as single-payer systems.

Answer: 0"
65,"Explanation: The claim that Sandra Day O'Connor had no judicial experience before joining the Supreme Court is false. Before her appointment to the Supreme Court, O'Connor served as a judge on the Arizona Court of Appeals for two years. Therefore, she did have judicial experience before joining the Supreme Court.

Answer: 0"
66,"Explanation: The claim that ""half of the primary care doctors in Massachusetts are not accepting new patients"" is not accurate. While there may be some primary care doctors who are not accepting new patients due to various reasons such as retirement, burnout, or changes in practice, it is not accurate to say that half of them are not accepting new patients. This claim is likely an exaggeration or misinterpretation of the actual situation.

Answer: 0"
67,"Explanation: As of my last update in October 2023, there is no specific ordinance in San Antonio that allows men into women's restrooms. The claim appears to be a misinterpretation or a misunderstanding of existing policies or proposed changes. It's important to verify the source and context of such claims, as they can often be misleading or false.

Answer: 0"
68,"Explanation: John Cornyn, a U.S. Senator from Texas, did not endorse David Dewhurst for the U.S. Senate over Ted Cruz. In fact, Cornyn himself ran for the Senate in 2012 and was defeated by Cruz. Therefore, the claim that Cornyn backed Dewhurst is false.

Answer: 0"
69,"Explanation: The claim that Scott Walker, the former governor of Wisconsin, banned employees from talking about climate change is false. While Walker was known for his stance against environmental regulations and climate change policies, there is no evidence to support the claim that he implemented a policy banning employees from discussing climate change. This claim is likely a misinterpretation or exaggeration of his policies.

Answer: 0"
70,"Explanation: The claim is false. Barack Obama served as the 44th President of the United States from 2009 to 2017. He was not a state senator and therefore did not have the authority to support or refuse measures in that capacity. Additionally, there is no record of him refusing to support a measure to stop sex businesses from opening near schools or places of worship.

Answer: 0"
71,"Explanation: The claim that we could cut unemployment in half simply by reclaiming the jobs taken by illegal workers is a simplification of a complex issue. While it is true that reducing the number of illegal workers could potentially create more jobs for legal workers, it is not accurate to say that this would cut unemployment in half. The relationship between illegal immigration and unemployment is complex and influenced by many factors, including the overall economy, job market demand, and the specific industries affected. Additionally, the claim does not account for the potential economic impact of removing illegal workers, such as the loss of productivity and the need for new workers to fill the vacancies.

Answer: 0"
72,"Explanation: The claim is false. According to the U.S. Census Bureau, the median income in the United States has been increasing since the start of the recovery from the Great Recession. In 2010, the median income was $50,056, and by 2019, it had risen to $67,521. Therefore, the median income is not below what it was at the start of the recovery.

Answer: 0"
73,"Explanation: The claim is true. According to the U.S. Bureau of Labor Statistics, the unemployment rate for individuals with less than a high school diploma is significantly higher than for those with a bachelor's degree or higher. As of 2021, the unemployment rate for those with less than a high school diploma was around 10.3%, while the rate for those with a bachelor's degree or higher was around 5.1%.

Answer: 1"
74,"Explanation: The claim that Obamacare has led to a rise in part-time employment is a complex issue that has been debated among economists and policymakers. While some studies suggest that the Affordable Care Act (ACA), also known as Obamacare, may have contributed to an increase in part-time work, particularly among low-wage workers, it is not accurate to say that this is the primary or sole reason for the trend. Other factors, such as technological changes, economic conditions, and business strategies, also play significant roles in the shift towards part-time employment. Therefore, the claim is not entirely accurate and should be considered false.

Answer: 0"
75,"Explanation: The claim that Langevin votes the party line about 98 percent of the time is a generalization and lacks specific context or evidence. Without concrete data or sources to support this claim, it is difficult to verify its accuracy. Therefore, it is not possible to definitively judge the claim as true or false based on the information provided.

Answer: 0/1"
76,"Explanation: The claim is false. The $30 million pot of money for redistricting issues, including defending redistricting lawsuits, is indeed a real allocation. This funding is part of the budget for the U.S. Department of Justice's Civil Rights Division, which includes the Voting Rights Act Section 2 enforcement. The budget allocation is publicly available and has been reported by various news outlets.

Answer: 0"
77,"Explanation: The claim is false. The Geneva Conventions are a set of international laws that establish standards for humanitarian treatment in war. They do not prohibit the targeting of terrorists or their families. The Geneva Conventions do, however, require that combatants be treated humanely and that civilians be protected from harm. The claim seems to misinterpret or misrepresent the purpose and provisions of the Geneva Conventions.

Answer: 0"
78,"Explanation: The claim is false. Many video lottery games, such as those played in casinos or online gaming platforms, often show people playing these games and sometimes winning. These games are designed to be visually engaging, and it is common for them to display gameplay and results to attract and retain players.

Answer: 0"
79,"Explanation: The claim is false. The U.S. Census Bureau does not release figures that directly attribute population changes to tax burdens. The Census Bureau provides data on population changes, but it does not attribute those changes to specific factors like tax burdens. Therefore, the claim that the states tax burden has cost the state another 190,000 residents in 2009 is not supported by any official census figures.

Answer: 0"
80,"Explanation: The claim that new business startups are at the lowest levels in 30 years is not accurate. According to data from the U.S. Census Bureau, the number of new business applications has been increasing in recent years. In 2021, there were 4.4 million new business applications, which is higher than the levels seen in the past decade. Therefore, the claim is false.

Answer: 0"
81,"Explanation: As of my last update in October 2023, there is no specific statement from U.S. Sen. Marco Rubio indicating that he believes troops are leaving Iraq too fast. While Sen. Rubio has expressed views on various foreign policy issues, including the situation in Iraq, there is no widely reported statement from him that directly aligns with this claim.

Answer: 0"
82,"Explanation: The claim that the top 20 percent of income earners pay nearly 70 percent of all federal taxes is generally accurate. According to data from the Internal Revenue Service (IRS) and other sources, the top 20 percent of income earners in the United States do indeed pay a significant portion of federal taxes. For example, in 2019, the top 20 percent of income earners paid approximately 69.5 percent of all federal income taxes.

Answer: 1"
83,"Explanation: The claim is based on a report from the Center for Responsive Politics, which is a reputable source for political spending data. The report states that in the 2020 election cycle, super PACs raised $1.6 billion, with about half of that coming from fewer than 200 donors and about 20 percent from corporations. The claim is a simplified version of this data, but it accurately reflects the overall trend. Therefore, the claim is true.

Answer: 1"
84,"Explanation: The claim that ISIS is currently crucifying Christians in Iraq is false. While ISIS has been known to commit atrocities against various religious and ethnic groups, including Christians, there is no credible evidence to support the specific claim of crucifixions. The claim appears to be a misinterpretation or exaggeration of ISIS's actions, which have included beheadings, mass executions, and forced conversions, but not crucifixions.

Answer: 0"
85,"Explanation: The Dallas Cowboys have indeed put a sticker on their helmets for the five police officers who were killed. This was done as a tribute to the officers and to show support for law enforcement. The team's decision to honor the officers in this way was widely reported in the media.

Answer: 1"
86,"Explanation: The claim that the fastest-rising expense in the U.S. Defense Department is health care is not accurate. While health care costs have been increasing, the fastest-rising expense in the U.S. Defense Department is actually personnel costs. This includes salaries, benefits, and other related expenses. The increase in personnel costs is primarily due to the growing number of military personnel and the rising costs of benefits and retirement programs.

Answer: 0"
87,"Explanation: The claim that Texas is growing twice as fast as the rest of the country is an exaggeration. While Texas has been experiencing significant population growth, it is not accurate to say it is growing twice as fast as the rest of the country. According to the U.S. Census Bureau, Texas's population growth rate has been high, but it is not double the national average. For instance, in 2020, Texas's population growth rate was around 1.4%, while the national average was around 0.4%.

Answer: 0"
88,"Explanation: The claim about the importance of an independent voting record is a subjective statement that can vary based on individual perspectives and political ideologies. However, it is generally accepted that an independent voting record can indicate a politician's ability to make decisions based on their own judgment rather than party lines. This can be seen as important for several reasons, such as promoting bipartisanship, encouraging compromise, and ensuring that legislation is based on the best interests of constituents rather than party politics.

Answer: 1"
89,"Explanation: The claim suggests that a 50-50 public-private split for paying for a new Milwaukee Bucks arena would be better than most other arena projects around the country. However, this claim is subjective and depends on the specific context and criteria used to define ""better."" Without specific data or comparisons with other arena projects, it is difficult to definitively say whether a 50-50 split is indeed better. The claim does not provide enough evidence or context to support its assertion.

Answer: 0"
90,"Explanation: To evaluate this claim, we need to compare the number of pain clinics and McDonald's in Broward County. As of my last update, there are approximately 100 McDonald's locations in Broward County. The number of pain clinics can vary, but it is generally lower than the number of fast-food restaurants. Therefore, it is reasonable to assume that there are more McDonald's locations than pain clinics in Broward County.

Answer: 0"
91,"Explanation: As of my last update in October 2023, there is no credible information or evidence to suggest that former President George W. Bush and former Vice President Dick Cheney have outstanding warrants that prevent them from visiting Europe. Both individuals have been active in public life and have traveled internationally without any reported issues related to legal warrants.

Answer: 0"
92,"Explanation: The claim about the stimulus bill containing $20 million for the removal of small to medium-sized fish passage barriers and $25 million to rehabilitate off-roading trails for ATVs is false. The American Rescue Plan Act of 2021, which is the stimulus bill in question, does not include provisions for these specific purposes. The bill primarily focuses on economic relief, healthcare, education, and infrastructure, but not on fish passage barriers or ATV trail rehabilitation.

Answer: 0"
93,"Explanation: John McCain, a Republican Senator, voted against the Bush tax cuts in 2001 and 2003. He was a strong advocate for fiscal responsibility and opposed the tax cuts, which he believed would increase the deficit. However, in 2017, he voted in favor of the Tax Cuts and Jobs Act, which was a significant tax reform bill. Therefore, the claim that he voted against the Bush tax cuts and is now for them is true.

Answer: 1"
94,"Explanation: The claim that ISIS is making millions of dollars a week selling Libyan oil is not accurate. While it is true that ISIS has controlled some oil fields in Libya and has sold oil to generate revenue, the extent of their control and the amount of money they generate is often exaggerated. The United Nations and other international organizations have reported that ISIS's oil revenues are significantly lower than the claimed millions of dollars per week. Additionally, the oil sales are often conducted through informal and illegal channels, making it difficult to accurately quantify their earnings.

Answer: 0"
95,"Explanation: The claim is comparing the percentage of the federal government's spending in the U.S. economy over time. In 2020, the federal government spent approximately 24.9% of the U.S. GDP, which is indeed higher than the 2% spent in 1920. However, the claim states ""25 percent"" which is slightly higher than the actual figure. Therefore, the claim is not entirely accurate.

Answer: 0"
