,output
10,"Explicação: A notícia apresentada contém várias afirmações que são inconsistentes com os fatos conhecidos e com a jurisprudência sobre o caso do Instituto Lula e a Operação Lava Jato. Primeiramente, não há evidências de que Marcelo Odebrecht tenha confessado a Moro sobre a compra de terreno para o Instituto Lula. Além disso, a utilização de uma empresa laranja para formalizar a documentação e a doação de R$ 4 milhões ao Instituto Lula não são fatos comprovados. A menção ao advogado Roberto Teixeira e a referência ao ""rabo de leitão"" são expressões coloquiais e não fornecem informações factuais. Portanto, a notícia é uma mistura de informações falsas e especulativas.

Resposta: 0"
11,"Explicação: A notícia é falsa. Kim Jong-un não postou um vídeo pilotando um avião e não fez declarações sobre estar pronto para a guerra. A descrição da notícia é exagerada e contém informações que não são verificáveis ou que não correspondem à realidade conhecida sobre o líder norte-coreano.

Resposta: 0"
12,"Explicação: A notícia fornecida é uma reportagem detalhada sobre uma série de indiciamentos e investigações que estão sendo preparadas pela Procuradoria-Geral da República (PGR) e que serão apresentadas ao Supremo Tribunal Federal (STF). A reportagem menciona nomes específicos de políticos, ministros e ex-ministros que estão sendo investigados, além de detalhar a estratégia do procurador-geral da República, Rodrigo Janot, e a quantidade de solicitações que ele pretende fazer ao STF. A notícia é baseada em fontes confiáveis, como a Folha de S.Paulo, e não há indicações de que seja uma notícia falsa ou desinformação.

Resposta: 1"
13,"Explicação: A notícia parece ser uma transcrição de um evento em que João Dória fez declarações polêmicas durante uma solenidade em Porto Alegre. No entanto, não há fontes confiáveis ou detalhes adicionais que confirmem a veracidade do evento ou das declarações. Além disso, a notícia não fornece contexto ou detalhes sobre a solenidade ou a presença de Dória no evento.

Resposta: 0"
14,"Explicação: A notícia é falsa. A declaração de Vladimir Putin sobre os EUA planejarem ataques químicos na Síria e culpar o líder Bashar al-Assad é uma acusação sem fundamento. Não há evidências concretas ou fontes confiáveis que suportem essa alegação. Além disso, a comparação com a invasão do Iraque em 2003 é uma tentativa de desinformação, pois a invasão do Iraque foi baseada em alegações de armas de destruição em massa, que posteriormente se revelaram falsas. A denúncia de Putin à ONU também não é uma novidade, pois ele já tem feito acusações semelhantes em várias ocasiões.

Resposta: 0"
15,"Explicação: A notícia é verdadeira. A agência estatal de notícias TASS, que é uma fonte confiável, confirmou que a Força Aérea Russa recebeu ordens para se preparar para ""tempos de guerra"". O ministro da Defesa, Sergey Shoigu, também confirmou essas medidas preparativas. Além disso, a tensão entre a Rússia e alguns países da OTAN é um fato conhecido e documentado, o que adiciona credibilidade à notícia.

Resposta: 1"
16,"Explicação: A notícia mencionada é uma reportagem do jornal O Globo, que é uma fonte respeitada e conhecida por sua credibilidade. A reportagem detalha a reabertura das investigações sobre a ""Lista de Furnas"", onde políticos teriam recebido dinheiro de forma irregular. A lista contém mais de 150 nomes de políticos, incluindo figuras conhecidas como José Serra, Geraldo Alckmin, Aécio Neves e Eduardo Cunha. A inclusão de Jair Bolsonaro na lista é um ponto de destaque, mas a reportagem também menciona que os crimes podem estar próximos de prescrever, o que sugere que as investigações podem não resultar em condenações.

Resposta: 1"
17,"Explicação: A notícia é uma opinião pessoal do jornalista sobre o caso Zé Mayer e a cobertura da mídia. Ela não apresenta fatos concretos ou fontes confiáveis para sustentar suas afirmações. A crítica ao foco excessivo da mídia no caso Zé Mayer e a comparação com outros problemas do país são opiniões pessoais e não podem ser verificadas como fatos.

Resposta: 0"
18,"Explicação: A notícia menciona que o zelador do Edifício Solaris, José Afonso Pinheiro, foi demitido após confirmar em depoimento que ""AP"" era de Lula. A notícia é baseada em um depoimento ao Ministério Público e inclui citações diretas do zelador. Não há indicações de que a notícia seja falsa ou que haja fontes questionáveis. A informação é corroborada por uma autoridade (Promotoria Pública do estado de SP) e pelo próprio zelador.

Resposta: 1"
19,"Explicação: A notícia contém informações que são, em grande parte, verdadeiras, mas também inclui elementos de especulação e contexto que podem ser interpretados de diferentes maneiras. O USS Carl Vinson está realmente posicionado na Coreia do Sul para exercícios militares conjuntos, e a Coreia do Norte e o Japão têm expressado preocupações e preparativos em resposta às tensões regionais. No entanto, a notícia sugere uma iminente ação militar contra a Coreia do Norte, o que é uma interpretação especulativa e não confirmada por fontes oficiais.

Resposta: 0"
20,"Explicação: A notícia apresenta uma série de declarações de fontes russas e iranianas, além de uma citação de Donald Trump e uma declaração do secretário de Defesa do Reino Unido. Essas declarações são consistentes com os eventos recentes e as posições políticas dos envolvidos. No entanto, a notícia não fornece fontes independentes ou detalhes adicionais que possam ser verificados, o que é um indicativo de que pode ser uma notícia verdadeira, mas não completamente verificada.

Resposta: 1"
21,"Explicação: A notícia contém informações que são factualmente corretas e estão alinhadas com eventos conhecidos. O ataque de gás sarin em Khan Sheikhoun em 2017, a resposta dos EUA com mísseis Tomahawk, e as ameaças de retaliação da Rússia e do Irã são eventos bem documentados. Além disso, Boris Johnson, como secretário de Relações Exteriores do Reino Unido, é uma figura pública e suas declarações são frequentemente reportadas pela mídia. Portanto, a notícia parece ser verdadeira.

Resposta: 1"
22,"Explicação: A notícia mencionada é uma fake news. Em outubro de 2016, não houve qualquer indicação de que a Rússia e os EUA estivessem prestes a entrar em guerra, nem que a Rússia estivesse preparando abrigos nucleares. Além disso, não há registro de que Vladimir Putin tenha ordenado o retorno imediato de oficiais das forças armadas que estavam fora do país. A notícia foi amplamente desacreditada e não foi confirmada por fontes confiáveis.

Resposta: 0"
23,"Explicação: A notícia apresenta uma figura pública, a juíza Selma Arruda, e suas ações no Judiciário de Mato Grosso. A reportagem detalha suas investigações, prisões preventivas, e a popularidade que ela conquistou. No entanto, a notícia não fornece fontes ou evidências concretas para sustentar suas afirmações, como citações diretas de Selma Arruda ou de outras fontes confiáveis. Além disso, a notícia não menciona a origem da reportagem ou a credibilidade da fonte que a publicou. Portanto, a ausência de fontes confiáveis e a falta de detalhes concretos sugerem que a notícia pode ser uma exagero ou uma invenção.

Resposta: 0"
24,"Explicação: A notícia menciona um evento específico envolvendo o ator José de Abreu, onde ele supostamente cuspiu em um casal durante uma discussão em um restaurante em São Paulo. No entanto, a notícia não fornece fontes confiáveis ou detalhes adicionais que possam confirmar a veracidade do evento. Além disso, a notícia é apresentada de forma sensacionalista e não há menção a uma investigação ou confirmação oficial do ocorrido. Portanto, não há evidências suficientes para considerar a notícia como verdadeira.

Resposta: 0"
25,"Explicação: A notícia mencionada não fornece fontes confiáveis ou detalhes específicos sobre o ataque químico na Síria. Além disso, não há informações claras sobre a identidade do pai ou a situação atual. Sem essas informações, é difícil verificar a veracidade da notícia. Portanto, com base nas informações disponíveis, não é possível confirmar a veracidade da notícia.

Resposta: 0"
26,"Explicação: A notícia apresenta uma série de alegações sobre um suposto esquema de corrupção envolvendo o PT e a Odebrecht, com foco no Programa de Desenvolvimento de Submarinos (PROSUB). No entanto, a notícia não fornece fontes confiáveis ou documentos que comprovem essas alegações. Além disso, a citação de Benedicto Júnior como fonte é feita de forma anônima e sem contexto específico, o que reduz a credibilidade da informação. A menção ao governo francês e ao ex-presidente Nicolas Sarkozy também não é corroborada por fontes confiáveis.

Resposta: 0"
27,"Explicação: A notícia é verdadeira. Nikki Haley, embaixadora dos EUA na ONU, realmente fez declarações sobre a possibilidade de novos ataques à Síria e criticou a Rússia por seu apoio ao governo de Bashar Assad. Essas declarações foram amplamente cobertas pela mídia internacional e confirmadas por várias fontes confiáveis.

Resposta: 1"
28,"Explicação: A notícia contém informações que são amplamente discutidas e documentadas em fontes confiáveis sobre os casos de corrupção envolvendo o PT e figuras como José Dirceu e João Vaccari. No entanto, a notícia também inclui elementos sensacionalistas e especulativos, como a ideia de que Dirceu e Vaccari estão ""corroídos fisicamente e psicologicamente"" e que a delação premiada é a única saída para Vaccari. Esses elementos não são confirmados por fontes confiáveis e são mais comuns em narrativas de mídia sensacionalista.

Resposta: 0"
29,"Explicação: A notícia contém várias afirmações que são difíceis de verificar e que não têm fontes confiáveis. A citação direta de Ivanka Trump é uma alegação sem fonte específica, e a influência dela sobre o pai é mencionada de forma vago e sem evidências concretas. Além disso, a notícia mistura fatos reais (como o ataque químico na Síria e o envio de mísseis pelos EUA) com especulações e teorias da conspiração. A menção ao Daily Mail como fonte não é suficiente para corroborar a veracidade das afirmações, pois o Daily Mail é conhecido por publicar notícias sensacionalistas e não sempre confiáveis.

Resposta: 0"
30,"Explicação: A notícia contém informações que são, em grande parte, verdadeiras, mas também há elementos que precisam ser contextualizados e verificados. A delação de João Santana e Mônica Moura, bem como a delação de Marcelo Odebrecht, são fatos reais e já foram amplamente discutidos na mídia. No entanto, a afirmação de que Dilma Rousseff ""poderá ver o sol nascer quadrado"" é uma expressão coloquial que sugere uma possibilidade extrema, mas não é uma previsão factual. A notícia também menciona que Dilma Rousseff afirmou que não autorizou pagamento de caixa dois durante sua campanha, o que é uma declaração que ela já fez em outras ocasiões.

Resposta: 1"
31,"Explicação: A notícia sobre o ataque dos EUA à Síria com mísseis Tomahawk foi amplamente reportada por várias fontes confiáveis, incluindo a CNN e a TV Fox News. O ataque foi uma resposta a um ataque químico que matou mais de 50 civis na Síria. A reação americana foi confirmada por várias fontes oficiais e independentes, e a base aérea em Shayrat foi identificada como um dos principais alvos. A notícia também foi corroborada por declarações do presidente Donald Trump e por outros oficiais dos EUA.

Resposta: 1"
32,"Explicação: A notícia é verdadeira. A informação sobre o ataque à Síria e a resposta do governo russo são consistentes com eventos recentes e fontes confiáveis. A assessoria de comunicação do governo russo emitiu um comunicado, e o embaixador russo Vladimir Safronkov fez declarações que foram reportadas por fontes de notícias confiáveis. A situação descrita é um cenário real e está sendo amplamente coberta pela mídia internacional.

Resposta: 1"
33,"Explicação: A notícia menciona que o presidente Michel Temer cogitou a possibilidade de taxar igrejas para aquecer a economia e gerar empregos. No entanto, não há nenhuma evidência ou fonte confiável que confirme essa informação. Além disso, a ideia de taxar igrejas é altamente impopular e improvável, especialmente em um país com uma forte tradição religiosa como o Brasil. Portanto, a notícia parece ser uma interpretação distorcida ou uma fake news.

Resposta: 0"
34,"Explicação: A notícia fornece detalhes específicos sobre um vídeo publicado no YouTube, a reação dos espectadores, e as pressões internas na Jovem Pan para a demissão de Reinaldo Azevedo. No entanto, a notícia não fornece fontes confiáveis ou citações diretas de pessoas envolvidas, o que é comum em notícias falsas. Além disso, a notícia é sensacionalista e não apresenta uma análise equilibrada dos fatos.

Resposta: 0"
35,"Explicação: A notícia parece ser uma piada ou uma fake news, pois é altamente improvável que um caso de furto de desodorantes e chicletes seja julgado pela Segunda Turma do Supremo Tribunal Federal (STF), que é responsável por casos de grande relevância e complexidade, como a Operação Lava-Jato. Além disso, a descrição do caso é exagerada e não há fontes confiáveis que confirmem a veracidade da informação.

Resposta: 0"
36,"Explicação: A notícia contém informações que são factualmente incorretas ou distorcidas. Primeiramente, não há evidências de que Lula tenha feito declarações específicas sobre Bashar al-Assad ou Donald Trump. Além disso, a citação atribuída a Lula é uma distorção de suas palavras e não corresponde a declarações reais. A notícia também contém uma citação de Donald Trump que é fictícia, pois não há registro de Trump ter feito essas declarações durante um encontro com empresários e investidores de Wall Street. A notícia foi publicada no Twitter do canal de notícias American News, que não é uma fonte confiável.

Resposta: 0"
37,"Explicação: A notícia contém elementos que são inconsistentes com a realidade conhecida. Trump não tem o poder de invadir a Coreia do Norte sozinho, e a China não tem influência direta sobre Kim Jong-un. Além disso, a ameaça de Kim Jong-un é uma retórica comum, mas não há evidências de que ele tenha um míssil intercontinental balístico capaz de atingir o coração americano. A citação de um oficial do exército americano também é suspeita, pois não há registros de que o Pentágono tenha desenvolvido um plano de assassinato ou decapitação de Kim Jong-un. A viagem de Xi Jinping para a Flórida também não é confirmada pela notícia.

Resposta: 0"
38,"Explicação: A notícia contém uma citação de um poema de Castro Alves, ""O Navio Negreiro"", que é uma crítica à escravidão no Brasil. A citação ""Brasil, verás que um filho teu cospe no outro"" é uma referência à divisão social e racial no país. No entanto, a notícia menciona que um deputado federal do PSOL recebeu uma advertência do Conselho de Ética da Câmara, o que é uma informação que não está clara ou confirmada. Portanto, a notícia parece ser uma mistura de uma citação poética com uma informação não confirmada sobre um deputado do PSOL.

Resposta: 0"
39,"Explicação: A notícia menciona que o Senado aprovou um projeto de lei para a criação de um documento chamado ""Identificação Nacional"", que substituirá o RG, CNH e título de eleitor. No entanto, a notícia não fornece detalhes específicos sobre a aprovação do projeto, como a data da votação ou o número de votos a favor e contra. Além disso, a notícia não menciona se o projeto foi enviado para a Câmara dos Deputados ou se já foi sancionado pelo presidente. Portanto, a notícia pode ser uma especulação ou uma notícia não confirmada.

Resposta: 0"
40,"Explicação: A notícia parece ser uma reportagem de um evento real que ocorreu na Câmara dos Deputados. A descrição dos eventos, incluindo a abordagem do repórter e a reação do deputado Tiririca, é detalhada e específica, o que é comum em reportagens verdadeiras. Além disso, a menção ao vídeo do Correio Braziliense como fonte adiciona credibilidade, pois o Correio Braziliense é um jornal respeitado. Não há indicações de que a notícia seja uma fake news.

Resposta: 1"
41,"Explicação: A notícia sobre Dilma Rousseff escrever um romance policial é uma piada ou uma fake news, pois não há evidências concretas ou fontes confiáveis que confirmem essa informação. A ex-presidente Dilma Rousseff não é conhecida por ter uma carreira literária, e a menção ao livro ""O enigma da mandioca"" é uma referência clara a uma piada ou uma sátira.

Resposta: 0"
42,"Explicação: A notícia sobre a Globo ter afastado Otaviano Costa por ""machismo"" não é confirmada por fontes confiáveis ou por declarações oficiais da emissora. Não há informações concretas ou detalhes que suportem essa alegação. Portanto, a notícia parece ser uma especulação ou rumor sem base factual.

Resposta: 0"
43,"Explicação: A notícia é verdadeira. Jean Wyllys, ex-deputado federal, realmente recebeu uma advertência do Conselho de Ética da Câmara após cuspir em Jair Bolsonaro. Ele também fez declarações públicas sobre a decisão, expressando sua satisfação com a punição leve e criticando os que o consideram um fascista. A notícia foi publicada pela revista Época Expresso, uma fonte confiável.

Resposta: 1"
44,"Explicação: A notícia menciona um grupo de funcionárias da TV que apresentou reivindicações após denúncias de assédio feitas pela funcionária Susllem Meneguzzi Tonani. A direção da empresa confirmou que está tomando providências, incluindo a adequação do código de conduta. Esses são fatos que podem ser verificados e confirmados por fontes confiáveis, como a própria emissora ou declarações de funcionários. Portanto, a notícia parece ser verdadeira.

Resposta: 1"
45,"Explicação: A notícia é falsa. A procuradora-geral da República, Raquel Dodge, não pediu a prisão da senadora Gleisi Hoffmann. A notícia confunde a atuação de Raquel Dodge com a de Rodrigo Janot, que foi o procurador-geral da República anterior. Raquel Dodge não tem o poder de pedir a prisão de senadores diretamente; essa competência é do Supremo Tribunal Federal (STF). Além disso, a notícia contém informações que não correspondem à realidade, como a alegação de que Dodge está tentando prender senadores adversários do PT, o que não é verdade.

Resposta: 0"
46,"Explicação: A notícia é verdadeira. A condenação de Levy Fidelix pela Comissão Especial de Discriminação Homofóbica é um fato real e documentado. A declaração de Fidelix durante um debate em 2014, onde ele afirmou que ""aparelho excretor não reproduz"", foi considerada homofóbica e resultou em uma multa. A Secretaria da Justiça e da Defesa da Cidadania de SP manteve a condenação, e o político teve negado o recurso que apresentou.

Resposta: 1"
47,"Explicação: A notícia é verdadeira. A citação de Antônio Fagundes sobre seu apoio ao PT e sua decepção com o partido é uma informação que pode ser verificada em fontes confiáveis, como a revista ""Isto É"". A entrevista foi realizada e as palavras atribuídas a Fagundes são consistentes com seu perfil público e suas declarações anteriores.

Resposta: 1"
48,"Explicação: A notícia menciona que o senador Edison Lobão, que preside a CCJ (Comissão de Constituição e Justiça do Senado), decidiu indicar outro relator para a PEC do fim do foro privilegiado. A notícia também menciona que Randolfe Rodrigues, o atual relator, tem lutado para defender o fim da ""mamata política"". No entanto, não há fontes confiáveis ou detalhes específicos que confirmem essas informações. Além disso, a notícia contém linguagem sensacionalista e acusações sem provas concretas, o que é um indicativo de que pode ser uma notícia falsa ou desinformação.

Resposta: 0"
49,"Explicação: A notícia menciona que a ex-presidente Dilma Rousseff avisou o marqueteiro João Santana sobre sua prisão pela Operação Lava-Jato. No entanto, não há evidências concretas ou fontes confiáveis que confirmem essa informação. A notícia também sugere que Dilma pode ser enquadrada no código penal por obstrução da justiça, mas isso é uma interpretação especulativa e não está baseada em fatos comprovados. A citação do site Antagonista não é suficiente para validar a veracidade da notícia, pois o Antagonista é conhecido por publicar informações sensacionalistas e não sempre verifica suas fontes de maneira rigorosa.

Resposta: 0"
50,"Explicação: A notícia apresenta uma afirmação controversa e especulativa de um escultor, Jorge Rivasplata, que sugere que um jovem desaparecido, Bruno Borges, é a reencarnação do filósofo Giordano Bruno. No entanto, a reencarnação é um conceito que não é amplamente aceito pela comunidade científica e não há evidências concretas que suportem essa alegação. Além disso, a notícia não fornece fontes confiáveis ou evidências adicionais que corroborem a afirmação de Rivasplata. Portanto, a notícia parece ser uma especulação sem base factual.

Resposta: 0"
51,"Explicação: A notícia é verdadeira. A declaração de Oscar Magrini sobre a necessidade de mulheres se colocarem para não assanhar o outro é um exemplo de comentário inadequado e desrespeitoso. A reação de Fátima Bernardes e a resposta das redes sociais confirmam que a situação foi real e gerou um grande mal-estar. A notícia foi amplamente coberta por diversos meios de comunicação, o que também reforça sua veracidade.

Resposta: 1"
52,"Explicação: A notícia menciona que o prefeito de Belo Horizonte, Alexandre Kalil, fez uma declaração sobre Aécio Neves, sugerindo que ele pode ser preso. No entanto, não há nenhuma fonte confiável ou contexto adicional que confirme a autenticidade da declaração de Kalil. Além disso, a notícia é apresentada de forma sensacionalista, o que é um indicativo de que pode ser uma notícia falsa ou exagerada.

Resposta: 0"
53,"Explicação: A notícia é falsa. A citação atribuída a Dilma Rousseff é uma paródia e não uma declaração real. A expressão ""estocar vento"" é uma gíria para ""fazer cocô"" e a história é claramente uma piada ou uma distorção da realidade. Não há evidências de que Dilma Rousseff tenha feito tal declaração em uma entrevista.

Resposta: 0"
54,"Explicação: A notícia menciona uma declaração de Renan Calheiros onde ele compara o governo de Michel Temer à seleção de Dunga. No entanto, a notícia não fornece uma fonte confiável ou um contexto detalhado para verificar a veracidade da declaração. Além disso, a notícia contém uma afirmação pessoal (""o brasileiro tem cara de idiota"") que não é uma citação direta de Renan Calheiros. Portanto, não há evidências suficientes para confirmar a veracidade da notícia.

Resposta: 0"
55,"Explicação: A notícia menciona que o ex-ministro Antonio Palocci está considerando a possibilidade de fazer uma delação premiada, o que é uma prática comum em casos de corrupção. A notícia também menciona que a defesa de Lula está ciente dessa possibilidade e que Lula está ""mais enrolado que rabo de leitão"", uma expressão coloquial que sugere que ele está em uma situação complicada. A notícia é baseada em informações de uma fonte confiável, o Estadão, e não há indicações de que a notícia seja uma fake news. Portanto, a notícia parece ser verdadeira.

Resposta: 1"
56,"Explicação: A notícia fornece detalhes específicos sobre uma acusação de abuso sexual contra o ator José Mayer, incluindo citações de uma figurinista e uma segunda funcionária que relatou ter sido agredida. A notícia menciona uma carta aberta enviada pelo ator à revista Veja, onde ele se posiciona sobre a acusação. Esses detalhes são consistentes com informações que podem ser verificadas em fontes confiáveis, como a revista Veja e outras reportagens sobre o caso.

Resposta: 1"
57,"Explicação: A notícia apresenta uma análise crítica sobre o comportamento do senador Aécio Neves em relação ao Supremo Tribunal Federal (STF) e à indicação de ministros. A notícia menciona que Aécio Neves, quando estava na oposição, criticou a indicação de Edson Fachin para o STF, argumentando que ele tinha compromissos partidários. No entanto, quando Aécio Neves mudou de posição e passou a apoiar a indicação de Alexandre de Moraes, ele justificou a indicação de Moraes com base na história do STF. A notícia não apresenta fatos concretos que possam ser verificados, mas sim uma interpretação e análise crítica do comportamento de Aécio Neves. Portanto, a notícia é uma análise de opinião e não uma notícia factual.

Resposta: 0"
58,"Explicação: A notícia é uma transcrição de uma declaração atribuída a Lula, onde ele critica João Dória. No entanto, a notícia não fornece uma fonte confiável ou contexto adicional para verificar a veracidade da declaração. Além disso, a notícia contém elementos de opinião e interpretação, o que pode indicar uma tendência editorial ou uma perspectiva específica. Sem uma fonte confiável ou contexto adicional, é difícil determinar a veracidade da declaração.

Resposta: 0"
59,"Explicação: A notícia é verdadeira. A denúncia feita pela revista Veja contra o senador Aécio Neves e sua irmã Andrea Neves foi amplamente divulgada e gerou uma resposta pública por parte do senador e sua irmã. A publicação de um vídeo por Andrea Neves, onde ela se emociona e nega as acusações, é uma evidência adicional de que a notícia foi amplamente discutida e que a denúncia foi feita de forma pública e transparente.

Resposta: 1"
60,"Explicação: A notícia menciona que o Ministério Público Federal (MPF) está estudando estratégias para condenar partidos políticos, como o PT, PMDB e PP, que foram envolvidos no esquema de corrupção da Petrobras. A notícia também menciona que o MPF já recuperou R$ 2,4 bilhões e que as penas podem incluir ações cíveis e devolução dos valores desviados. No entanto, a notícia não fornece fontes específicas ou detalhes concretos sobre essas estratégias ou planos específicos do MPF. Além disso, a notícia não menciona se essas estratégias já foram implementadas ou se há um plano formalizado para tal ação.

Resposta: 0 (A notícia é falsa)"
61,"Explicação: A notícia é verdadeira. O trecho do discurso do deputado Nelson Marchezan Junior (PMDB/RS) foi realmente proferido em 2016. O discurso foi amplamente divulgado e é possível encontrar registros do mesmo em diversas fontes confiáveis, como sites de notícias e arquivos de discursos parlamentares.

Resposta: 1"
62,"Explicação: A notícia fornecida contém informações que são factualmente corretas, mas a descrição do incidente com Guido Mantega em um shopping é uma narrativa detalhada que não é confirmada por fontes confiáveis. A notícia menciona que Guido Mantega foi preso em setembro de 2016 pela Operação Arquivo-X e é acusado de várias irregularidades, o que é verdadeiro. No entanto, a descrição do incidente com o morador de SP e os cachorros é uma narrativa que não é corroborada por fontes confiáveis e parece ser uma adição sensacionalista para aumentar o impacto da notícia.

Resposta: 0"
63,"Explicação: A notícia é falsa. O ministro Gilmar Mendes não tem a autoridade para conceder prisão domiciliar diretamente. A concessão de prisão domiciliar é uma decisão judicial que deve ser tomada por um juiz de primeira instância ou por um tribunal de segunda instância, e não pelo ministro do Supremo Tribunal Federal (STF). Além disso, a notícia não fornece informações suficientes para confirmar a veracidade dos fatos, como a data exata da prisão, a identidade da detenta e a decisão judicial específica.

Resposta: 0"
64,"Explicação: A notícia é verdadeira. A Chapecoense é um time de futebol brasileiro conhecido por sua história e pelo caráter de seus jogadores. O jogador Rossi é um atacante do time e é conhecido por suas habilidades no campo. A comemoração do gol e a homenagem aos policiais são eventos que podem ocorrer em jogos de futebol e são comuns em situações de reconhecimento e respeito. A notícia não contém informações que possam ser consideradas falsas ou exageradas.

Resposta: 1"
65,"Explicação: A notícia é falsa. A previsão de um vidente sobre a saúde de Edir Macedo, incluindo a possibilidade de ele ficar em cadeira de rodas, é uma previsão especulativa e não comprovada. Videntes não têm capacidade comprovada de prever eventos futuros com precisão. Portanto, a notícia não pode ser considerada verdadeira.

Resposta: 0"
66,"Explicação: A notícia fornece detalhes específicos sobre um caso envolvendo o cantor sertanejo Victor e uma denúncia de lesão corporal feita por Poliana Chaves. A notícia menciona que a Polícia Civil de Minas Gerais analisou imagens de circuito interno e determinou o indiciamento de Victor pela contravenção penal prevista no artigo 21 do Decreto Lei 3.688/41. A nota à imprensa da Polícia Civil é citada como fonte, o que adiciona credibilidade ao relato. Portanto, a notícia parece ser verdadeira, pois está baseada em informações oficiais e detalhes concretos.

Resposta: 1"
