,output
27,"Explicação: A notícia fornece detalhes específicos sobre uma série de ataques por atropelamento em várias cidades ao redor do mundo, incluindo Nova York, Barcelona, Londres, Paris, Estocolmo, Edmonton, e Nice. Cada ataque é descrito com detalhes sobre o número de vítimas, a motivação dos atacantes e as ações das autoridades. A notícia é baseada em fontes confiáveis e fornece informações detalhadas que são consistentes com eventos reais. Portanto, a notícia é verdadeira.

Resposta: 1"
28,"Explicação: A notícia sobre a morte de Stephen Hawking é verdadeira, pois ele realmente morreu em 14 de março de 2018. A notícia também menciona detalhes precisos sobre sua vida e contribuições científicas, como sua teoria da singularidade do espaço-tempo e seu livro ""Uma breve história do tempo"". A notícia sobre as milícias na Região Metropolitana do RJ também é verdadeira, pois há registros de crescimento e atuação dessas organizações no estado. A notícia sobre o protesto de professores municipais de SP contra a votação de mudanças no sistema de aposentadorias dos servidores é verdadeira, pois houve tentativas de invasão, bombas e agressões durante o protesto. A notícia sobre a defesa de Luiz Inácio Lula da Silva apresentando um novo pedido para evitar a prisão do ex-presidente é verdadeira, pois o pedido foi apresentado ao Supremo Tribunal Federal. A notícia sobre o presidente Michel Temer afirmando que irá à Organização Mundial do Comércio (OMC) caso não haja uma solução sobre a decisão de sobretaxar o aço é verdadeira, pois ele participou da abertura do Fórum Econômico Mundial para a América Latina. A notícia sobre o Reino Unido expulsar 23 diplomatas russos em retaliação contra o envenenamento de um ex-espião russo na Inglaterra é verdadeira, pois a decisão foi tomada em resposta ao ataque. A notícia sobre a empresa de segurança PSafe alertando sobre um novo golpe do WhatsApp é verdadeira, pois a empresa emitiu um alerta sobre o golpe. A notícia sobre os colecionadores de figurinhas de álbuns da Copa do Mundo gastarem mais neste ano é verdadeira, pois a Panini aumentou o preço dos pacotes e dos álbuns.

Resposta: 1"
29,"Explicação: A notícia é uma retrospectiva de eventos curiosos que ocorreram no Paraná em 2017. Cada um dos eventos mencionados é um fato real que foi amplamente coberto pela mídia local e nacional. A lista inclui histórias de pessoas comuns, como o recém-nascido de quase 6 quilos, o ""fantasma"" em uma escola, e o professor que mandou fezes por correio para ex-colegas de trabalho. Esses eventos são confirmados por fontes confiáveis e foram amplamente reportados em diversos meios de comunicação.

Resposta: 1"
30,"Explicação: A notícia menciona um texto do escritor inglês Ian McEwan, que foi publicado na revista Time e é um discurso aos formandos do Dickinson College em 2015. O texto defende a liberdade de expressão e aborda questões relacionadas à intolerância ideológica e à desconfiança em relação às convicções liberais. O texto é apresentado como uma reflexão clara e direta sobre o que significa estar comprometido com a liberdade e seu papel para uma verdadeira democracia. A notícia não fornece informações específicas sobre a autenticidade do texto ou sua publicação, mas a citação de Ian McEwan e a referência ao Dickinson College são factualmente corretas.

Resposta: 1"
31,"Explicação: A notícia fornece detalhes específicos sobre o desaparecimento de Tainá Carina, incluindo a descoberta de um machado em um terreno baldio e a reavaliação das investigações pela Polícia Civil. A notícia cita fontes oficiais, como o delegado regional Rodrigo Duarte, e fornece informações detalhadas sobre o caso, o que é um indicativo de que a notícia é verdadeira. A Polícia Civil confirmou que o machado será submetido a perícia para verificar se possui marcas de sangue e se é compatível com o DNA de Tainá Carina, o que é uma prática comum em investigações policiais.

Resposta: 1"
32,"Explicação: A notícia sobre a resolução da presidente do STF, ministra Cármen Lúcia, determinando que o Conselho Nacional de Justiça acompanhe online os orçamentos dos tribunais de justiça nos Estados, é uma notícia que pode ser verificada com fontes confiáveis. No entanto, a notícia contém detalhes específicos sobre os salários dos juízes e a reação do corregedor do CNJ, que são informações que podem ser verificadas com fontes oficiais ou comunicados oficiais do STF e CNJ. A notícia também menciona a tentativa de aprovação do nome de Enéas Carneiro no Livro dos Heróis da Pátria, que é um evento público e pode ser verificado com registros da Câmara dos Deputados. Portanto, a notícia é verdadeira.

Resposta: 1"
33,"Explicação: A notícia fornece detalhes específicos sobre a vida e a carreira de Francis Hallawell, conhecido como ""Chico da BBC"", que trabalhou como correspondente de guerra para a BBC durante a Segunda Guerra Mundial. A notícia menciona sua mudança para a Inglaterra, seu trabalho na Metropolitan-Vickers, sua missão secreta na Itália, e sua contribuição para a cobertura da guerra. Além disso, a notícia cita fontes acadêmicas e entrevistas com pessoas que conheceram Hallawell, como Rose Esquenazi e Julienne Hallawell. Todos esses detalhes são consistentes com registros históricos e não há indicações de que a notícia seja inventada ou exagerada.

Resposta: 1"
34,"Explicação: A notícia fornece detalhes específicos sobre a Editora Gráfica Atitude e suas movimentações financeiras, além de citar fontes e documentos oficiais. No entanto, a notícia também inclui declarações de defesa e contestações, o que é comum em reportagens sobre investigações judiciais. A inclusão de depoimentos e contestações de partes envolvidas é uma prática jornalística para fornecer uma visão mais completa do caso. Portanto, a notícia é verdadeira, pois apresenta fatos e informações baseadas em documentos e declarações de fontes oficiais e envolvidas.

Resposta: 1"
35,"Explicação: A notícia parece ser verdadeira, pois contém detalhes específicos e contextuais que são difíceis de falsificar. A história é contada de maneira detalhada e inclui informações sobre a vida pessoal da Jessyca Dias e seu pai, Arlindo Dias. Além disso, a notícia menciona a ajuda de uma advogada e a decisão judicial que permitiu a mudança do nome social, o que é um evento público e verificável. A reportagem também menciona a cidade de Jundiaí e o Instituto Brasileiro de Geografia e Estatística (IBGE), o que adiciona credibilidade ao relato.

Resposta: 1"
36,"Explicação: A notícia é verdadeira. Ela apresenta dados concretos e informações detalhadas sobre o aumento de atropelamentos de animais silvestres em rodovias no Brasil, incluindo estatísticas e exemplos específicos de animais que foram atropelados e mortos. A notícia também menciona a criação de um projeto de lei para reduzir esses atropelamentos e a participação de ONGs e instituições de pesquisa na coleta de dados e na implementação de medidas para proteger a fauna silvestre.

Resposta: 1"
37,"Explicação: A notícia fornece dados específicos sobre os repasses de verbas do governo federal para a Prefeitura de São Paulo para combater enchentes, incluindo valores e anos específicos. Além disso, menciona a morte de pessoas devido a enchentes e a resposta da Prefeitura de São Paulo sobre a execução das obras de drenagem. A notícia é baseada em informações obtidas por meio da Lei de Acesso à Informação e inclui declarações de autoridades e especialistas. Portanto, a notícia parece ser bem fundamentada e não há indicações de que seja falsa.

Resposta: 1"
38,"Explicação: A notícia é verdadeira. A entrevista com Michael Munro, diretor de Compliance da Odebrecht, é uma fonte confiável e a informação apresentada é corroborada por dados e exemplos concretos. A posição do Brasil em relação à corrupção, conforme o índice da Transparência Internacional, e os avanços na luta contra a corrupção no Brasil desde a Operação Lava Jato são fatos verificáveis. A entrevista também menciona mudanças específicas na conduta das pessoas e nas práticas empresariais, o que é consistente com a experiência de Munro e com a realidade observada.

Resposta: 1"
39,"Explicação: A notícia fornece detalhes específicos sobre o estado de saúde de Dona Marisa Letícia, incluindo exames médicos, procedimentos realizados e a autorização da família para a doação de órgãos. Além disso, menciona a presença de várias figuras públicas que visitaram o hospital para prestar solidariedade. Esses detalhes são consistentes com informações que poderiam ser verificadas em fontes confiáveis, como o Hospital Sírio-Libanês e a página oficial do ex-presidente Lula no Facebook. Portanto, a notícia parece ser verdadeira.

Resposta: 1"
40,"Explicação: A notícia fornece detalhes específicos sobre o crime, incluindo a identidade da suspeita, o método utilizado para dopar a mãe, a tentativa de compra da criança, e a localização da criança e da suspeita. Além disso, a notícia menciona a confissão da suspeita e a colaboração de outras pessoas envolvidas no crime. A descrição dos eventos e a citação de fontes, como o delegado responsável pelo caso e a conselheira do Conselho Tutelar, adicionam credibilidade à notícia. Portanto, a notícia parece ser verdadeira.

Resposta: 1"
41,"Explicação: A notícia fornece detalhes específicos sobre contratos de obras no Distrito Federal, citados nas delações da Operação Lava Jato, e menciona valores e irregularidades associadas a esses contratos. A informação é baseada em fontes confiáveis, como delações de executivos da Odebrecht e documentos oficiais, e é corroborada por reportagens de veículos de comunicação respeitados, como o G1. Portanto, a notícia é verificada e não há indícios de que seja falsa.

Resposta: 1"
42,"Explicação: A notícia fornecida é uma análise detalhada das movimentações políticas e das possíveis candidaturas para a eleição de 2018 no Brasil. Ela menciona vários partidos e nomes de candidatos, incluindo o ex-presidente Luiz Inácio Lula da Silva, o prefeito de São Paulo João Doria, o ex-ministro Henrique Meirelles, entre outros. A notícia é baseada em informações de fontes confiáveis e é uma análise comum de cenários políticos antes de uma eleição. Portanto, a notícia é verdadeira.

Resposta: 1"
43,"Explicação: A notícia fornece detalhes específicos sobre a construção da Arena da Amazônia, incluindo o aumento no custo, a investigação pelo TCU, e as delações da Odebrecht. Esses detalhes são corroborados por fontes confiáveis, como o Tribunal de Contas da União (TCU) e a Operação Lava Jato. A notícia também menciona a colaboração das empresas envolvidas com as investigações, o que adiciona credibilidade ao relato. Portanto, a notícia é verdadeira.

Resposta: 1"
44,"Explicação: A notícia fornece informações detalhadas sobre os cinco youtubers com mais seguidores no mundo, incluindo detalhes sobre suas carreiras, polêmicas e impactos em suas carreiras. A BBC é uma fonte confiável e a notícia é corroborada por dados específicos e contextos claros. Portanto, a notícia é verdadeira.

Resposta: 1"
45,"Explicação: A notícia fornecida é uma série de histórias de empreendedores que transformaram suas experiências pessoais em negócios de sucesso. Cada uma das histórias é detalhada e inclui informações específicas sobre os fundadores, suas experiências de vida, e os negócios que criaram. Não há indicações de que essas histórias sejam inventadas ou exageradas. As informações fornecidas são consistentes e detalhadas, o que sugere que são verdadeiras.

Resposta: 1"
46,"Explicação: A notícia fornecida é uma compilação de eventos que ocorreram recentemente, incluindo violência no Rio de Janeiro, vacinação contra a febre amarela, racionamento de água no Distrito Federal, massacre em um presídio, acidente de trânsito em Minas Gerais, e eventos esportivos. Cada um desses eventos é um fato real e documentado, com fontes confiáveis como o G1 e a Polícia Civil do Rio de Janeiro. Portanto, a notícia é verdadeira.

Resposta: 1"
47,"Explicação: A notícia é verdadeira. O decreto de Michel Temer para a atuação das Forças Armadas no Distrito Federal foi publicado no ""Diário Oficial da União"" e confirmado pelo ministro da Defesa, Raul Jungmann. A decisão foi tomada após um pedido do presidente da Câmara, Rodrigo Maia, e foi motivada por uma manifestação que degenerou em violência e vandalismo. A notícia foi amplamente coberta por diversos meios de comunicação e confirmada por fontes oficiais.

Resposta: 1"
48,"Explicação: A notícia fornecida é uma reportagem detalhada sobre uma denúncia apresentada pelo Ministério Público de São Paulo contra o ex-presidente Luiz Inácio Lula da Silva e seus familiares, acusando-os de lavagem de dinheiro e falsidade ideológica no caso do tríplex no Guarujá. A denúncia menciona a teoria da cegueira deliberada, que sugere que Lula escolheu ignorar a origem do dinheiro usado para adquirir o tríplex. A notícia também inclui declarações de defensores de Lula e da Bancoop, que contestam a denúncia e o pedido de prisão preventiva.

Resposta: 1 (A notícia é verdadeira)"
49,"Explicação: A notícia é verdadeira. A Polícia Federal (PF) indiciou o ex-presidente Luiz Inácio Lula da Silva por corrupção passiva em um novo inquérito sobre a compra de medidas provisórias (MPs). A investigação envolve a MP 471, conhecida como MP do Refis, que prorrogou incentivos fiscais para montadoras e fabricantes de veículos. A PF encontrou indícios de que a edição da MP 471 envolveu um pagamento de R$ 6 milhões destinados ao PT. A defesa de Lula negou as acusações, mas a notícia é baseada em um relatório oficial da PF e em depoimentos de pessoas envolvidas.

Resposta: 1"
50,"Explicação: A notícia é verdadeira. A reportagem detalha um evento real, a visita do juiz Marcelo Bretas ao Papa Francisco no Vaticano, e inclui citações diretas do juiz sobre suas preocupações com segurança e ameaças. Além disso, a notícia menciona eventos e decisões judiciais que são amplamente documentados e verificáveis, como as prisões de agentes públicos e empresários envolvidos com a corrupção no Rio de Janeiro e as decisões do Supremo Tribunal Federal. A reportagem também cita fontes confiáveis, como a TV Globo e o G1, e não há indicações de que a notícia seja uma montagem ou uma fake news.

Resposta: 1"
51,"Explicação: A notícia é verdadeira. Ela relata um evento real que ocorreu na Assembleia Legislativa do Maranhão, envolvendo o deputado Raimundo Cutrim e o secretário Jefferson Portela. A notícia inclui declarações de ambos os indivíduos e uma resposta do juiz Ronaldo Maciel, que está envolvido no caso de contrabando. A notícia é corroborada por fontes confiáveis, como o G1, e não há indicações de que seja uma notícia falsa.

Resposta: 1"
52,"Explicação: A notícia fornece detalhes sobre a revisão da meta fiscal pelo governo, incluindo a alteração do déficit de R$ 139 bilhões para R$ 159 bilhões. Além disso, a notícia inclui declarações de políticos de diferentes partidos, que expressam suas opiniões sobre a decisão do governo. Esses elementos são consistentes com informações públicas e não há indicações de que a notícia seja fabricada ou distorcida.

Resposta: 1"
