,output
10,"Explanation: Mitt Romney did not give away his father's inheritance. In fact, he inherited a significant amount of money from his father, George Romney, and used it to start his political career and business ventures. The claim that he gave away his father's inheritance is false.

Answer: 0"
11,"Explanation: The claim is false. There is no evidence to support that federal bureaucrats could take over local building code enforcement due to non-compliance with energy efficiency legislation. The claim seems to be a misinterpretation or exaggeration of the role of federal regulations in local building codes. Federal energy efficiency legislation typically provides guidelines and incentives, but does not give the federal government the authority to directly enforce local building codes.

Answer: 0"
12,"Explanation: The claim that 97 percent of scientists believe humans are causing climate change has been widely cited and supported by numerous studies. The claim that this number was pulled out of thin air is false. The head of the United Nations Intergovernmental Panel on Climate Change (IPCC) has not debunked this claim. The IPCC's reports consistently state that the consensus among scientists is that humans are the dominant cause of global warming since the mid-20th century.

Answer: 0"
13,"Explanation: The claim is false. Federal spending is not entirely discretionary. While some spending, such as defense and non-defense discretionary spending, can be adjusted annually through the budget process, mandatory spending, which includes Social Security, Medicare, and Medicaid, is not discretionary. These programs are funded automatically based on formulas in the law, and Congress does not have the discretion to change the law to alter these spending levels in the same way it does for discretionary spending.

Answer: 0"
14,"Explanation: The claim is false. Bernie Sanders has endorsed several candidates for various positions, including presidential candidates. The claim that the speaker is the only candidate to have endorsed Sanders is not accurate.

Answer: 0"
15,"Explanation: Mitt Romney has indeed changed his stance on abortion over time. In 2012, during his presidential campaign, Romney stated that he would support a ban on abortion except in cases of rape, incest, or when the mother's life is in danger. However, in 2015, he stated that he would support a ban on abortion except in cases of rape, incest, or when the mother's life is in danger, but also added that he would support exceptions for cases of rape, incest, or when the mother's life is in danger. This change in stance is often referred to as a ""flip-flop"" by political opponents.

Answer: 1"
16,"Explanation: The claim is vague and does not specify which judge or case is being referred to. It also does not provide any context or evidence to support the claim. Therefore, it is not possible to determine the truthfulness of the claim based on the information provided.

Answer: 0"
17,"Explanation: The claim that judges are using Shariah law in Dearborn, Michigan is false. Dearborn, like all other cities in the United States, operates under the U.S. legal system, which is based on common law and federal and state constitutions. There is no evidence to suggest that Shariah law is being used in Dearborn or any other city in the U.S. This claim is a misinterpretation of the fact that Dearborn has a significant Muslim population and some local businesses may operate under Islamic principles, but this does not extend to the legal system.

Answer: 0"
18,"Explanation: The claim states that John doesn't have a record in the Senate and that he has only passed four bills, all of which are about post offices. This claim is false because it is not possible to have a record in the Senate without passing any bills. Additionally, the claim that John has only passed four bills is not accurate as it is not specified which bills were passed or the context in which they were passed.

Answer: 0"
19,"Explanation: According to the latest data from the U.S. Census Bureau, as of 2021, Georgia ranks 10th among states with the highest number of uninsured people. Therefore, the claim that Georgia has the fifth-highest number of uninsured people is false.

Answer: 0"
20,"Explanation: Mitt Romney has indeed shifted his stance on abortion over time. In the past, he has supported abortion rights, including a statement in 2012 where he said, ""I believe that abortion should be safe and legal in this country."" However, in recent years, he has become more vocal about his opposition to abortion, aligning himself with the pro-life movement. Therefore, the claim that he is now ""pro-life"" is accurate.

Answer: 1"
21,"Explanation: The claim is false. The statement that ""three companies got 90 percent of that"" is misleading. It implies that the three companies (CVS and two others) received 90% of the $35 million, which would be $31.5 million. However, the claim does not specify how much each of the three companies received, nor does it provide evidence that the two companies not located in Rhode Island received a significant portion of the $35 million. Therefore, the claim is not accurate as it stands.

Answer: 0"
22,"Explanation: The claim is false. The largest structural deficit in Wisconsin's history was in the 2011-2012 fiscal year, not two years ago. The claim is likely a misinterpretation or misrepresentation of the fiscal year 2019-2020, which had a structural deficit of $1.3 billion, but this was not the largest in Wisconsin's history.

Answer: 0"
23,"Explanation: The claim that Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent is false. In 2018, Gov. Scott proposed a $1,000 raise for teachers, but the Florida Legislature ultimately approved a $1,000 raise for teachers in the 2019-2020 school year. The proposal was not cut by 60 percent; instead, it was reduced by $500, which is a 33.33% reduction from the original proposal. Therefore, the claim is misleading and inaccurate.

Answer: 0"
24,"Explanation: The claim is false. The New York Times, like any other news organization, can be sued for defamation if they publish false information that harms someone's reputation. The claim that they cannot be sued for publishing false stories is incorrect. Journalists and news organizations are subject to the same legal standards as any other entity when it comes to defamation and libel.

Answer: 0"
25,"Explanation: As of 2021, the population of Fort Worth is approximately 874,000 people. The Texas Workforce Commission reported that in April 2021, Texas had a total of 1,025,000 new jobs created. Therefore, the claim that more Texans have new jobs today than the entire population of Fort Worth is true.

Answer: 1"
26,"Explanation: The claim that U.S. Senate candidate Joni Ernst signed a pledge that protects tax breaks for companies that ship jobs overseas is false. There is no evidence or record of such a pledge. Ernst has been vocal about her support for businesses and job creation, but there is no specific pledge that aligns with the claim.

Answer: 0"
27,"Explanation: The claim states that the person was the top ROTC officer in the nation. However, without specific evidence or verification from a reliable source, it is impossible to confirm the authenticity of this claim. The claim could be true, but it could also be an exaggeration or a fabrication.

Answer: 0"
28,"Explanation: The claim that Florida students take an array of standardized high-stakes tests which eat up as much as 45 school days per year is an exaggeration. While standardized testing does take up a significant amount of time in Florida schools, the 45 school days figure is not accurate. According to the Florida Department of Education, the average student in Florida spends about 20-25 days per year on standardized testing, which is a significant portion of the school year but not as high as the claim suggests.

Answer: 0"
29,"Explanation: The claim is false. The National Security Agency (NSA) is authorized to collect certain types of communications data, including phone calls, under Section 215 of the USA PATRIOT Act. This section allows the NSA to collect ""any tangible thing"" relevant to a foreign intelligence investigation, including phone records. However, the NSA must obtain a court order from the Foreign Intelligence Surveillance Court (FISC) to collect such data. This process is different from the FISA warrant process, which is used for surveillance of individuals suspected of espionage or terrorism. Therefore, the claim that it is against the law for the NSA to record or monitor Americans' phone calls without a specific FISA warrant is incorrect.

Answer: 0"
30,"Explanation: The claim that the United States is ""seeing greater income inequality now than any time since the 1920s"" is based on data from the U.S. Census Bureau and other economic studies. According to these sources, income inequality in the U.S. has been increasing since the 1970s, with the top 1% of earners capturing a larger share of the total income. However, the claim that this level of inequality is greater than any time since the 1920s is not accurate. The 1920s was a period of significant income inequality, but the current level of inequality is not as high as it was during that time.

Answer: 0"
31,"Explanation: The claim that amniocentesis results more often than not in abortion in this country is false. Amniocentesis is a procedure used to diagnose genetic disorders in a fetus. The results of the test are used to make informed decisions about the pregnancy, but the decision to terminate the pregnancy is not a result of the test itself. The test is performed to provide information, and the decision to terminate the pregnancy is made by the parents based on that information. Therefore, the claim that amniocentesis results more often than not in abortion is misleading and inaccurate.

Answer: 0"
32,"Explanation: The claim is a paraphrase of a statement made by former U.S. President Barack Obama. The statement itself is a subjective assessment of Iran's threat level, which can vary based on political, military, and diplomatic perspectives. While Iran is not considered a superpower in the traditional sense, it does pose significant regional and international threats due to its nuclear program, support for militant groups, and geopolitical influence. Therefore, the claim is true.

Answer: 1"
33,"Explanation: The claim about the percentage of minimum wage workers in Rhode Island who serve as sole income earners for their family is based on a specific study or data source. To verify this claim, I would need to check the source of the data and ensure it is accurate and up-to-date. Without specific data or a reliable source, it is difficult to confirm the claim's accuracy.

Answer: 0 (The claim is false or cannot be verified without a reliable source.)"
34,"Explanation: The claim is false. John Boehner, a former Speaker of the U.S. House of Representatives, has not called for repealing the entire stimulus package, which would raise taxes on 110 million middle-class people. The claim is a misinterpretation of his stance on the stimulus package. Boehner has been critical of certain aspects of the stimulus but has not advocated for its complete repeal.

Answer: 0"
35,"Explanation: The claim that the average age of first marijuana use is 12 is false. According to the National Institute on Drug Abuse, the average age of first marijuana use is around 18. This information is based on data from the Monitoring the Future survey, which is a long-term study of drug use among American youth.

Answer: 0"
36,"Explanation: The claim ""Ive never supported a payroll tax"" is false. The individual in question, Joe Biden, has publicly supported a payroll tax increase as part of his economic plans. For instance, during his 2020 presidential campaign, Biden proposed increasing the payroll tax to fund his infrastructure plan.

Answer: 0"
37,"Explanation: The claim is incomplete and lacks context. It does not specify who is serving out their gubernatorial term, nor does it provide any details about the term or the individual's identity. Without additional information, it is impossible to verify the truthfulness of the claim.

Answer: 0"
38,"Explanation: The claim is comparing two unrelated phenomena: the number of people who have seen UFOs and the approval rating of George W. Bush's presidency. These two topics are not directly related, and there is no evidence to suggest that the number of people who have seen UFOs is related to the approval rating of a former president. Therefore, the claim is false.

Answer: 0"
39,"Explanation: Zephyr Teachout, a political candidate, has publicly stated her opposition to Super PACs, which are political action committees that can raise and spend unlimited amounts of money to influence elections. However, it is possible for candidates to accept donations from individuals or groups that support Super PACs, as long as the candidate does not directly benefit from the Super PAC's activities. The claim suggests that Teachout is against Super PACs but has taken money from Super PAC donors, which is a nuanced issue. Without specific evidence of Teachout directly benefiting from Super PAC funds, the claim is difficult to verify as true or false.

Answer: 0/1"
40,"Explanation: The claim is false. Hillary Clinton did not say she was under attack in Bosnia and then found out it was young girls handing her flowers. This is a misinterpretation of a genuine event. In 1996, Clinton was in Bosnia and was greeted by a group of young girls who handed her flowers. She did not describe this as an attack.

Answer: 0"
41,"Explanation: The claim that drug testing for welfare recipients will save money is not supported by empirical evidence. Studies have shown that the costs of implementing drug testing programs often outweigh the savings. The American Civil Liberties Union (ACLU) and other organizations have criticized drug testing programs for welfare recipients, arguing that they are ineffective and costly. Furthermore, the potential savings are often overstated, and the programs can lead to increased administrative burdens and legal challenges.

Answer: 0"
42,"Explanation: The claim states that New Hampshire's second congressional district includes two counties where at least 5% of residents are enrolled in the state's expanded Medicaid program. To verify this, I would need to check the specific enrollment data for the counties within New Hampshire's second congressional district. However, based on general information, it is known that New Hampshire has expanded Medicaid, and some counties may have higher enrollment rates. Without specific data, it is difficult to confirm the exact percentage for the two counties mentioned.

Answer: 0/1"
43,"Explanation: The claim is false. Dr. Paul, a member of the U.S. House of Representatives, has voted for legislation that is not expressly authorized by the Constitution. For example, he has voted for bills related to healthcare, education, and other areas that are not explicitly mentioned in the Constitution. The Constitution does not provide a list of topics that Congress can or cannot legislate on, and the Supreme Court has ruled that Congress has the power to legislate on any subject not explicitly prohibited by the Constitution.

Answer: 0"
44,"Explanation: According to the National Center for Education Statistics, the dropout rate in Georgia was 7.9% in 2019, while Alabama's dropout rate was 6.8% in the same year. Therefore, Georgia's dropout rate is higher than Alabama's.

Answer: 1"
45,"Explanation: The claim that President Obama flip-flopped on warrantless wiretapping is false. During his presidential campaign, Obama criticized President George W. Bush's warrantless wiretapping program, stating that it was unconstitutional and violated privacy rights. However, after taking office, Obama continued and expanded the program, arguing that it was necessary for national security. This is a well-documented shift in policy, but it does not constitute a ""flip-flop"" in the sense of changing one's position on a specific issue.

Answer: 0"
46,"Explanation: The claim is based on a national study of 2,500 charter schools, which suggests that 20% of these schools perform better than community public schools, 40% perform worse, and the remaining 40% have no significant difference. This claim is not verifiable as it does not provide specific sources or data to support the percentages. Without concrete evidence or a reference to a specific study, it is difficult to confirm the accuracy of these figures.

Answer: 0"
47,"Explanation: Barack Obama served as the 44th President of the United States from 2009 to 2017. During his presidency, he signed numerous bills into law. Some of the notable ones include the Affordable Care Act (Obamacare), the American Recovery and Reinvestment Act, and the Dodd-Frank Wall Street Reform and Consumer Protection Act. Therefore, the claim that Barack Obama hasn't passed any bills is false.

Answer: 0"
48,"Explanation: Bernie Sanders has been a member of the U.S. Senate since 2007, and he has served in the House of Representatives from 1991 to 2007. During his time in Congress, Sanders has been known for his progressive policies and has introduced numerous amendments. However, the claim that he passed more roll call amendments in a Republican Congress than any other member is not accurate. Sanders has introduced many amendments, but the claim that he passed more than any other member in a Republican Congress is not supported by reliable sources or data.

Answer: 0"
49,"Explanation: The claim ""On switching parties"" is incomplete and lacks context. It does not provide enough information to determine its truthfulness. Without additional details, it is impossible to evaluate whether the claim is true or false.

Answer: 0"
50,"Explanation: The claim is comparing the job losses during the Great Recession (2007-2009) to the combined job losses of the last four recessions before it. The Great Recession resulted in a net loss of approximately 8.8 million jobs, while the combined job losses of the previous four recessions (1980-1982, 1990-1991, 2001, and 2007-2009) were around 5.5 million jobs. Therefore, the claim that we lost more jobs in the Great Recession than the last four recessions combined is true.

Answer: 1"
51,"Explanation: The claim that Mequon and Milwaukee have the highest disparity of income in the country is not accurate. While Milwaukee does have a significant income disparity, Mequon, a suburb of Milwaukee, is generally considered to have a more affluent population. According to the U.S. Census Bureau, Milwaukee has a higher poverty rate and income disparity compared to Mequon. Therefore, the claim is false.

Answer: 0"
52,"Explanation: The claim is based on a general statement made by budget analysts, which is a common perspective in economic discussions. However, it is not specific enough to be definitively true or false without more context. Budget analysts often use models and projections to predict the economic impact of tax hikes and spending cuts, but their predictions can vary based on assumptions and methodologies. Therefore, the claim is not verifiable as true or false without additional specific data or context.

Answer: 0"
53,"Explanation: The claim that ""When Pakistan erupted in crisis, I spoke to Musharraf before Bush did"" is a statement made by former U.S. President George W. Bush. This claim is often used to highlight Bush's direct involvement in the situation and his immediate response to the crisis. However, the claim itself is not verifiable through independent sources and is based on Bush's own account. Without additional evidence or verification from other sources, it is difficult to definitively confirm the claim's truthfulness.

Answer: 0"
54,"Explanation: The claim that Rick Perry, the former governor of Texas, threatened to secede from the United States is false. While Perry has expressed support for Texas independence in the past, he has not made any recent threats to secede. The claim is likely a misinterpretation or exaggeration of Perry's past statements.

Answer: 0"
55,"Explanation: The claim that Russ Feingold said that with Obamacare, we could keep our doctors and our plans, and that it was rated as the Lie of the Year, is false. Russ Feingold, a former U.S. Senator from Wisconsin, did not make this statement. The claim is a misattribution of a statement made by President Obama during the 2009 healthcare reform debate. The statement was later rated as the ""Lie of the Year"" by PolitiFact, but it was not made by Russ Feingold.

Answer: 0"
56,"Explanation: The claim that Houston is home to more doctors, more nurses, and more researchers than any other place in the world is not accurate. While Houston is a major medical hub with several renowned hospitals and research institutions, it does not have the highest number of doctors, nurses, or researchers globally. For instance, cities like New York, London, and Tokyo have larger populations and more healthcare professionals. Additionally, the claim does not specify the criteria for ""more"" (e.g., per capita, total number, etc.), which makes it difficult to verify without additional context.

Answer: 0"
57,"Explanation: The claim that Bill White did not pay taxes while earning $133,600 as deputy secretary of energy is false. Tax obligations are based on income, and it is highly unlikely that a high-ranking government official would not pay taxes on their salary. Additionally, there is no credible source provided to support this claim.

Answer: 0"
58,"Explanation: The claim that the U.S. tax code is 80,000 pages is often cited but is not accurate. The Internal Revenue Code (IRC) is indeed extensive, but the total length of the tax code, including regulations and other related documents, is estimated to be around 70,000 pages. This discrepancy is often due to the inclusion of various regulations and other documents that are not part of the IRC itself.

Answer: 0"
59,"Explanation: The claim that Fox News gave Republican senators twice the air time as Democrats during a hearing about the Islamic State is not supported by any credible sources or evidence. Fox News has not publicly reported or acknowledged such a discrepancy in air time. Additionally, media bias is a complex issue, and claims about specific biases in air time need to be backed by concrete data and not just assertions.

Answer: 0"
60,"Explanation: The claim that Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent, is false. There is no evidence to support these claims. Hillary Clinton has not proposed such policies, and these figures are not based on any of her policy proposals or statements.

Answer: 0"
61,"Explanation: The claim that speakers at the Democratic National Convention made zero mentions of the global terrorist threat posed by ISIS is false. During the 2016 Democratic National Convention, several speakers, including Hillary Clinton, addressed the threat of ISIS. For instance, Clinton mentioned ISIS in her acceptance speech, stating, ""We need to be clear-eyed about the threats we face. We face a global terrorist threat from ISIS and other extremist groups."" Therefore, the claim that there were zero mentions of ISIS is inaccurate.

Answer: 0"
62,"Explanation: The claim is vague and lacks specific details that would allow for verification. It does not provide any context, such as the name of the individual, the case details, or the jurisdiction. Without such information, it is impossible to confirm the authenticity of the claim. Additionally, there is no public record or widely recognized source that supports this claim.

Answer: 0"
63,"Explanation: The claim that the amount of interest paid on the federal debt exceeds total tax revenue is false. According to the U.S. Treasury Department's data, in fiscal year 2021, the total interest paid on the federal debt was approximately $370 billion, while total tax revenue was around $3.5 trillion. Therefore, the interest paid on the federal debt is significantly less than total tax revenue.

Answer: 0"
64,"Explanation: The national debt does not grow over a weekend. The national debt is a cumulative figure that increases or decreases based on the government's spending and revenue over time. It is not possible for the national debt to grow by a specific amount over a weekend.

Answer: 0"
65,"Explanation: The claim is false. The U.S. Supreme Court did not decide in 1982 that non-citizen children must get free K-12 education. The landmark case that addressed this issue is Plyler v. Doe (1982), where the Supreme Court ruled that states cannot deny undocumented children access to a free public education. However, the ruling did not specify that non-citizen children must get free K-12 education; it only ensured that they could not be excluded from public schools.

Answer: 0"
66,"Explanation: Donald Trump has consistently opposed a Canadian-style universal healthcare system. He has repeatedly stated his opposition to Medicare for All and has advocated for a market-based approach to healthcare. Therefore, the claim that Donald Trump has supported a Canadian-style universal health care system is false.

Answer: 0"
67,"Explanation: The claim states that the Democrats' proposed budget is balanced by using more new tax revenue than in total PERS reform or savings. This claim is false because it is not accurate to say that the Democrats' budget is balanced solely by new tax revenue. Budgets are typically balanced by a combination of revenue and expenditure, and it is not accurate to suggest that new tax revenue is the primary or sole source of balance.

Answer: 0"
68,"Explanation: Hillary Clinton did not vote for the war in Iraq. She voted against the resolution authorizing the use of force against Iraq in 2002. John McCain, on the other hand, voted in favor of the resolution. Therefore, the claim that Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq"" is false.

Answer: 0"
69,"Explanation: The claim that ""Most Americans live within 50 miles of a nuclear power plant"" is false. According to the U.S. Nuclear Regulatory Commission, there are 61 nuclear power plants in the United States, and the majority of these plants are located in states with large populations, such as California, Illinois, and Pennsylvania. However, the population density around these plants varies, and it is not accurate to say that most Americans live within 50 miles of a nuclear power plant.

Answer: 0"
70,"Explanation: The claim that the United States has doubled its exports under President Barack Obama is not accurate. While exports did increase during his presidency, they did not double. According to the U.S. Census Bureau, total U.S. exports increased from $1.5 trillion in 2009 to $2.3 trillion in 2016, which is an increase of about 53% over the eight years of his presidency, not a doubling.

Answer: 0"
71,"Explanation: The claim is false. The National Commission on Fiscal Responsibility and Reform, also known as the Simpson-Bowles Commission, which was chaired by former Senator Alan Simpson and former White House Chief of Staff Erskine Bowles, did not recommend converting Medicare to a voucher system. The commission's report, released in 2010, proposed a variety of reforms to Medicare, including raising the eligibility age and reducing benefits, but it did not propose a voucher system.

Answer: 0"
72,"Explanation: The claim that the last time there was a sustained surge of confidence in governments' competence was under Ronald Reagan is not accurate. While Ronald Reagan's presidency did see a period of increased confidence in the U.S. government, particularly in economic matters, this was not the last time such a surge occurred. For instance, the post-World War II era saw a significant surge in confidence in governments' competence, and more recently, the post-2008 financial crisis period has also seen a resurgence of confidence in governments' ability to manage economic recovery and stability. Therefore, the claim is false.

Answer: 0"
73,"Explanation: The claim that Senator Obama has never had a serious Republican challenger is false. Barack Obama, who later became the 44th President of the United States, was a Senator from Illinois from 2005 to 2008. During his time in the Senate, he faced several Republican challengers in his 2008 Senate re-election campaign. The most notable challenger was Alan Keyes, who ran against Obama in the 2004 Senate election and again in 2008. Therefore, the claim that he has never had a serious Republican challenger is incorrect.

Answer: 0"
74,"Explanation: The birther movement, which questioned the citizenship of Barack Obama, was not started by Hillary Clinton. The movement gained traction during Obama's 2008 presidential campaign, with prominent figures like Donald Trump and others questioning Obama's birthplace and citizenship. Hillary Clinton was not involved in the birther movement and did not start it.

Answer: 0"
75,"Explanation: The claim is difficult to verify without specific data or sources. It's important to note that budget allocations can vary greatly depending on the specific programs and initiatives funded, as well as the overall economic conditions of the state. Without concrete evidence or a reliable source, it's challenging to definitively confirm the claim.

Answer: 0"
76,"Explanation: The claim that the InterLink at T.F. Green Airport is the closest air-rail link in the country is not accurate. While the InterLink is a notable air-rail link, there are other airports in the United States that have closer air-rail connections. For example, the Washington Dulles International Airport has a Metrorail station that is closer to the airport than the InterLink at T.F. Green Airport.

Answer: 0"
77,"Explanation: The claim that the United States alone loses more than 3,000 people a day to cancer is an exaggeration. According to the American Cancer Society, in 2020, an estimated 599,600 people in the United States died from cancer. This means that, on average, about 1,650 people die from cancer each day in the United States. Therefore, the claim is false.

Answer: 0"
78,"Explanation: The claim is based on a specific study or data set that is not provided in the question. To verify the claim, one would need to check the latest educational rankings and collective bargaining laws for the states mentioned. However, without specific data or a reliable source, it is not possible to definitively confirm the claim.

Answer: 0"
79,"Explanation: The claim that the Colorado caucus system for selecting Republican delegates is rigged is a complex issue that has been debated among political observers and participants. The Colorado caucus system involves local precinct meetings where voters select delegates to represent them at the county and state conventions. While there have been allegations of irregularities and concerns about the fairness of the process, there is no widely accepted evidence or consensus that the system is ""rigged"" in a way that systematically disadvantages one group or candidate. The system's rules and procedures are publicly available, and any irregularities are typically investigated by the relevant authorities.

Answer: 0"
80,"Explanation: The claim that ""Every 28 hours an unarmed black person is shot by a cop"" is a misinterpretation of a study conducted by the Malcolm X Grassroots Movement and the NAACP. The study found that a black person is killed by police every 28 hours, but it does not specify that the person is unarmed. The claim is often used to highlight the disproportionate impact of police violence on the black community, but it is not accurate to say that every 28 hours an unarmed black person is shot by a cop.

Answer: 0"
81,"Explanation: The claim is false. The volume of water flowing into and out of Lake Erie is not constant and does not remain at 137 billion gallons per day for inflow and 86.3 billion gallons per day for outflow. The claim also suggests a net surplus of 50 billion gallons per day, which is not accurate. The actual flow rates of water into and out of Lake Erie vary significantly based on factors such as weather patterns, seasonal changes, and human activities.

Answer: 0"
82,"Explanation: The claim states that San Antonio has seen a 67% growth in water customers in the last 25 years, but there is 0% more water used. This is contradictory because if the number of customers has increased by 67%, it would imply that more water is being used, not the same amount. Therefore, the claim is false.

Answer: 0"
83,"Explanation: The claim is false. According to multiple news reports and official statements, the crowd size at Trump's rally in Phoenix on June 18, 2020, was estimated to be around 15,000 to 20,000 people. This is supported by various sources, including local news outlets and independent fact-checking organizations.

Answer: 0"
84,"Explanation: The claim that abortion services are well over 90 percent of what Planned Parenthood does is misleading. According to Planned Parenthood's own data, abortion services account for about 32% of their total services. The remaining services include contraception, STI testing and treatment, cancer screenings, and other reproductive health services. Therefore, the claim is false.

Answer: 0"
85,"Explanation: The claim that the climate has been cooling for the last decade is false. Global temperature records show that the last decade (2011-2020) was the warmest on record, with 2016, 2019, and 2020 being the three warmest years ever recorded. This trend is consistent with the long-term warming trend observed over the past century, primarily driven by human-induced greenhouse gas emissions.

Answer: 0"
86,"Explanation: The claim about a 50% reduction in accidents and a 60% reduction in injury accidents at the rebuilt Marquette Interchange in Milwaukee is not verifiable with the information provided. To accurately assess the claim, I would need specific data or sources that support these percentages. Without such evidence, it is not possible to determine the truthfulness of the claim.

Answer: 0"
87,"Explanation: The claim states that the mean income for a family in the state is $57,000. However, this information is not specific to a particular state and does not provide a source or context for the claim. Without a reliable source or specific data, it is not possible to verify the accuracy of this statement.

Answer: 0"
88,"Explanation: The Muslim Brotherhood, an Egyptian Islamist organization, has been accused of various extremist activities, including support for violence against Israel. However, it is important to note that the Brotherhood has denied these accusations and has stated that it is committed to peaceful means. There is no publicly available evidence that the Muslim Brotherhood has openly declared war on Israel. The claim is based on misinterpretation or misrepresentation of the Brotherhood's statements and actions.

Answer: 0"
89,"Explanation: The claim about the Medicaid fraud rate in Virginia being 0.47 percent is not accurate. The actual fraud rate for Medicaid in Virginia is much higher. According to the Centers for Medicare & Medicaid Services (CMS), the fraud rate for Virginia's Medicaid program was 1.4 percent in 2019. This discrepancy suggests that the claim is false.

Answer: 0"
90,"Explanation: The claim that the presence of gorillas calls into question the concept of evolution is false. Evolution is a well-established scientific theory that explains how species change over time. Gorillas are a species of great apes that have evolved from a common ancestor with humans, chimpanzees, and bonobos. The existence of gorillas does not contradict the theory of evolution; rather, it is a result of the evolutionary process. The claim seems to misunderstand the relationship between evolution and the diversity of species.

Answer: 0"
91,"Explanation: The claim is false. Milwaukee County did not spend over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining. This information is not supported by any credible sources or official records.

Answer: 0"
92,"Explanation: The claim is true. According to the World Bank, the U.S. has approximately 4.25% of the world's population, which is about 331 million people out of the world's 7.9 billion. The U.S. also has about 25% of the world's known prison population, with around 2.2 million people in prison as of 2020, compared to the world's total prison population of about 10.2 million.

Answer: 1"
93,"Explanation: The claim that there have been at least four incidents where bullets from Mexico have crossed the border is true. There have been several documented cases where bullets have crossed the border from Mexico into the United States. These incidents are often associated with drug-related violence and gang activity. The claim is supported by various news reports and official statements from law enforcement agencies.

Answer: 1"
94,"Explanation: The claim about oil drilling is a general statement and does not provide specific information that can be verified as true or false. Without additional context or specific details, it is impossible to determine the veracity of the claim.

Answer: 0"
