,output
10,"Explicação: A notícia apresenta uma série de afirmações sensacionalistas e exageradas sobre a senadora Gleisi Hoffmann, incluindo acusações de ""anarquia generalizada"", ""insanidade"", ""falta de obediência com as leis"" e uma suposta convocação de um ""estado de anarquia"". Essas afirmações são altamente controversas e não são corroboradas por fontes confiáveis. Além disso, a notícia não fornece nenhuma citação direta ou contexto adicional que possa ser verificado. Portanto, a notícia parece ser uma interpretação distorcida e exagerada dos eventos reais.

Resposta: 0"
11,"Explicação: A notícia menciona um evento real e uma figura pública conhecida, o padre Fábio de Melo. O texto detalha uma decisão do padre de abandonar o Facebook e as razões para essa decisão, que são atribuídas a uma mudança negativa em sua personalidade. Embora a notícia não forneça uma fonte direta ou uma citação exata do padre, ela é consistente com o estilo de comunicação e as ações conhecidas do padre Fábio de Melo. A notícia é corroborada por uma interação com um apresentador e jornalista conhecido, o que adiciona credibilidade ao relato.

Resposta: 1"
12,"Explicação: A notícia apresentada é uma teoria da conspiração que sugere que Michael Jackson foi assassinado por uma operação secreta do governo dos EUA. A teoria é baseada em uma suposta gravação de Michael Jackson expressando medo de ser assassinado e em declarações de um suposto ex-agente chamado Robert Connors. No entanto, não há evidências concretas ou fontes confiáveis que suportem essas alegações. Além disso, a teoria sugere que o rapper Prince Ea pode ter criado o personagem fictício de Robert Connors para promover seu novo single/álbum, o que adiciona uma camada de desconfiança adicional. Portanto, a notícia é altamente especulativa e não pode ser considerada verdadeira com base nas informações fornecidas.

Resposta: 0"
13,"Explicação: A notícia é falsa. O Instituto Paranã Pesquisas não é um instituto reconhecido e não há evidências de que ele tenha realizado uma pesquisa sobre a rejeição de Lula. Além disso, a notícia contém informações inconsistentes e exageradas, como a comparação de Lula com Paulo Maluf e a simulação de ""Lula contra todos"" individualmente.

Resposta: 0"
14,"Explicação: A notícia afirma que Luiz Inácio Lula da Silva registrou a propriedade do triplex no Imposto de Renda durante seis anos consecutivos. Essa informação é verdadeira, pois foi confirmada por documentos oficiais e sentenças judiciais. No entanto, a notícia também contém uma série de afirmações que são controversas e podem ser interpretadas de diferentes maneiras, como a alegação de que a Operação Lava-Jato e o Judiciário são parte de uma conspiração contra Lula. Essas afirmações são parte de uma narrativa que pode ser considerada tendenciosa e não são amplamente aceitas como fatos objetivos.

Resposta: 1"
15,"Explicação: A notícia menciona que Clodovil Hernandes foi assassinado porque queria diminuir o número de deputados. No entanto, não há evidências ou fontes confiáveis que suportem essa afirmação. Além disso, a notícia não fornece detalhes sobre o assassinato ou qualquer conexão direta entre a proposta de Clodovil e sua morte. Portanto, a notícia parece ser uma especulação sem base factual.

Resposta: 0"
16,"Explicação: A notícia apresenta um estudo científico sobre experiências de quase morte (EQM) e sugere a possibilidade de consciência após a morte clínica. No entanto, a notícia não fornece fontes confiáveis ou detalhes específicos sobre o estudo, como o nome da revista científica, os métodos utilizados, ou os dados completos dos pacientes. Além disso, a citação do Dr. Sam Parnia e do Dr. David Wilde parece ser uma tentativa de dar credibilidade ao estudo, mas não há evidências concretas de que esses cientistas tenham realmente feito essas declarações. A ausência de fontes verificáveis e a falta de detalhes específicos tornam a notícia suspeita.

Resposta: 0"
17,"Explicação: A notícia descreve um incidente envolvendo o ex-presidente Lula e um hóspede de um hotel em Fortaleza. A descrição detalhada do evento, incluindo a reação de Lula e Jaques Wagner, é consistente com o tipo de conteúdo que pode ser encontrado em vídeos de internet. No entanto, a notícia não fornece uma fonte confiável ou uma verificação independente do evento, o que é um indicativo de que pode ser uma notícia falsa ou não verificada.

Resposta: 0"
18,"Explicação: A notícia sobre canibalismo na Coreia do Norte é um tema sensível e frequentemente exagerado. Embora haja evidências de fome extrema e subnutrição na Coreia do Norte, os relatos de canibalismo são mais raros e não são amplamente documentados. A maioria das fontes que mencionam canibalismo são baseadas em testemunhos anônimos ou relatórios não verificados. Além disso, a notícia de um homem executado por comer parte do corpo de um amigo e outro cidadão fuzilado por matar 11 pessoas não é corroborada por fontes confiáveis. Portanto, a notícia é mais uma especulação baseada em rumores e não em fatos comprovados.

Resposta: 0"
19,"Explicação: A notícia é verdadeira. A carta aberta para a ministra Cármem Lúcia, questionando suas visitas a hospitais públicos, foi realmente escrita por um cidadão brasileiro e está viralizando nas redes sociais. A notícia é corroborada por fontes confiáveis e não há indícios de que seja uma notícia falsa.

Resposta: 1"
20,"Explicação: A notícia apresenta uma série de afirmações que são altamente improváveis e não têm base em fatos verificáveis. A ideia de que Gilmar Mendes foi flagrado por brasileiros em Portugal e que foi hostilizado com comentários como ""A gente pede pra Deus levar o senhor para o inferno"" é extremamente inverossímil. Além disso, a descrição de um internauta que tentou jogar água em Gilmar Mendes e a menção de que ele já foi visto duas vezes em Lisboa são detalhes que não têm respaldo em fontes confiáveis. A ausência de fontes confiáveis e a natureza sensacionalista da notícia indicam que ela é falsa.

Resposta: 0"
21,"Explicação: A notícia é verdadeira. A citação de Bolsonaro sobre a Folha de SP é um fato conhecido e documentado. Bolsonaro frequentemente critica a grande mídia e a Folha de SP em particular, e suas declarações são amplamente reportadas e verificadas por diversas fontes de notícias.

Resposta: 1"
22,"Explicação: A notícia contém várias afirmações que são altamente especulativas e não são confirmadas por fontes confiáveis. A Coreia do Norte tem uma política de testes nucleares e de mísseis, mas a ideia de que está prestes a realizar o maior teste nuclear de toda a história é exagerada e não é corroborada por fontes oficiais ou confiáveis. As citações de ""especialistas"" e ""oficiais de defesa"" não são verificadas e podem ser parte de uma narrativa sensacionalista. Além disso, a menção de túneis sendo cavados e a vigilância combinada com os EUA são informações que não têm base em fatos concretos.

Resposta: 0"
23,"Explicação: A notícia menciona que a ex-global Tássia Camargo incitou a população a invadir o Tribunal Regional Federal da 4a Região (TRF-4) em um vídeo. No entanto, não há evidências concretas ou fontes confiáveis que confirmem essa afirmação. A notícia é baseada em uma interpretação de um vídeo, mas não fornece links ou fontes diretas que possam ser verificadas. Além disso, a notícia contém informações que podem ser consideradas opinativas e não factuais, como a descrição de Tássia Camargo como ""parece que não está batendo muito bem dos pinos"" e a crítica à sua declaração.

Resposta: 0"
24,"Explicação: A notícia contém informações que são, em grande parte, verdadeiras, mas também há uma exageração e uma interpretação tendenciosa dos dados. O Clonazepam, conhecido como Rivotril, é um medicamento benzodiazepínico que pode ser usado para tratar ansiedade e distúrbios do sono. Estudos têm mostrado que o uso de benzodiazepinas está associado a um aumento no risco de mortalidade e infecção por HCV (hepatite C). No entanto, a notícia exagera a comparação entre a mortalidade associada ao uso de benzodiazepinas e a mortalidade associada ao uso de drogas ilegais como cocaína e heroína. Além disso, a notícia sugere que o uso de benzodiazepinas é mais perigoso do que o uso de outras opções de tratamento, o que é uma generalização excessiva. A notícia também incentiva a busca por terapias alternativas, o que é uma abordagem válida, mas não deve ser vista como uma substituição total para o tratamento médico.

Resposta: 0"
25,"Explicação: A notícia é uma crítica ao presidente Michel Temer, feita pelo filósofo e educador Mário Sérgio Cortella. A crítica sugere que Temer é arrogante e humilha aqueles que não têm a mesma formação que ele. No entanto, a notícia não fornece nenhuma evidência concreta ou citação direta de Cortella para apoiar essas afirmações. Portanto, a notícia é uma interpretação pessoal e não uma declaração factual de Cortella.

Resposta: 0"
26,"Explicação: A notícia menciona uma foto inédita de Faustão ao lado de sua esposa e filhos, com uma legenda que diz ""Férias em família"". A notícia é acompanhada de uma descrição detalhada da foto e dos membros da família, incluindo os nomes dos filhos e a idade de cada um. Como a notícia é específica e fornece detalhes concretos, é difícil verificar sua veracidade sem acesso à foto original ou a uma fonte confiável. No entanto, a descrição detalhada e a menção de uma foto inédita sugerem que a notícia pode ser verdadeira.

Resposta: 1"
27,"Explicação: A notícia menciona que a revista Veja recebeu R$ 460 milhões durante as gestões petistas, o que é uma informação factual e pode ser verificada em fontes confiáveis. No entanto, a notícia também contém uma crítica à revista Veja e a outras mídias, sugerindo que elas têm um viés político e que classificam notícias como ""fake news"" de acordo com seus interesses. Essas críticas são opiniões pessoais e não são fatos verificáveis.

Resposta: 1"
28,"Explicação: A notícia é falsa. A rapper Azealia Banks não fez comentários públicos criticando o Brasil ou seus habitantes. A história parece ser uma montagem de comentários e postagens que não correspondem à realidade. Além disso, a frase ""Não sabia que a favela tinha internet"" não é atribuída a ela de forma verificada.

Resposta: 0"
29,"Explicação: A notícia apresenta uma situação extrema e incomum, onde um cliente alega ter encontrado um pedaço de carne com a aparência de um rato em seu lanche. A descrição detalhada e as fotos/vídeos compartilhados pelo cliente adicionam credibilidade ao relato. No entanto, a KFC negou as acusações, afirmando que não encontrou evidências que confirmem as alegações. A falta de uma investigação detalhada por parte da KFC e a ausência de uma resposta oficial da sede americana da empresa sugerem que a empresa pode estar tentando minimizar o impacto negativo. No entanto, a descrição detalhada e as provas apresentadas pelo cliente são suficientes para considerar a notícia como verdadeira.

Resposta: 1"
30,"Explicação: A notícia é falsa. A acusação contra o padre Reginaldo Manzotti de engravidar uma jovem de 21 anos é um boato sem fundamento. A assessoria do padre desmentiu a história e afirmou que a jovem fará um exame de DNA após o nascimento da criança. Além disso, o padre negou qualquer contato com a jovem mencionada.

Resposta: 0"
31,"Explicação: A notícia menciona um evento específico envolvendo um repórter da Folha de S. Paulo e o jurista Modesto Carvalhosa. A informação sobre Carvalhosa ser candidato a presidente da República em caso de eleições indiretas é uma especulação e não é confirmada por fontes confiáveis. A citação de Carvalhosa sobre o poder judiciário também é uma declaração pessoal e não uma informação factual sobre um evento específico. Portanto, a notícia não pode ser considerada completamente verdadeira ou falsa, mas contém elementos que não são confirmados por fontes confiáveis.

Resposta: 0"
32,"Explicação: A notícia contém várias afirmações que não são verificáveis ou são exageradas. A alegação de que a Folha de SP e outros veículos de comunicação receberam grandes quantias de dinheiro dos governos petistas é uma acusação comum, mas não há fontes específicas ou provas concretas apresentadas para sustentar essa afirmação. Além disso, a crítica ao ""jornalismo sujo"" e a defesa de Bolsonaro são pontos de vista pessoais e não factuais. A citação de Silas Malafaia é uma opinião e não uma declaração oficial ou verificada.

Resposta: 0"
33,"Explicação: A notícia menciona que Niall Campbell Ferguson, um historiador escocês, leciona na Universidade de Harvard e faz afirmações sobre a importância das redes sociais nas eleições. No entanto, Niall Campbell Ferguson não é um historiador de Harvard, mas sim um historiador escocês que leciona em várias universidades, incluindo a Universidade de Stanford e a Universidade de Oxford. Além disso, a notícia não fornece fontes ou evidências concretas para apoiar as afirmações de Ferguson sobre a importância dos seguidores nas redes sociais para definir uma eleição. Portanto, a notícia parece ser uma mistura de informações corretas e incorretas, o que a torna potencialmente enganosa.

Resposta: 0"
34,"Explicação: A notícia apresenta uma série de alegações específicas e detalhadas sobre um plano de ""falso atentado"" contra o ex-presidente Lula, envolvendo movimentos sociais e a alta cúpula do PT. No entanto, não há fontes confiáveis ou evidências concretas que suportem essas alegações. A notícia é baseada em uma reportagem de um jornal local, ""O Paraná"", que não é amplamente reconhecido como uma fonte confiável. Além disso, a alegação de que o serviço de inteligência da Polícia Federal está acompanhando essas articulações não é corroborada por outras fontes ou por declarações oficiais da PF. Portanto, a notícia parece ser uma teoria da conspiração sem base factual.

Resposta: 0"
35,"Explicação: A notícia parece ser uma mistura de fatos reais e interpretações pessoais. A informação sobre Zé Celso acionando o MP contra Silvio Santos é uma interpretação pessoal e não há fontes confiáveis que confirmem essa ação. A notícia também menciona que o Teatro Oficina procurou o MPF, mas não fornece detalhes sobre essa ação específica. A informação sobre Silvio Santos tentando construir três torres residenciais de cem metros de altura cada uma é um fato conhecido, mas a interpretação de que isso é uma ""nova estratégia de desrespeito à propriedade privada"" é subjetiva e não é confirmada por fontes confiáveis.

Resposta: 0"
36,"Explicação: A notícia é uma transcrição de uma entrevista com Jair Bolsonaro, onde ele responde a perguntas de um jornalista da revista Veja. A entrevista é uma fonte primária e não há indicação de que a notícia seja falsa. A linguagem e o tom da entrevista são consistentes com o estilo de Bolsonaro, e não há evidências de manipulação ou desinformação.

Resposta: 1"
37,"Explicação: A notícia apresenta uma interpretação específica sobre a relação entre controle de armas e criminalidade, baseada em um estudo da Universidade de Harvard. No entanto, a notícia não fornece detalhes suficientes sobre o estudo em questão, como o método de pesquisa, os dados utilizados e a metodologia. Além disso, a afirmação de que ""mais armas nas mãos da população é igual a menos crimes efetuados por bandidos"" é uma generalização que não é amplamente aceita pela comunidade científica. Estudos sobre o impacto do controle de armas são complexos e variam em suas conclusões, dependendo de vários fatores, incluindo a cultura, a legislação e a implementação das políticas.

Resposta: 0"
38,"Explicação: A notícia sobre o Papa Francisco ""fugindo"" do Vaticano durante as noites para visitar moradores de rua é uma história que combina elementos de verdade e exagero. Embora o Papa Francisco seja conhecido por sua simplicidade e proximidade com os pobres, não há evidências concretas de que ele realmente ""foge"" do Vaticano disfarçado de padre. A história parece ser uma mistura de fatos reais (como a proximidade do Papa com os pobres) e elementos de ficção (como a descrição de ""escapadinhas"" noturnas). A citação de fontes anônimas e a menção de histórias passadas de outros papas também sugerem uma narrativa mais de mitologia do que de fatos verificáveis.

Resposta: 0"
39,"Explicação: A notícia menciona um pastor evangélico vendendo um ""sabão em pó ungido"" durante os cultos, alegando que o produto tem o poder de transformar a vida das pessoas. No entanto, não há evidências concretas ou fontes confiáveis que confirmem a veracidade dessas afirmações. A notícia parece ser uma piada ou uma crítica satírica, já que a ideia de um sabão com poderes milagrosos é ridícula e não tem base científica ou religiosa.

Resposta: 0"
40,"Explicação: A notícia sobre um jovem de 27 anos que morre de câncer e deixa uma ""lição de vida"" divulgada na internet é um tema comum em histórias inspiradoras e pode ser verdadeira. No entanto, sem fontes confiáveis ou detalhes específicos, é difícil confirmar a veracidade da notícia. Historias semelhantes frequentemente circulam na internet, e muitas vezes são compartilhadas com o intuito de inspirar ou educar, mas não há garantia de que todas sejam verdadeiras.

Resposta: 0/1"
41,"Explicação: A notícia parece ser uma reportagem sobre a vida atual de um ex-integrante do grupo Raça Negra, Edson. A reportagem menciona detalhes específicos sobre a vida do músico, incluindo sua situação atual de vida nas ruas e sua experiência com problemas de drogas. No entanto, não há fontes confiáveis ou links para a reportagem mencionada (""Repórter em Ação"" da Rede Record) que possam confirmar a veracidade dos fatos. Além disso, a notícia não fornece contexto adicional ou detalhes que possam ser verificados independentemente.

Resposta: 0"
42,"Explicação: A notícia contém elementos que são inconsistentes com a realidade conhecida. Primeiro, não há evidências de que o presidente Michel Temer tenha agendado uma participação em um programa de auditório com Sílvio Santos. Além disso, a popularidade de 3% de aprovação é uma informação que não é confirmada por fontes confiáveis. A participação de Rodrigo Maia em atrações no SBT também não é mencionada em fontes confiáveis. A notícia parece ser uma mistura de fatos reais (como a popularidade de Temer) com especulações e informações não confirmadas.

Resposta: 0"
43,"Explicação: A notícia é falsa. A descrição da situação é inconsistente com a realidade conhecida sobre o comportamento de Bruno Gagliasso e Giovanna Ewbank. Além disso, a citação de Nelson Rodrigues é irrelevante e não contribui para a veracidade da notícia. A foto mencionada não foi postada por Giovanna Ewbank e não há evidências de que Bruno Gagliasso tenha tirado uma selfie com sua esposa beijando outro homem.

Resposta: 0"
44,"Explicação: A notícia é falsa. Agnaldo Silva não fez nenhuma declaração sobre Lula ser analfabeto. A notícia é uma montagem de informações e comentários que não correspondem à realidade. A frase ""o líder do PT não está preparado para governar o Brasil porque é analfabeto"" não foi atribuída corretamente a Agnaldo Silva.

Resposta: 0"
45,"Explicação: A notícia menciona o Esquadrão da Morte, um grupo de policiais e civis que operou no Brasil durante a ditadura militar (1964-1985). O Esquadrão da Morte era conhecido por suas ações violentas e extrajudiciais, e a frase ""para cada policial morto, dez bandidos morriam"" é frequentemente associada a esse grupo. No entanto, a notícia não fornece fontes ou evidências concretas para sustentar a afirmação de que o Esquadrão da Morte tinha um lema específico ou que a deputada Maria do Rosário teria vivido nessa época. Além disso, a notícia mistura fatos históricos com especulações e não fornece contexto claro sobre a situação atual.

Resposta: 0"
46,"Explicação: A notícia contém informações que são amplamente especulativas e não são confirmadas por fontes confiáveis. A descrição detalhada da saúde de Kim Jong-un, incluindo suas dificuldades para se locomover e a condição de ""bomba prestes a explodir"", é baseada em rumores e não em fontes oficiais. Além disso, a alegação de que Kim está planejando um ataque biológico é extremamente sensacionalista e não é corroborada por evidências concretas. A mídia sul-coreana e o Ministério da Defesa da Coreia do Sul são mencionados, mas não há citações diretas ou fontes específicas que confirmem essas afirmações. Portanto, a notícia é altamente especulativa e não pode ser considerada verdadeira com base nas informações fornecidas.

Resposta: 0"
47,"Explicação: A notícia contém informações que são factualmente corretas, mas a interpretação e a apresentação dos fatos são tendenciosas e exageradas. Jean Wyllys realmente gravou um vídeo acusando o juiz Sergio Moro de preconceito e fazendo críticas pessoais. No entanto, a alegação de que Moro condenou Lula devido ao número de dedos que ele tem nas mãos é uma interpretação distorcida e sem fundamento. Além disso, a notícia sugere que Moro pode processar Wyllys por injúria, calúnia e difamação, o que é uma possibilidade legal, mas não é uma certeza. A notícia é tendenciosa e exagerada, mas contém informações factuais.

Resposta: 0"
48,"Explicação: A notícia fornece uma versão específica sobre a demissão de Willian Waack, sugerindo que a crítica aos governos petistas foi o motivo principal. No entanto, a notícia não apresenta fontes confiáveis ou evidências concretas para sustentar essa afirmação. A citação de Waack é mencionada, mas não há contexto adicional ou fontes que confirmem a veracidade da informação. Além disso, a notícia não fornece detalhes sobre a ""escorregada"" mencionada, o que pode ser um ponto de desconfiança adicional.

Resposta: 0"
49,"Explicação: A notícia apresentada é uma carta aberta ao Congresso Nacional e ao Presidente da República, assinada por diversos movimentos e organizações que expressam a insatisfação do povo brasileiro com a corrupção e a incompetência dos políticos. A carta detalha problemas específicos, como a corrupção sistêmica, a impunidade, a interferência do Executivo no Judiciário, e propõe medidas concretas para combater esses problemas. Embora a carta seja uma expressão de opinião e não uma notícia factual, ela reflete uma realidade de insatisfação e demanda por mudanças no Brasil. Portanto, a notícia é verdadeira no sentido de que ela representa uma voz coletiva de cidadãos brasileiros.

Resposta: 1"
50,"Explicação: A notícia parece ser uma mistura de fatos reais e exageros. Sidney Rezende é um jornalista conhecido e foi um dos fundadores do canal de TV a cabo da Globo, a GloboNews. Ele é conhecido por suas críticas políticas, especialmente contra Dilma Rousseff e Lula. No entanto, a ideia de que ele fez uma declaração pública criticando a Globo como ""dona do Brasil"" e ""dona do futebol"" é uma interpretação exagerada e não está confirmada por fontes confiáveis. Além disso, a notícia não fornece uma fonte confiável ou link para o vídeo mencionado.

Resposta: 0"
51,"Explicação: A notícia menciona um ex-diretor da Petrobras, Paulo Roberto Costa, e cita depoimentos dele sobre a situação da Petrobras. No entanto, a notícia não fornece fontes confiáveis ou detalhes específicos sobre os depoimentos mencionados. Além disso, a menção de um vídeo via TV Folha não é suficiente para confirmar a veracidade da informação. A ausência de contexto e detalhes específicos torna a notícia suspeita.

Resposta: 0"
52,"Explicação: A notícia fornece detalhes específicos sobre a situação de segurança no presídio de Aparecida de Goiânia e a decisão da presidente do STF, Cármen Lúcia, de não visitar o local devido a suspeitas de explosivos e armas. A informação é corroborada por uma fonte confiável, o Blog de Gerson Camarotti, repórter da Globo News. Além disso, a notícia menciona uma rebelião recente no presídio, que resultou em mortes e feridos, o que adiciona credibilidade ao relato.

Resposta: 1"
53,"Explicação: A notícia é falsa. A descrição do evento e a interpretação dos fatos são distorcidas. O vídeo que circula na internet mostra que o presidente Donald Trump não foi ignorado por um sacerdote negro, mas sim que o sacerdote negro não cumprimentou Trump. A mídia brasileira não deturpou o fato, mas sim a interpretação do evento. A mídia brasileira não tem um histórico de tentar derrubar a candidatura de Jair Bolsonaro, e a mídia marrom é um termo pejorativo que não é amplamente aceito.

Resposta: 0"
54,"Explicação: A notícia menciona uma arma recém-desenvolvida pela Coreia do Norte que poderia eliminar grande parte da população norte-americana em menos de um ano. No entanto, a notícia é baseada em declarações de dois ex-membros da Comissão EMP, que não são fontes oficiais do governo dos EUA. Além disso, a notícia não fornece evidências concretas ou fontes confiáveis que comprovem a existência dessa arma ou a capacidade da Coreia do Norte de realizá-la. Portanto, a notícia parece ser uma especulação baseada em declarações de especialistas, mas não há provas suficientes para confirmar sua veracidade.

Resposta: 0"
55,"Explicação: A notícia é verdadeira. A citação atribuída a Trump sobre Lula é consistente com o estilo de comunicação do ex-presidente dos EUA, que frequentemente faz declarações diretas e controversas. Além disso, a citação é corroborada por fontes confiáveis, como o canal de notícias American News, que é conhecido por reportagens precisas.

Resposta: 1"
56,"Explicação: A notícia menciona que José Dirceu, um ex-ministro e condenado por corrupção, lavagem de dinheiro e organização criminosa, convocou os petistas para uma ""algazarra generalizada"" no próximo dia 24, em resposta ao julgamento de Lula no Tribunal de 2a instância. No entanto, não há fontes confiáveis ou provas concretas que confirmem essa convocação. Além disso, a notícia sugere que Dirceu está incitando uma ""guerra civil"" no Brasil, o que é uma alegação extrema e não comprovada. Portanto, a notícia parece ser uma especulação ou uma interpretação exagerada de possíveis eventos futuros.

Resposta: 0"
57,"Explicação: A notícia fornece informações detalhadas sobre a indicação de Cristiane Brasil para o Ministério do Trabalho e menciona a relação de sua família com o esquema de corrupção conhecido como mensalão. No entanto, a notícia não fornece fontes confiáveis ou links para verificar a veracidade das informações. Além disso, a notícia não menciona se a indicação foi confirmada oficialmente pelo governo ou se há qualquer evidência de que a indicação foi feita pelo pai de Cristiane Brasil, Roberto Jefferson, ao presidente Michel Temer.

Resposta: 0"
58,"Explicação: A notícia contém informações que são, em grande parte, exageradas e especulativas. Embora a Operação Lava Jato tenha investigado e condenado vários políticos, incluindo ex-presidentes, a ideia de que quatro ex-presidentes (Lula, Dilma, Temer e Collor) serão presos simultaneamente é uma interpretação excessiva e não está fundamentada em fatos concretos. A notícia também contém informações sobre condenações e penas que não são definitivas, pois dependem de revisões em segunda instância. Além disso, a afirmação de que a operação Lava Jato está ""passando a limpo a história do Brasil"" é uma visão subjetiva e não comprovada.

Resposta: 0"
59,"Explicação: A notícia contém elementos que sugerem uma conversa entre o assessor de Trump e uma fonte de Washington, mas não há fontes confiáveis ou citações diretas de Trump ou Temer. Além disso, a notícia inclui comentários humorísticos que não são típicos de fontes oficiais. Portanto, a notícia parece ser uma mistura de fatos e especulações, sem uma base sólida de fontes confiáveis.

Resposta: 0"
60,"Explicação: A notícia apresenta dados de uma pesquisa realizada pela CNI/Ibope sobre a opinião da população brasileira em relação à violência e à segurança pública. No entanto, a notícia não fornece uma fonte confiável ou um link para a pesquisa original, o que é um indicativo de que pode ser uma notícia falsa ou mal informada. Além disso, a CNI (Confederação Nacional da Indústria) não é conhecida por realizar pesquisas de opinião pública, o que pode sugerir que a pesquisa mencionada é fictícia.

Resposta: 0"
61,"Explicação: A notícia menciona um vídeo que mostra Lula e sua esposa Marisa falando sobre o sítio de Atibaia. O vídeo foi usado em uma campanha eleitoral e mostra Lula mencionando atividades que ele gosta de fazer no sítio. A notícia não fornece informações novas ou controversas sobre a propriedade do sítio, apenas repete informações já conhecidas. Portanto, a notícia não é uma notícia falsa, mas também não é uma notícia nova ou relevante.

Resposta: 0"
62,"Explicação: A notícia apresenta um caso específico de infecção por parasitas após o consumo de sushi, apoiado por um estudo do British Medical Journal e informações do CDC. No entanto, a notícia não fornece evidências concretas de um aumento global de infecções por parasitas devido ao consumo de sushi. Além disso, a menção a um estudo do British Medical Journal e a citação de um caso específico não são suficientes para confirmar uma tendência global. A notícia parece ser uma reportagem de um caso isolado, sem dados estatísticos que comprovem a afirmação de que o consumo de sushi tem causado graves infecções por parasitas em todo o mundo.

Resposta: 0"
