,output
10,"Explanation: The claim is false. While it is true that alcohol is illegal for individuals under 21 in many jurisdictions, this does not mean that underage alcohol use has increased. The claim seems to imply a contradiction, suggesting that underage alcohol use has increased despite the legal prohibition. This is not supported by evidence and is a misrepresentation of the facts.

Answer: 0"
11,"Explanation: The Affordable Care Act (Obamacare) was designed to improve access to healthcare and reduce administrative burdens. It includes provisions to ensure that patients receive timely care, including access to necessary medical services like CAT scans. The claim that a bureaucrat would delay treatment under Obamacare is not supported by the actual provisions of the law, which aim to streamline and expedite healthcare services. Therefore, the claim is false.

Answer: 0"
12,"Explanation: The claim about support for gay marriage is a broad and complex topic that can vary greatly depending on the specific context, region, and time period. As of my last update in October 2023, support for gay marriage has been increasing globally, with many countries legalizing it. However, there are still regions and groups that do not support it. Therefore, the claim is not universally true or false but depends on the specific context.

Answer: 1 (The claim is true in many contexts, but not universally true.)"
13,"Explanation: Barack Obama served in the U.S. Senate from 2005 to 2008, a total of 2 years and 11 months. During this time, he did not have 150 days in the Senate. The claim is false.

Answer: 0"
14,"Explanation: The claim is about a specific event involving Bill Flores and a company that laid off over 3,000 workers and paid off executives with millions. Without specific evidence or sources to verify this claim, it is difficult to determine its accuracy. However, if the claim is based on a reliable source and the details are accurate, it could be considered true.

Answer: 0/1"
15,"Explanation: The claim is false. As of my last update in October 2023, there have been no instances where the Supreme Court has voted 9-0 that the president had exceeded his constitutional authority. The claim appears to be a misinterpretation or a fabrication of facts.

Answer: 0"
16,"Explanation: The claim that Tammy Baldwin supports a law in which the government will take over your decisions on medicine, doctors, and hospitals is false. Tammy Baldwin, a Democratic Senator from Wisconsin, has been a strong advocate for healthcare reform, including the Affordable Care Act (ACA) and Medicare for All proposals. However, these proposals do not involve the government taking over individual decisions about medicine, doctors, and hospitals. Instead, they aim to expand access to healthcare and reduce costs. The claim appears to be a misinterpretation or misrepresentation of her positions.

Answer: 0"
17,"Explanation: The claim that Obamacare (the Affordable Care Act) will cause Medicare to ""go away in less than 10 years"" is a misrepresentation of the facts. The Affordable Care Act was designed to reduce the growth of Medicare spending by reducing waste, fraud, and abuse, and by encouraging preventive care and wellness programs. The claim that Medicare will ""fall apart at the seams"" due to Obamacare is not supported by evidence or expert analysis. The Medicare Trustees' Report for 2021 projects that Medicare's Hospital Insurance Trust Fund will be depleted by 2026, but this is due to long-term trends in healthcare costs and demographics, not specifically due to the Affordable Care Act.

Answer: 0"
18,"Explanation: The claim is false. Sen. John McCain did not spend the July 4 weekend in Islamabad, Pakistan, selling F-16s and advanced weapons. McCain was a prominent figure in U.S. politics and was known for his involvement in foreign policy, but there is no evidence to support the claim that he was in Pakistan during that time or that he was involved in selling weapons to the Pakistani government. Additionally, the claim that Pakistan ""harbored Osama bin Laden"" is also false, as bin Laden was killed in Pakistan in 2011, and the U.S. military operation that led to his death was conducted in Abbottabad, Pakistan, not Islamabad.

Answer: 0"
19,"Explanation: The claim that Donald Trump ""doesn't make a thing in America"" is false. Donald Trump has been involved in various business ventures and has made significant contributions to the American economy. He has been a prominent figure in real estate, television, and politics. His businesses have created jobs and contributed to the economy, and his political career has had a significant impact on American politics.

Answer: 0"
20,"Explanation: The claim about Governor John Kasich spending 177 days out of state and using $350,000 in taxpayer money for his campaign is false. As of my last update, there is no credible source or official record that supports these specific figures. The claim appears to be a misrepresentation of facts or an exaggeration.

Answer: 0"
21,"Explanation: The claim that Barack Obama's plan calls for ""mandates and fines for small businesses"" is false. During his presidency, Obama's administration implemented the Affordable Care Act (ACA), which included provisions for small businesses to provide health insurance to their employees. However, the ACA did not mandate that all small businesses provide health insurance, nor did it impose fines specifically for small businesses that did not comply with the law. The fines were primarily targeted at larger businesses that did not offer health insurance to their employees.

Answer: 0"
22,"Explanation: The claim states that the area near the proposed northern Wisconsin iron ore mine is 15 hours away from where the public hearing on mining was held. This claim is false because the distance between two locations is typically measured in miles or kilometers, not hours. The time it takes to travel between two locations depends on the mode of transportation and the speed at which it travels. Therefore, it is not possible to accurately determine the distance between two locations using hours as the unit of measurement.

Answer: 0"
23,"Explanation: The claim that ""Our credit rating went up since I've been in office"" is a subjective statement that depends on the specific context and the time frame in question. Credit ratings are influenced by various economic factors and policies, and it's not always clear whether a specific leader's actions directly led to an improvement in the credit rating. Therefore, without specific data or evidence, it's difficult to definitively say whether this claim is true or false.

Answer: 0/1"
24,"Explanation: The claim that African-American children are 500 percent more likely to die from asthma than white kids is an exaggeration. While it is true that African-American children are disproportionately affected by asthma, the mortality rate is not 500 percent higher. According to the Centers for Disease Control and Prevention (CDC), African-American children are about 2.5 times more likely to be hospitalized for asthma and 2.5 times more likely to die from asthma than white children. This is a significant disparity, but it is not 500 percent.

Answer: 0"
25,"Explanation: The claim is comparing the number of people killed by U.S. police in a single month to the number killed by U.K. police over a century. This is a misleading comparison because it does not account for the population size, the time period, or the context of each country's law enforcement practices. The U.S. has a much larger population and a higher rate of police interactions, which would naturally lead to a higher number of deaths. The U.K., on the other hand, has a smaller population and a different legal and cultural context. Therefore, the claim is false.

Answer: 0"
26,"Explanation: The claim that the legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios is false. In fact, the Rhode Island General Assembly did debate and vote on the loan. The loan was approved by the Rhode Island General Assembly in 2010, with the state providing $75 million to the video game company 38 Studios. This information is well-documented in various news reports and official records.

Answer: 0"
27,"Explanation: As of my last update in October 2023, the U.S. Men's National Team (USMNT) consists of players who are U.S. citizens or have obtained U.S. citizenship through various means, such as birth in the U.S., naturalization, or being born abroad to a U.S. citizen parent. The claim that 11 soccer players on the USMNT are immigrants is not accurate based on the information available up to that point.

Answer: 0"
28,"Explanation: The claim that China owns about 29 percent of the U.S. debt is true. As of 2021, China is the largest foreign holder of U.S. Treasury securities, with holdings of approximately $1.07 trillion, which is about 29% of the total U.S. debt.

Answer: 1"
29,"Explanation: The claim is based on a study conducted by the Internal Revenue Service (IRS) in 2019, which estimated that Americans spend approximately 6.1 billion hours a year complying with tax law. The study also estimated that the cost of compliance with tax laws annually is around $163 billion. These figures are derived from the IRS's National Taxpayer Advocate's annual report to Congress, which provides an analysis of the cost of compliance with the federal tax system.

Answer: 1"
30,"Explanation: The claim that Florida has the second-lowest campaign contribution limit in the entire country is false. According to the Federal Election Commission (FEC), Florida's campaign contribution limits are actually among the highest in the country. For example, in 2021, the contribution limit for federal candidates in Florida was $2,800 for primary elections and $2,800 for general elections, which is higher than many other states.

Answer: 0"
31,"Explanation: The claim that Linda McMahon, the CEO of WWE, was caught tipping off a ringside physician about a federal investigation into illegally distributing steroids to wrestlers is false. There is no credible evidence or sources supporting this claim. Linda McMahon has been involved in various controversies related to WWE's business practices, but there is no documented evidence of her being involved in a specific incident of tipping off a ringside physician about a federal investigation.

Answer: 0"
32,"Explanation: The claim that David Beckham's proposed soccer stadium at Miami's Port threatens the 207,000 jobs and $27 billion economic impact tied to the cargo and cruise industries is not supported by any credible sources. The economic impact of the stadium on the cargo and cruise industries has not been substantiated, and there is no evidence to suggest that the stadium would directly threaten the jobs and economic impact of these industries. The claim appears to be a misinterpretation or exaggeration of the potential effects of the stadium's development.

Answer: 0"
33,"Explanation: The claim that Scott Walker gave Wisconsin job creation money to his cronies, specifically corporate friends who contributed to his campaigns and got $570 million in job-development incentives, is a complex issue that involves multiple factors. While it is true that Scott Walker's administration provided job-development incentives to various businesses, including those that had contributed to his campaigns, the claim that $570 million was specifically given to his cronies is not supported by verifiable evidence. The amount of $570 million is not explicitly tied to his cronies or campaign contributors in any publicly available records or reports.

Answer: 0"
34,"Explanation: The claim that Burger King is pulling its franchises from military bases due to actions by President Barack Obama is false. There is no credible evidence or official statement from Burger King or any other source indicating that this decision was made as a result of actions taken by President Obama. In fact, Burger King has been operating franchises on military bases for many years, and there is no indication that this policy has changed.

Answer: 0"
35,"Explanation: As of my last update in October 2023, the United States has not engaged in a fourth conflict in a foreign land. The U.S. has been involved in conflicts in Afghanistan, Iraq, and Syria, but there is no ongoing fourth conflict. Therefore, the claim is false.

Answer: 0"
36,"Explanation: The claim states that a person has signed a pledge not to raise taxes four times. However, without specific information about who made this pledge, when it was made, and the context in which it was made, it is impossible to verify the claim's authenticity. Therefore, the claim cannot be judged as true or false based on the information provided.

Answer: 0/1"
37,"Explanation: The claim that a 2005 gay pride vote had nothing to do with discrimination is false. The 2005 gay pride vote was a significant event in the history of LGBTQ+ rights, and it was directly related to discrimination. The vote was held in response to the passage of Proposition 8 in California, which banned same-sex marriage. The vote was a show of support for the LGBTQ+ community and a protest against the discrimination and inequality they faced.

Answer: 0"
38,"Explanation: The claim that the national debt increased $16,000 every second is an exaggeration. While the national debt does increase over time, the rate of increase is not constant and does not reach $16,000 per second. The claim is likely intended to be sensational and is not an accurate representation of the actual increase in the national debt.

Answer: 0"
39,"Explanation: The claim is comparing the current staff size of 51 with the staff size a decade ago. It does not provide specific numbers from a decade ago, so it is impossible to verify the claim without additional information. Therefore, the claim cannot be definitively judged as true or false based on the given information.

Answer: 0/1"
40,"Explanation: As of my last update in October 2023, there is no specific information indicating that detainees at Guantanamo Bay will receive the H1N1 vaccine. The U.S. military has been known to provide medical care to detainees, but there is no public record or official statement confirming that the H1N1 vaccine will be administered to them.

Answer: 0"
41,"Explanation: The claim is asking about a specific political action (voting for a budget) by a specific individual (Rep. Paul Ryan). This type of claim is typically fact-based and can be verified through reliable sources such as news articles, official statements, or public records. Since the claim does not provide any specific context or source, it is not possible to definitively determine the truth of the statement without additional information.

Answer: 0"
42,"Explanation: The claim that Hillary Clinton and her campaign of 2008 started the birther controversy is false. The birther controversy, which questioned the citizenship of Barack Obama, began during his 2008 presidential campaign. While Hillary Clinton's campaign did not start the controversy, she did not actively promote it either. The birther movement was primarily led by conservative political figures and individuals who questioned Obama's eligibility to be president.

Answer: 0"
43,"Explanation: The claim is based on a general statement about surveys conducted with Wisconsin employers. While it is possible that some employers have cited the anti-business litigation climate as a factor affecting their expansion decisions, it is not specific enough to be verified as true or false without additional context or data. Surveys can vary in their methodology, sample size, and interpretation, making it difficult to confirm the claim without more detailed information.

Answer: 0"
44,"Explanation: The claim that the Pasco County budget has doubled in the past three years is not accurate. According to the Pasco County's official budget reports, the budget has increased, but not by a factor of two. For example, the budget for the 2019-2020 fiscal year was approximately $1.2 billion, and the budget for the 2022-2023 fiscal year was approximately $1.4 billion. This represents an increase of about 16.7%, not a doubling.

Answer: 0"
45,"Explanation: The claim is false. The FBI Director, Christopher Wray, has not made any public statements about Hillary Clinton's misconduct. The claim appears to be a misinterpretation or misrepresentation of his statements or actions.

Answer: 0"
46,"Explanation: The claim that there were no government benefits for immigrants when the grandfather arrived in the United States is false. While it is true that the current system of government benefits for immigrants is more extensive than it was in the past, there were indeed some forms of assistance available to immigrants in the early 20th century. For example, the Dillingham Commission, established in 1907, recommended that immigrants be provided with assistance in finding jobs and housing. Additionally, some states and cities offered assistance to immigrants through public works programs and other initiatives. Therefore, the claim that there were no government benefits for immigrants is inaccurate.

Answer: 0"
47,"Explanation: The claim is false. The federal aid for Medicaid expansion is not a tax that can be redirected to other states. Medicaid is a federal program that provides health coverage to low-income individuals and families. When a state chooses not to expand Medicaid, it does not send federal funds to other states. Instead, the federal funds remain with the state that chose not to expand Medicaid. The claim is a misinterpretation of how Medicaid funding works.

Answer: 0"
48,"Explanation: The claim is false. The statement that ""a third of all the young people in America are not in America today because of abortion"" is misleading and inaccurate. While it is true that one in three pregnancies in the United States end in abortion, this does not mean that one in three young people are not in America today due to abortion. The claim confuses the number of pregnancies that end in abortion with the number of young people who are not in America. The number of young people in America is not directly affected by the number of abortions.

Answer: 0"
49,"Explanation: Same-sex marriage is a legal recognition of a marriage between two people of the same sex. This practice has been legalized in many countries and is widely accepted in many societies. Therefore, the claim that same-sex marriage is a true statement.

Answer: 1"
50,"Explanation: Fidel Castro, the former leader of Cuba, was known for his political views and criticisms of various world leaders and governments. However, the specific claim that Fidel Castro made his preferences known in a campaign and had unkind things to say about a particular individual is not verifiable with the information provided. There is no specific context or source mentioned to support this claim.

Answer: 0"
51,"Explanation: The federal gas tax in the United States has indeed been raised since 1993. The current federal gas tax rate is 18.4 cents per gallon for regular gasoline and 24.4 cents per gallon for diesel fuel, which was last increased in 1993. However, the claim that the federal gas tax has not been raised since 1993 is false because it has been raised multiple times since then, including in 1993 itself.

Answer: 0"
52,"Explanation: The claim that Scott Walker's budget includes ""No weekend for workers"" is a misinterpretation or exaggeration of the actual policy. Scott Walker, a former governor of Wisconsin, implemented a policy that required state employees to work on Saturdays and Sundays, but this was not a complete elimination of weekends for workers. The policy was aimed at reducing the state's budget deficit and did not mean that all workers would have no weekend at all. Therefore, the claim is false.

Answer: 0"
53,"Explanation: The claim is false. The Affordable Care Act (ACA), also known as Obamacare, did not give control of Medicare patients' healthcare decisions to a commission of 15 unelected bureaucrats. The ACA established the Independent Payment Advisory Board (IPAB), which was intended to make recommendations to Congress on how to reduce Medicare spending. However, the IPAB was never activated, and its powers were repealed in 2019. The claim misrepresents the role and existence of the IPAB.

Answer: 0"
54,"Explanation: The claim that under Hillary Clinton, State Department officials were sending official thank-yous to people who gave to the Clinton Foundation is false. The Clinton Foundation is a private organization, and it is not appropriate for government officials to send official thank-yous to individuals for donations to a private foundation. This practice would be a violation of government ethics rules and could be seen as a conflict of interest.

Answer: 0"
55,"Explanation: The claim is false. The United States is not the only nation that affords citizenship to anyone born within its borders, regardless of the legal status of their parents. Many countries, including Canada, Mexico, and several European nations, have similar policies. For example, Canada's Citizenship Act grants citizenship to anyone born in Canada, regardless of their parents' immigration status. Similarly, Mexico's constitution grants citizenship to anyone born in Mexico, regardless of their parents' immigration status.

Answer: 0"
56,"Explanation: The claim states that Mary Burke's record is 130,000 fewer jobs. However, there is no specific context or source provided to verify this claim. Without additional information or a reliable source, it is impossible to determine the accuracy of this statement.

Answer: 0"
57,"Explanation: The claim that Planned Parenthood provides about 140 visits for prenatal care in each state is false. Planned Parenthood does provide prenatal care services, but the number of visits per state is not accurate. According to Planned Parenthood's own data, they provide prenatal care to approximately 1.5 million patients annually, but this number is not specific to 140 visits per state.

Answer: 0"
58,"Explanation: The claim that in 41 states, government workers are better paid than the taxpayers who support them is not accurate. While it is true that government workers often have higher salaries and benefits compared to private sector workers, the claim that this is true in 41 states is an oversimplification and not supported by comprehensive data. The claim does not provide specific data or sources to back up the statement, making it difficult to verify its accuracy.

Answer: 0"
59,"Explanation: The claim that John McCain said last year he didn't know of a solution to the mortgage crisis is false. John McCain, a former U.S. Senator and presidential candidate, has publicly discussed and proposed solutions to the mortgage crisis. He has advocated for various measures, including the Troubled Asset Relief Program (TARP) and other financial reforms. Therefore, the claim that he didn't know of a solution is inaccurate.

Answer: 0"
60,"Explanation: The claim that Mitt Romney said ""'No' to in-state tuition"" for illegal immigrants is false. Mitt Romney, during his 2012 presidential campaign, did propose a plan to deny in-state tuition to illegal immigrants, but he did not explicitly say ""'No' to in-state tuition"" in the way the claim suggests. The claim is a misrepresentation of Romney's stance.

Answer: 0"
61,"Explanation: The claim is false. In most jurisdictions, it is illegal to perform an abortion without the consent of the pregnant person. Additionally, administering medication to a child without permission is also illegal and unethical. The claim also suggests that it is acceptable to secretly take a child off for an abortion, which is not only illegal but also highly unethical and harmful.

Answer: 0"
62,"Explanation: The claim is based on a general statement about a specific demographic group (single adults, ages 21 to 25 with no kids) and does not provide any specific data or source to support the claim. Without concrete evidence or a reliable source, it is difficult to verify the accuracy of the statement. Additionally, the claim does not specify the time period or the geographical location, which could affect the validity of the statement.

Answer: 0"
63,"Explanation: The claim ""On torture"" is incomplete and lacks context. Without additional information, it is impossible to determine whether the statement is true or false. Torture can refer to various forms of physical or psychological abuse, and its legality and prevalence depend on the specific context and jurisdiction.

Answer: 0"
64,"Explanation: The claim that President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries is false. There is no evidence or official statement from President Obama or his administration indicating such a plan. Medicare prescription drug benefits are funded through a combination of premiums, taxes, and government contributions, and any changes to these benefits would typically be announced and discussed in the context of broader healthcare reform initiatives.

Answer: 0"
65,"Explanation: The claim is based on a hypothetical scenario and does not provide any specific source or data to support it. President Obama's policies were in effect during the 2008-2016 period, and the unemployment rate in the fourth quarter of 2016 was 4.7%. The claim does not provide any evidence or data to suggest that continuing with his policies would lead to a 9% unemployment rate in the fourth quarter of the following year.

Answer: 0"
66,"Explanation: The claim is asking for an opinion on how the federal government should spend Florida's rejected high-speed rail money. This is a subjective and political question that does not have a definitive true or false answer. It is a matter of policy and personal belief rather than a factual statement that can be verified as true or false.

Answer: 0"
67,"Explanation: The claim is false. There is no evidence to support that Barack Obama has enacted a law that requires healthcare professionals to violate HIPAA privacy laws and submit medical data to the government for the purpose of gun confiscation. The Affordable Care Act (ACA), which was signed into law by President Obama, does not include such provisions. Additionally, the ACA does not give the government the authority to confiscate guns based on medical data.

Answer: 0"
68,"Explanation: As of the latest data, the population of Florida is indeed approximately 19 million people. The combined population of the earlier primary and caucus states (such as Iowa, New Hampshire, South Carolina, and Nevada) is significantly less than 19 million. Therefore, the claim that the population of Florida is larger than all the earlier primary and caucus states combined is true.

Answer: 1"
69,"Explanation: The claim suggests a direct and arbitrary comparison between the cost of an ESD superintendent position and the cost of three speech pathologists, three special needs instructors, or three classroom teachers. This comparison is not valid because the roles, responsibilities, and qualifications required for these positions are vastly different. The cost of each position is determined by various factors such as education, experience, and the specific needs of the role, not by a simple numerical ratio. Therefore, the claim is not accurate.

Answer: 0"
70,"Explanation: The claim is false. The Obama Administration did not close 75 percent of the air traffic control towers in Republican Congressional Districts. The Federal Aviation Administration (FAA) closed 143 towers between 2013 and 2018, and only 40 of these were in Republican districts. This represents approximately 28 percent, not 75 percent.

Answer: 0"
71,"Explanation: The claim that Crimea became part of Ukraine only in 1954 is false. Crimea has a complex history, but it was not part of Ukraine until 1954. Before that, it was part of the Russian Empire and later the Soviet Union. In 1954, Nikita Khrushchev, then the First Secretary of the Communist Party of the Soviet Union, transferred Crimea from the Russian SFSR to the Ukrainian SSR as part of a territorial reorganization within the Soviet Union. This transfer was not a gift or a gesture but a formal administrative decision.

Answer: 0"
72,"Explanation: The claim is true. A fiduciary responsibility is a legal and ethical obligation to act in the best interests of another party. In the context of a business, this means that the individual has a duty to act in the best interests of the business, its employees, and its shareholders. Paying no more tax than legally required is a way to maximize the value of the business, which aligns with the fiduciary responsibility.

Answer: 1"
73,"Explanation: The claim is false. Rick Scott was not forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud. In fact, Rick Scott was the Governor of Florida from 2011 to 2019 and has not been involved in any such fraud case. The company you are referring to is likely HCA Healthcare, which was involved in a fraud case, but Rick Scott was not the CEO or involved in the company's operations during that time.

Answer: 0"
74,"Explanation: The claim that the federal government restricts how much salt we can put on our food is false. While the U.S. government does recommend limiting salt intake to reduce health risks, it does not impose specific restrictions on the amount of salt individuals can use in their food. The Dietary Guidelines for Americans recommend limiting sodium intake to less than 2,300 milligrams per day, but this is a recommendation, not a regulation.

Answer: 0"
75,"Explanation: The claim is false. The NClaw (North Carolina Law) for body camera footage does not give police broad authority to keep video footage secret from individuals who are filmed. In fact, North Carolina law requires that body camera footage be made available to individuals who are the subject of the footage, with certain exceptions for privacy and safety concerns. The law also provides for public access to body camera footage, subject to certain restrictions.

Answer: 0"
76,"Explanation: The claim is about a specific incident involving a 42-inch redfish and fishing rules. Without additional context or verification, it's difficult to determine the authenticity of this claim. However, the claim itself is not inherently impossible; it's plausible that someone could catch a 42-inch redfish and be unable to keep it due to fishing regulations.

Answer: 1"
77,"Explanation: The claim about the accuracy of state job numbers is complex and depends on the specific context and data source. The Bureau of Labor Statistics (BLS) in the United States, for example, regularly releases data on employment and unemployment rates, which are considered reliable and accurate. However, the accuracy of state-specific job numbers can vary depending on the methodology used by individual states and the reliability of their data collection processes. Therefore, without specific details about the source and methodology of the claim, it is difficult to definitively judge its accuracy.

Answer: 0"
78,"Explanation: The claim that ""Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country"" is false. According to the U.S. Census Bureau, as of 2021, the percentage of people without health insurance in the United States was around 8.9%, not 90%. The claim seems to be a misunderstanding or misinterpretation of the data.

Answer: 0"
79,"Explanation: The claim that the No. 1 cause of death for African-American males aged 15-34 is murder is not accurate. According to the Centers for Disease Control and Prevention (CDC), the leading causes of death for African-American males in this age group are homicide, suicide, and unintentional injuries. However, homicide is not the No. 1 cause of death overall. The CDC's data shows that unintentional injuries, such as motor vehicle accidents, are the leading cause of death for African-American males aged 15-34.

Answer: 0"
80,"Explanation: Ron Johnson, a former CEO of J.C. Penney and a current U.S. Senator from Wisconsin, has been actively involved in addressing opioid abuse and heroin addiction. He has introduced legislation aimed at combating the opioid crisis, such as the ""Opioid Crisis Response Act"" and the ""Opioid Addiction Prevention Act."" Additionally, he has been vocal about the issue and has participated in various discussions and hearings on the topic. Therefore, the claim that he has done nothing to fight heroin addiction and opioid abuse is false.

Answer: 0"
81,"Explanation: The claim is false. While Virginia has been recognized for its business-friendly environment and has been ranked high in various surveys, it has not been named ""best managed state"" or ""best state to raise a child"" during the tenure of any specific governor. These rankings are typically based on comprehensive surveys and studies conducted by independent organizations, and they do not specifically attribute these rankings to any particular governor.

Answer: 0"
82,"Explanation: The claim that U.S. House candidate Carlos Curbelo supported raising flood insurance rates is false. Carlos Curbelo has been a vocal opponent of raising flood insurance rates. He has advocated for reforms to the National Flood Insurance Program (NFIP) that would make it more sustainable and affordable, but he has not supported raising rates for policyholders.

Answer: 0"
83,"Explanation: The claim that some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit is false. This claim originated from a series of videos released by the anti-abortion group Center for Medical Progress in 2015. However, multiple investigations, including those by the FBI and the Department of Justice, found no evidence to support the claim. The videos were later found to have been heavily edited and misrepresented the context of the conversations. Planned Parenthood has consistently denied the allegations and has stated that it does not sell fetal tissue.

Answer: 0"
84,"Explanation: The claim that the new 21st State Senate district was created in secret for Van Wanggaard and was drawn within half a block of his house is a political allegation that lacks specific evidence or official confirmation. The creation of legislative districts is typically a public process involving input from various stakeholders and is subject to legal and political scrutiny. Without concrete evidence or official statements supporting this claim, it is difficult to verify its accuracy.

Answer: 0"
85,"Explanation: The claim that Rhode Island's voter identification law was pushed by a black Democrat in the House and a black Democrat in the Senate is false. The Rhode Island voter identification law was actually passed in 2011 by a Republican-controlled legislature. The law was not pushed by any black Democrats in the House or Senate.

Answer: 0"
86,"Explanation: The claim states that Jeff Greene only moved from California to Florida in the last two years and that he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement. This claim is false because Jeff Greene has been a resident of Florida for more than two years. He has been a resident of Florida since 2018, which means he has met the residency requirement for running for statewide office.

Answer: 0"
87,"Explanation: The claim is false. The individual in question, George W. Bush, was the President of the United States from 2001 to 2009 and was a strong supporter of the war in Iraq. He authorized the invasion in 2003, which was based on the premise that Iraq possessed weapons of mass destruction. The invasion was later criticized for its lack of evidence supporting the initial claims.

Answer: 0"
88,"Explanation: Terry McAuliffe, the Governor of Virginia, has not made any public statements threatening to shut down the government if his budget plan is not supported. This claim is a misrepresentation of his actual statements and actions.

Answer: 0"
89,"Explanation: The claim states that manufacturers have added about 500,000 jobs over the past three years, which contradicts the earlier statement that manufacturers have been shedding jobs for more than 10 years. These two statements are mutually exclusive and cannot both be true. Therefore, the claim is false.

Answer: 0"
90,"Explanation: The claim that ""Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009"" is false. According to the Internal Revenue Service (IRS) data, in 2009, approximately 46.4% of tax returns did not report any taxable income, which means they did not owe any income tax. However, this does not mean that 51% of households paid no income tax, as some households may have had taxable income but did not owe any tax due to credits or deductions.

Answer: 0"
91,"Explanation: The claim that Majority Leader Eric Cantor called for abolishing Social Security and Medicare is false. While Cantor has been critical of the Social Security system and has proposed reforms, he has never advocated for its complete abolition. This claim is a misrepresentation of his actual stance.

Answer: 0"
92,"Explanation: The claim is false. Donald Trump, during his presidential campaign and presidency, made several statements that suggested Muslims would be subject to profiling and other forms of surveillance. For example, he proposed a database to track Muslims in the United States and called for a ban on Muslims entering the country. These statements are well-documented and widely reported.

Answer: 0"
93,"Explanation: The claim that Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthood's revenue is from abortion is false. While it is true that abortion services are a significant part of Planned Parenthood's work, the claim that 86 percent of their revenue comes from abortion is an exaggeration. According to Planned Parenthood's own financial reports, abortion services account for about 32 percent of their total revenue. The claim is likely a misinterpretation or misrepresentation of the actual figures.

Answer: 0"
