,output
14,"Explanation: The claim is false. Governor Bob McDonnel's budget does not take money out of classrooms to pave roads. The claim is a misinterpretation of budget allocations. The budget typically allocates funds to various departments, including education and infrastructure, based on the needs and priorities of the state. The claim suggests a direct transfer of funds from education to road paving, which is not accurate.

Answer: 0"
15,"Explanation: The claim that a nation is the ""highest taxed nation in the world"" can be evaluated by looking at various sources such as the OECD's Revenue Statistics database, which provides data on tax revenues as a percentage of GDP. As of the latest available data, the highest taxed nation in the world is typically Sweden, with a tax-to-GDP ratio of around 45%. Therefore, the claim that a specific nation is the highest taxed nation in the world would need to be supported by specific data and context.

Answer: 0 (The claim is false as it does not specify which nation is being referred to and the highest taxed nation is typically Sweden.)"
16,"Explanation: The claim that Texas has lost the most law enforcement officers in the line of duty of any state in America is false. According to the National Law Enforcement Officers Memorial Fund, as of 2021, California has the highest number of law enforcement officers killed in the line of duty, with Texas ranking second. Therefore, the claim is incorrect.

Answer: 0"
17,"Explanation: The claim that Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country is false. There is no credible evidence or public record to support this claim. Rick Scott, a former governor of Florida, has not been linked to any such investments or activities.

Answer: 0"
18,"Explanation: The claim that Sandy Pasch voted to cut school aid by nearly $300 million is false. According to the Wisconsin State Senate's voting records, Sandy Pasch did not vote to cut school aid by nearly $300 million. The claim appears to be a misinterpretation or misrepresentation of her voting record.

Answer: 0"
19,"Explanation: The claim that ""more than 72 percent of children in the African-American community are born out of wedlock"" is based on a misinterpretation of data. According to the Centers for Disease Control and Prevention (CDC), the percentage of births to unmarried mothers in the African-American community is around 70%, not more than 72%. Therefore, the claim is exaggerated.

Answer: 0"
20,"Explanation: The claim about the number of undocumented immigrants living in a specific state is not verifiable without additional context. The number of undocumented immigrants can vary greatly depending on the state and the source of the data. Therefore, it is not possible to definitively judge the claim as true or false without more specific information.

Answer: 0/1"
21,"Explanation: The claim that Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts is false. While it is possible for a candidate to receive no votes in certain precincts, the claim specifies a minimum of 12 precincts, which is an exact number and not a general statement. Therefore, it is not accurate to say that Romney received zero votes in exactly 12 precincts without specific evidence or data to support this claim.

Answer: 0"
22,"Explanation: The claim that ""the overwhelming majority of new jobs are part time"" is not accurate. According to the U.S. Bureau of Labor Statistics, the majority of new jobs created in recent years have been full-time. In 2021, for example, the number of full-time jobs increased by 1.6 million, while part-time jobs increased by 1.1 million. Therefore, the claim is false.

Answer: 0"
23,"Explanation: The claim that a plan would cut taxes without increasing the deficit is a complex economic statement that depends on the specifics of the plan. Tax cuts can increase the deficit if they are not accompanied by corresponding spending cuts or revenue increases. Therefore, without specific details about the plan, it is not possible to definitively say whether the claim is true or false.

Answer: 0"
24,"Explanation: The claim that we have the third-lowest minimum wage of developed countries is not accurate. According to the OECD, the United States has the lowest minimum wage among developed countries. As of 2021, the U.S. federal minimum wage is $7.25 per hour, which is lower than many other developed countries. Therefore, the claim that we have the third-lowest minimum wage is false.

Answer: 0"
25,"Explanation: The claim is false. While President Obama did support access to reproductive health care, including abortion, he did not explicitly state that abortion would be at the heart of his health care reform plan. His stance on abortion was more nuanced and focused on reducing unintended pregnancies and improving access to contraception, rather than making abortion a central component of his health care reform.

Answer: 0"
26,"Explanation: The claim states that the library district would come at no direct cost to the city budget. This claim is true because the library district is a separate entity from the city, and its funding is typically managed through a separate taxing district. The city would not be directly responsible for the library district's budget.

Answer: 1"
27,"Explanation: Kendrick Meek, a former U.S. Representative from Florida, did indeed express support for Sonia Sotomayor's nomination to the Supreme Court. However, he was not the only candidate to do so. Many other candidates and political figures also expressed support for Sotomayor's nomination. Therefore, the claim that Meek is the only candidate who said Sotomayor will make an excellent Supreme Court justice is false.

Answer: 0"
28,"Explanation: The claim states that the unemployment rate in a specific state is the fifth-highest in the country, higher than the nationwide rate, and higher than all neighboring states. To verify this claim, we would need to check the latest unemployment rates for the specific state and its neighboring states, as well as the nationwide rate. Without specific data, it's impossible to confirm the accuracy of this claim.

Answer: 0 (The claim is false or cannot be verified without specific data.)"
29,"Explanation: The claim that the Obama-Clinton administration's policies on coal have cost Michigan over 50,000 jobs is a simplification and an exaggeration. While it is true that the Clean Power Plan, a key policy of the Obama administration, aimed to reduce greenhouse gas emissions from power plants, including those that burn coal, the impact on jobs was not as straightforward as the claim suggests. The Clean Power Plan was designed to promote cleaner energy sources and reduce the environmental impact of coal, but it also aimed to create new jobs in renewable energy sectors. Additionally, the claim does not account for the broader economic factors that contribute to job losses in any industry. Therefore, the claim is misleading and not entirely accurate.

Answer: 0"
30,"Explanation: The claim about 350,000 people succeeding in crossing borders illegally each year is not accurate. According to the U.S. Customs and Border Protection, the number of apprehensions at the U.S.-Mexico border in the fiscal year 2021 was approximately 1.7 million. This figure includes both successful and unsuccessful attempts to cross the border illegally. Therefore, the claim is an exaggeration and not based on accurate data.

Answer: 0"
31,"Explanation: The claim is referring to a specific legal case involving Wisconsin Governor Scott Walker. As of my last update in October 2023, there have been no convictions directly connected to an allegation that Governor Walker is at the center of a criminal scheme. The claim is based on a specific legal case that is ongoing and has not yet resulted in convictions.

Answer: 0"
32,"Explanation: The claim that Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining is false. The term ""Badger State"" is actually a reference to the badger, a type of animal that is native to Wisconsin. The name was given to the state in the 1850s, and it has nothing to do with mining or the American dream.

Answer: 0"
33,"Explanation: The claim is based on a study conducted by the National Assessment of Educational Progress (NAEP) in 2019. According to the NAEP report, 86% of African-American boys and 82% of Hispanic boys in 4th grade were not reading at or above the proficiency level. This data is accurate and has been reported by reputable sources.

Answer: 1"
34,"Explanation: The claim is false. There is no evidence or credible source to support the claim that a ""Shred-It"" truck rolled up to Republican headquarters on the day that a Republican state leader resigned in disgrace. This claim appears to be a fabrication or a misinterpretation of events.

Answer: 0"
35,"Explanation: Texas has historically been the state with the highest number of executions in the United States. According to the Death Penalty Information Center, as of 2021, Texas has executed more people than any other state since the reinstatement of the death penalty in 1976. Therefore, the claim that Texas ranks first in executions among the states is true.

Answer: 1"
36,"Explanation: The claim that tax rates were significantly higher ""in the '40s, the '50s, and the '60s"" is true. During these decades, the top marginal income tax rate in the United States was significantly higher than it is today. For example, in 1944, the top marginal income tax rate was 94%, and it remained high throughout the 1950s and 1960s, peaking at 91% in 1952 and 1953.

Answer: 1"
37,"Explanation: John McCain did vote against the establishment of a national holiday in honor of Dr. Martin Luther King, Jr. in 1983. He was one of the few senators who voted against the bill, which was eventually passed and signed into law by President Ronald Reagan in 1986.

Answer: 1"
38,"Explanation: The claim is true. In 2016, several risk analysts and financial institutions, including the World Economic Forum and the International Monetary Fund, listed a Donald Trump presidency as a significant risk to the global economy. This was due to concerns about his policies, including trade tariffs, immigration restrictions, and potential market volatility. The claim is supported by credible sources and historical context.

Answer: 1"
39,"Explanation: The claim is based on data from the Internal Revenue Service (IRS) and the U.S. Census Bureau. In 2007, the top 1 percent of income earners in the United States did indeed make 23.5 percent of all income, while the bottom 50 percent made 12.5 percent. This data is accurate and has been widely reported and verified by various sources.

Answer: 1"
40,"Explanation: The claim is false. The ""Don't Ask, Don't Tell"" policy was a U.S. policy that prohibited military personnel from discussing their sexual orientation and required them to keep their sexual orientation secret. The policy was repealed in 2011. The claim that more than 12,500 service members were discharged on the basis of sexual orientation since the policy was implemented is not accurate. The actual number of discharges under the policy was much lower. Additionally, the claim that the discharges cost over $360 million is also not accurate. The cost of discharges due to the policy was not that high.

Answer: 0"
41,"Explanation: The claim is false. The statement that ""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state"" is incorrect. Bill Clinton's speeches have been well-documented, and it is known that he gave speeches for high fees even after his wife, Hillary Clinton, became Secretary of State. The claim misrepresents the timeline and the number of speeches.

Answer: 0"
42,"Explanation: The claim about the reserves being in much better shape than they were just a few years ago is subjective and depends on the specific context and metrics used to measure reserves. Without specific data or context, it's difficult to definitively judge the truth of this claim. However, if we consider general economic indicators and reports from reputable sources, it's possible that reserves could have improved in certain aspects, such as foreign exchange reserves or natural resource reserves.

Answer: 1/0 (0 if this claim is false or 1 if this claim is true)"
43,"Explanation: The claim is true. In the United States, many states allow voters to cast their ballots before Election Day through early voting or absentee voting. According to the National Conference of State Legislatures, 32 states and Washington D.C. offer some form of early voting or absentee voting. This allows voters to avoid long lines and potential wait times on Election Day.

Answer: 1"
44,"Explanation: The claim is comparing the response to a major snow event in Atlanta to the response to a major earthquake in Kansas City, Mo. This is a false comparison because snow events and earthquakes are fundamentally different types of natural disasters. Snow events are predictable and can be prepared for, while earthquakes are sudden and unpredictable. The response to each type of event would be vastly different, with snow events requiring snow removal and road clearing, while earthquakes require immediate safety measures and structural assessments. Therefore, the claim is false.

Answer: 0"
45,"Explanation: Sakineh Mohammadi Ashtiani was indeed sentenced to stoning in Iran. She was convicted of adultery and sentenced to death by stoning in 2006. However, her sentence was later commuted to life imprisonment. The claim that she was never sentenced to stoning is false.

Answer: 0"
46,"Explanation: Donald Trump has never publicly supported the impeachment of George W. Bush. In fact, Trump has been a vocal critic of the impeachment process against President Bill Clinton and has expressed his support for the Bush administration. There is no credible evidence to suggest that Trump supported the impeachment of George W. Bush.

Answer: 0"
47,"Explanation: The claim is vague and does not provide specific details about the nature of the investigation or the outcome. Without concrete information, it is impossible to verify the claim's truthfulness. Therefore, the claim cannot be judged as true or false based on the information provided.

Answer: 0/1"
48,"Explanation: The claim states that New Jersey opened offices in Shanghai and London in the past six months and has seen an 18 percent increase in exports. However, there is no credible source provided to verify these claims. Additionally, the claim does not specify the time frame for the 18 percent increase in exports, making it difficult to assess the accuracy of the statement. Therefore, without concrete evidence or a reliable source, it is not possible to confirm the truth of this claim.

Answer: 0"
49,"Explanation: Chris Christie, who served as the Governor of New Jersey from 2010 to 2018, did not make a specific promise to avoid school cuts during his gubernatorial campaign. In fact, during his tenure, Christie implemented a series of budget cuts that affected various state programs, including education. Therefore, the claim that he promised no school cuts is false.

Answer: 0"
50,"Explanation: The claim about the Texas Department of Agriculture seeking to purchase up to 300,000 promotional stress balls is false. The Texas Department of Agriculture does not typically engage in such activities, and there is no official announcement or evidence to support this claim.

Answer: 0"
51,"Explanation: The claim is false. The statement ""he didnt call Dr. George Tiller a baby killer"" is a direct denial of the accusation made by liberal groups. The claimant is essentially admitting that he did not personally use the term ""baby killer"" to describe Dr. Tiller, but he did report that some pro-life groups branded him with that term. This does not negate the fact that the claimant was reporting the use of the term by others, which is still a form of association with the term.

Answer: 0"
52,"Explanation: The claim that the GOP had no discussions with Democrats in preparing a rules package for the 112th Congress is false. In reality, bipartisan discussions and negotiations are common in the legislative process, including the preparation of rules packages. The 112th Congress, which ran from 2011 to 2013, was marked by significant bipartisan efforts to address various issues, including the rules package.

Answer: 0"
53,"Explanation: The claim that the United States has the most number of deductions available to corporations for the corporate income tax is not accurate. While the U.S. does have a complex tax code with numerous deductions, it is not the country with the most deductions. Many other countries, such as those in Europe and Asia, have more extensive tax deduction systems for corporations. For example, countries like Germany and Japan have more generous tax incentives and deductions for businesses.

Answer: 0"
54,"Explanation: The claim is false. UPS has not left 15,000 employees' spouses without health insurance. In 2019, UPS announced that it would end its health insurance coverage for spouses of employees who work less than 30 hours per week. However, this change only affected a small number of employees, not 15,000. Additionally, UPS did not tell these employees to go on an exchange without an employer subsidy. The company has been providing health insurance to its employees and their spouses for many years.

Answer: 0"
55,"Explanation: The claim states that there have been 59 roadway fatalities in Georgia this year. To verify this, I would need to check reliable sources such as the Georgia Department of Transportation, the Georgia State Patrol, or the National Highway Traffic Safety Administration (NHTSA). As of my last update, I don't have real-time access to current data, but I can tell you that the claim is not verifiable without checking these sources.

Answer: 0"
56,"Explanation: The claim states that there was no development director for over seven months. Without specific evidence or context, it's difficult to verify this claim. However, if the claim is made by a credible source and is supported by evidence, it could be considered true. If the claim is made without evidence or by an unreliable source, it could be considered false.

Answer: 0/1"
57,"Explanation: The claim states that Kim Simac, a GOP recall challenger, was delinquent in paying her property taxes for eight of the last nine years. This claim is based on a specific allegation that has not been verified with official records or a credible source. Without concrete evidence or official documentation, it is not possible to confirm the accuracy of this claim.

Answer: 0"
58,"Explanation: The claim that Medicare spends ""$15-billion a year on subsidies to insurance companies"" is false. Medicare does not provide subsidies to insurance companies. Instead, Medicare pays insurance companies for the services they provide to Medicare beneficiaries. The claim seems to be a misunderstanding or misinterpretation of how Medicare operates.

Answer: 0"
59,"Explanation: The claim is false. The 111th Congress, which was led by Democrats, did not spend more money in two years than the first 100 Congresses combined. The 111th Congress, which ran from 2009 to 2011, had a total spending of approximately $3.8 trillion. In contrast, the first 100 Congresses, which ran from 1789 to 1991, had a total spending of approximately $1.5 trillion. Therefore, the 111th Congress did not spend more money than the first 100 Congresses combined.

Answer: 0"
60,"Explanation: The claim that 29 states no longer have a death tax due to the tax damaging their economic competitiveness is not accurate. The primary reason for the repeal of the death tax in many states is not economic competitiveness but rather political and ideological reasons. Many states have repealed the death tax due to pressure from conservative groups and politicians who argue that the tax is unfair and should be eliminated. The economic impact of the death tax is not the primary factor driving its repeal.

Answer: 0"
61,"Explanation: The claim that Hillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi is false. The timeline of events during the Benghazi attack has been extensively investigated, and it is widely accepted that the U.S. government, including the State Department, responded to the situation as quickly as possible under the circumstances. The claim of a 13-hour delay is a misrepresentation of the facts.

Answer: 0"
62,"Explanation: The claim that ""Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government-owned ballparks"" is false. There are indeed 30 teams in the Triple-A baseball league, but not all of them play in government-owned ballparks. Many teams play in privately-owned stadiums or facilities. For example, the Charlotte Knights play at Truist Field, which is privately owned, and the Durham Bulls play at the Durham Bulls Athletic Park, which is also privately owned. Therefore, the claim that ""virtually everyone"" plays in government-owned ballparks is inaccurate.

Answer: 0"
63,"Explanation: The claim is made by Bill Clinton, who served as the Governor of Arkansas from 1983 to 1992. He led several initiatives to improve education in Arkansas during his tenure, including the creation of the Arkansas School for the Deaf and the Arkansas School for the Blind. Therefore, the claim is true.

Answer: 1"
64,"Explanation: The claim that income levels and unemployment numbers are worse now than just about ever for African-Americans under President Barack Obama is not accurate. According to data from the U.S. Census Bureau and the Bureau of Labor Statistics, the unemployment rate for African-Americans was at its lowest point in 2019, just before the COVID-19 pandemic. Additionally, income levels for African-Americans have been increasing, although the gap with white Americans remains significant. The claim seems to be based on a misunderstanding of recent economic trends and data.

Answer: 0"
65,"Explanation: The claim is about a specific action taken by the speaker regarding a lawsuit. Without additional context or verification, it is impossible to definitively determine the truth of this claim. The speaker's statement could be true or false depending on their actual voting record and the specific details of the lawsuit and redistricting amendment.

Answer: 0/1"
66,"Explanation: The claim that ""no new jobs"" were created in the year since the Republican Party (GOP) took control of the House of Representatives is false. According to the Bureau of Labor Statistics, the U.S. economy added 6.6 million jobs in 2021, the first full year of the Biden administration. This figure includes jobs created under the previous administration, but it is clear that job growth continued after the GOP took control of the House.

Answer: 0"
67,"Explanation: The claim is false. Patrick Gaspard served as the political director for the White House under President Obama, but there is no evidence to suggest that he was the ""right-hand man"" for Bertha Lewis, who heads up ACORN (Association of Community Organizations for Reform Now). The two individuals are not known to have had a direct professional relationship.

Answer: 0"
68,"Explanation: Education Week is a well-known publication that annually ranks schools across the United States. However, the claim that Ohio schools are in the top five in the nation is not accurate. While Ohio schools may perform well in certain categories, there is no consistent ranking that places Ohio schools in the top five overall. The claim is likely an exaggeration or misinterpretation of Education Week's rankings.

Answer: 0"
69,"Explanation: The claim about $277,000 for potato pest management in Wisconsin being included in a federal spending bill is false. There is no evidence or credible source supporting this specific allocation. Federal spending bills typically do not include such detailed and specific allocations for individual states or projects without broader context or justification.

Answer: 0"
70,"Explanation: The claim is false. There is no evidence to suggest that Rep. Gibbs caused the downgrade or higher interest rates. The claim is likely a misinterpretation or misrepresentation of the actual reasons behind the downgrade and interest rate changes.

Answer: 0"
71,"Explanation: The claim is false. The Keystone XL pipeline, which is a natural gas pipeline, is estimated to cost around $8 billion, not $40 billion. Additionally, it is not the largest or most expensive infrastructure project in North America. The largest infrastructure project in North America is the Trans Mountain Pipeline, which is estimated to cost around $12 billion.

Answer: 0"
72,"Explanation: The claim about 40 percent of Hispanic homeowners having subprime mortgages is not accurate. According to the U.S. Census Bureau and other reliable sources, the percentage of Hispanic homeowners with subprime mortgages is significantly lower. The most recent data suggests that around 10-15% of Hispanic homeowners have subprime mortgages, which is a significant difference from the claimed 40%.

Answer: 0"
73,"Explanation: The claim that Lee Fisher once said, ""I never met a gun control bill I didn't like,"" is false. Lee Fisher, a former Ohio Secretary of State and current U.S. Senator from Ohio, has publicly expressed support for certain gun control measures, but he has also been critical of some aspects of gun control legislation. There is no verified quote from him stating that he has never met a gun control bill he didn't like.

Answer: 0"
74,"Explanation: The claim that you were the first member of Congress to contribute to Donald Trump is false. The first member of Congress to contribute to Donald Trump's campaign was Representative Chris Collins, who contributed $1,000 in 2015. You did not make the first contribution.

Answer: 0"
75,"Explanation: The claim is false. As of my last update in October 2023, there is no publicly available data that supports the claim that the speaker has received more contributions than any other candidate in the race, either Republican or Democrat. Campaign finance reports are publicly available and can be verified through sources like the Federal Election Commission (FEC) in the United States. Without specific data to back up the claim, it is not accurate.

Answer: 0"
76,"Explanation: The claim that Hawaii ""doesn't have a history of throwing incumbents out of office"" is false. Hawaii has a history of electing new representatives and senators, and there have been instances where incumbents have been defeated. For example, in the 2018 midterm elections, Hawaii elected a new senator, Mazie Hirono, who defeated incumbent Senator Brian Schatz. Additionally, in the 2020 elections, several incumbents were defeated in Hawaii's congressional races.

Answer: 0"
77,"Explanation: The claim is false. According to the U.S. Bureau of Labor Statistics, Ohio's unemployment rate was 8.5% in January 2011 when John Kasich took office, ranking it 38th among the states. However, Ohio's job growth rate was indeed high, ranking it 6th in the nation in terms of economic job growth during Kasich's tenure. The claim incorrectly states that Ohio's economic ranking was 38th when Kasich took office.

Answer: 0"
78,"Explanation: The claim that Wisconsin Gov. Scott Walker ""literally invented a $3.6 billion deficit"" is false. The $3.6 billion deficit was not invented by Walker but was a result of the state's financial situation during his tenure as governor. The deficit was a real issue that Walker and his administration had to address, and it was not a fabrication.

Answer: 0"
79,"Explanation: According to the U.S. Census Bureau's 2019 American Community Survey, Virginia has the highest percentage of veterans per capita among all states in the United States. This data is based on the number of veterans as a percentage of the total population. Therefore, the claim that Virginia is home to more veterans per capita than any state in America is true.

Answer: 1"
80,"Explanation: The claim that the retirement fund for public employees is not funded is a generalization and may not be accurate for all public employee retirement systems. The funding status of these systems can vary greatly depending on the specific jurisdiction and the economic conditions. It is important to note that many public employee retirement systems are indeed facing challenges, but it is not accurate to say that all of them are not funded.

Answer: 0"
81,"Explanation: Florida's regulations on the payday lending industry are indeed considered to be among the strongest in the United States. The state has implemented several measures to protect consumers, including a cap on the number of payday loans a borrower can take out in a year, a requirement for lenders to verify a borrower's income and ability to repay the loan, and a prohibition on rollover loans. These regulations are designed to prevent predatory lending practices and ensure that borrowers are not taken advantage of.

Answer: 1"
82,"Explanation: The claim that seventy-five percent of young adults in this country are not mentally or physically fit to serve is not supported by any reliable data or sources. The fitness of young adults to serve in the military is typically assessed through physical and mental health evaluations, and the percentage of individuals who are deemed unfit varies by country and specific criteria. Without specific data or sources to back up this claim, it is not accurate.

Answer: 0"
83,"Explanation: The claim is false. Federal law in the United States does not prohibit the growing of industrial hemp. In fact, the 2018 Farm Bill legalized the cultivation of hemp nationwide, provided that it contains less than 0.3% THC. However, states still have the authority to regulate hemp cultivation within their borders, and some states have implemented their own laws regarding hemp production.

Answer: 0"
84,"Explanation: The claim is false. The statement that ""we created as many jobs in the first six months of this year as we did in all of 2011"" is incorrect. The Bureau of Labor Statistics (BLS) reported that the U.S. added 2.5 million jobs in the first six months of 2021, while in 2011, the U.S. added 2.6 million jobs. Additionally, the claim that ""2011 was the best single year for private-sector job growth since the year 2000"" is also incorrect. The BLS data shows that 2014 had the highest private-sector job growth since 2000, with 2.9 million jobs added.

Answer: 0"
85,"Explanation: The claim that ""Every poll you see, the overwhelming majority of people want [E-Verify]"" is a generalization that is not accurate. While there may be polls that show a majority of people supporting E-Verify, it is not accurate to say that every poll shows this. Poll results can vary significantly depending on the specific questions asked, the sample size, and the methodology used. Therefore, it is not accurate to claim that ""every poll"" shows overwhelming support for E-Verify.

Answer: 0"
86,"Explanation: The claim that it costs taxpayers more than $1 million simply to operate the governor's mansion over the course of one four-year term is generally true. The cost of operating the governor's mansion includes expenses such as utilities, maintenance, security, and staff salaries. These costs can indeed add up to more than $1 million over a four-year period. For example, in some states, the annual cost of operating the governor's mansion can be in the range of $500,000 to $1 million or more.

Answer: 1"
87,"Explanation: The claim that Donald Trump supports eminent domain and the Supreme Court's Kelo decision is false. Donald Trump has publicly criticized the Kelo decision, which allowed for the use of eminent domain for economic development. He has stated that he believes eminent domain should be used only for public use, not for private gain. Therefore, the claim that he supports the Kelo decision is incorrect.

Answer: 0"
88,"Explanation: The claim ""On adoption by gay couples"" is incomplete and lacks context. It does not specify what aspect of adoption by gay couples is being referred to, such as the legal recognition, societal acceptance, or any specific policies. Therefore, it is impossible to determine the truthfulness of the claim without additional information.

Answer: 0"
89,"Explanation: The claim is referring to a political corruption scandal involving Frank Russo and Jimmy Dimora, who were both convicted for their roles in a corruption scheme. However, the claim is not specific about Matt Patten, and there is no evidence to suggest that Matt Patten was involved in this scandal or received money from Russo and Dimora. The claim is vague and lacks specific details, making it difficult to verify its truthfulness.

Answer: 0"
90,"Explanation: The claim that seventy percent of the people living in abject poverty are women is not accurate. While it is true that women are disproportionately affected by poverty, the percentage is not seventy percent. According to the World Bank, women make up about 50% of the world's population, and they are more likely to live in poverty than men. However, the claim that seventy percent of the people living in abject poverty are women is an exaggeration.

Answer: 0"
91,"Explanation: The claim that Rutgers had the best graduation rate of any Division I football program in America is not accurate. While Rutgers has had a strong graduation rate, it is not the highest among all Division I football programs. The claim is likely an exaggeration or misinterpretation of the data.

Answer: 0"
92,"Explanation: The claim ""When you're white... you don't know what it's like to be poor"" is a generalization and a stereotype. It implies that all white people are wealthy and do not understand the struggles of poverty, which is not accurate. Poverty affects people of all races, and many white people experience poverty. The claim also overlooks the diversity of experiences and backgrounds within the white community.

Answer: 0"
93,"Explanation: The claim that ""nobody is addicted to marijuana"" is false. According to the National Institute on Drug Abuse, marijuana use disorder is a real condition that can develop in some people who use marijuana. The disorder is characterized by a pattern of repeated use leading to significant impairment or distress, and it can be severe enough to require professional treatment.

Answer: 0"
94,"Explanation: The claim that Governor Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich is a simplification and misrepresentation of the actual policies and their impacts. The $1.6 billion figure is a result of Walker's budget cuts, which included reductions in education funding. However, the $2 billion figure for tax breaks is an exaggeration. Walker's tax policies did include cuts and reforms, but the total amount of tax breaks provided was not $2 billion. The claim also implies a direct transfer of funds from schools to the wealthy, which is not accurate. The budget cuts and tax policies were part of a broader economic strategy that had various impacts on different sectors of the economy.

Answer: 0"
95,"Explanation: The claim that the federal government can cut all of the non-military discretionary spending and not balance the budget is false. Non-military discretionary spending includes programs like education, healthcare, and social services. Cutting all of this spending would significantly impact the economy and the lives of many Americans. Additionally, the federal government's budget is influenced by many factors, including mandatory spending (like Social Security and Medicare) and revenue from taxes. Simply cutting discretionary spending does not guarantee a balanced budget.

Answer: 0"
