,output
10,"Avaliação da notícia:

Notícia: Quarta-feira, 10 de janeiro de 2018. Boa noite! Aqui estão as principais notícias para você terminar o dia bem-informado.  Um alívio para o bolso. A inflação de 2017 foi de 2,95%, a menor em 19 anos. Os alimentos ficaram mais baratos e ajudaram a segurar a média de preços no ano passado. Em São Paulo, um grave acidente causou a morte de duas mulheres que voltavam de um passeio com a família na praia. A suspeita é de que um motorista que disputava um racha tenha atingido o veículo, que levava 8 pessoas. E fique por dentro da polêmica causada por um grupo de mulheres francesas que criticam a campanha de atrizes contra o assédio sexual. Item básico da dieta do brasileiro, o feijão ficou 46% mais barato no ano passado. A queda dos preços dos alimentos explica a inflação mais baixa em quase 20 anos e se deve à supersafra do ano passado. O IPCA de 2017 ficou abaixo do piso da meta do governo, e por isso o Banco Central precisou prestar explicações. Entre as maiores altas de preços está a do botijão de gás: 16%. O reajuste do salário mínimo, que subiu para R$ 954 no dia 1o, ficou abaixo da inflação pelo 2o ano seguido. A explicação: o INPC, índice de preços usado para corrigir o mínimo, subiu 2,07% em 2017, e o aumento dado pelo governo foi de 1,81%. O governo prometeu compensar a perda em 2019. A mulher empurrada nos trilhos do Metrô de São Paulo contou ao G1 que sentiu os vagões do trem passarem sobre seu corpo. ""Só senti que estava viva quando vi meu marido uma hora depois"", diz Jussara, que ficou machucada na testa, nos braços e na perna, mas sem gravidade. O homem que a empurrou foi preso. A PM do Rio Grande do Norte encerrou a greve após 23 dias. O governo do estado se comprometeu a pagar os salários atrasados e a não abrir processos para punir os grevistas. O movimento foi declarado ilegal pela Justiça, mas ninguém foi punido. Durante a paralisação, a população enfrentou aumento de crimes. Militares foram enviados ao estado. O diretor da Polícia Federal, Fernando Segovia, disse que pretende concluir neste ano as mais de 200 investigações sobre políticos que estão abertas no Supremo Tribunal Federal (STF), parte delas na Lava Jato. Para isso, a equipe que trabalha no tribunal aumentou de 9 para 17 delegados. Um carro em alta velocidade atingiu um veículo com 8 pessoas na Rodovia dos Imigrantes, em SP. Duas pessoas morreram e duas crianças estão em estado grave. Eram duas famílias que voltavam de um passeio na praia. Segundo testemunhas, o motorista de uma Mercedes disputava um racha com um Camaro e perdeu o controle. Ele foi preso e estava com a CNH cassada. O outro motorista está foragido. Wesley Gomes, um dos sobreviventes, perdeu a mulher. O casal completaria 3 anos de casamento hoje. Veja o relato dele no vídeo abaixo: A atriz francesa Catherine Deneuve, de 74 anos, publicou uma carta em que diz que os homens deveriam ser ""livres para flertar"". No texto, assinado por 100 mulheres, ela chama de ""novo puritanismo"" as recentes denúncias de assédio sexual na indústria do Hollywood. A Fundação Oswaldo Cruz (Fiocruz) investiga um surto de hepatite A no Morro do Vidigal, na Zona Sul do Rio, e encontrou o vírus da doença em três dos dez pontos analisados. Um deles é um chuveiro de praia em frente ao Hotel Sheraton, muito frequentado por turistas estrangeiros. Quais são os sintomas? Quem pode tomar a vacina? Como proteger os bebês? O G1 preparou uma lista de perguntas e respostas sobre a doença. Deslizamentos de terra causados pela chuva mataram 15 pessoas na Califórnia, nos Estados Unidos. Os bombeiros buscam sobreviventes. A região é a mesma atingida por grandes incêndios na semana passada. A falta de vegetação favoreceu o escoamento da lama. O vídeo abaixo mostra o resgate de uma garota de 14 anos: A morte de Ammy Dolly Everett, uma garota de 14 anos que fazia propagandas de chapéus, comoveu a Austrália. Segundo a família, ela se suicidou após ser vítima de bullying. A Paraíso do Tuiuti levará para a Sapucaí críticas à reforma trabalhista, manifestantes fantoches e um vampiro com faixa presidencial. Segundo o carnavalesco, a ideia é contar uma história da escravidão que ainda não acabou no Brasil. Um apagão deixou no escuro os visitantes da CES 2018, o maior evento de tecnologia do mundo, por aproxidamente duas horas. Sem energia, os 4 mil expositores da feira não tinham o que mostrar a não ser telas desligadas. O G1 está em Las Vegas e acompanha as novidades da CES.

Explicação: A notícia é uma compilação de vários artigos e reportagens sobre eventos e notícias de diferentes áreas, como política, economia, segurança, saúde e tecnologia. A notícia é bem estruturada e apresenta informações precisas e atualizadas sobre os eventos mencionados. A linguagem é clara e objetiva, sem qualquer tipo de manipulação ou distorção das informações.

Resposta: 1"
11,"Explicação: A notícia fornece detalhes sobre a investigação da Polícia Civil de Minas Gerais sobre o cantor Victor Chaves, que é suspeito de agredir a sua mulher, Poliana Bagatini Chaves, que está grávida. A notícia menciona depoimentos, laudos periciais e declarações da vítima e do investigado, o que sugere que a investigação foi conduzida de forma rigorosa e transparente. Além disso, a notícia cita fontes confiáveis, como a Polícia Civil e o advogado de Victor Chaves, o que aumenta a credibilidade da informação.

Resposta: 1"
12,"Explicação: A notícia apresenta informações sobre o pedido de bloqueio de R$ 4 milhões em bens do senador Aécio Neves e sua irmã, Andrea Neves, feito pela Procuradora-Geral da República, Raquel Dodge, ao Supremo Tribunal Federal (STF). A defesa do senador afirma que o pedido não tem base jurídica ou fática, e que o valor mencionado já havia sido depositado em conta judicial. Além disso, a notícia menciona que o senador e sua irmã foram acusados de receber R$ 2 milhões do empresário Joesley Batista, que era propina para beneficiar o grupo com favores políticos.

Resposta: 1

Justificativa: Embora a defesa do senador apresente argumentos contrários ao pedido de bloqueio, a notícia parece ser baseada em informações reais e objetivas, como a acusação de corrupção e a menção a provas com filmagens, gravações e interceptações telefônicas. Além disso, a notícia menciona que o pedido de bloqueio já havia sido negado anteriormente pelo ministro Marco Aurélio Mello, o que sugere que a questão é real e está sendo discutida no STF. Portanto, considerando a apresentação objetiva e a menção a informações concretas, é provável que a notícia seja verdadeira."
13,"Explicação: A notícia apresenta uma discussão sobre o suicídio assistido no Brasil, citando opiniões de personalidades como Carlos Heitor Cony, Desmond Tutu e Stephen Hawking. Além disso, a notícia menciona a legislação sobre o tema em outros países, como a Holanda, Suíça e EUA. A reportagem também inclui declarações de especialistas, como a advogada Maria de Fátima Freire de Sá e o médico Carlos Vital, presidente do Conselho Federal de Medicina (CFM). A notícia parece ser uma análise objetiva do tema, com uma abordagem equilibrada entre as diferentes perspectivas.

Resposta: 1"
14,"Explicação: A notícia apresenta uma entrevista com Camila Pitanga, filha do ator Antônio Pitanga, sobre o lançamento do documentário ""Pitanga"", que ela codirigiu com Beto Brant. A entrevista inclui declarações de Camila sobre sua experiência de trabalhar no filme, sua relação com seu pai e sua visão sobre a arte e a política. A notícia também inclui declarações de Beto Brant e Antônio Pitanga sobre o filme e sua relação com a história do Cinema Novo.

Resposta: 1

Justificativa: A notícia parece ser uma reportagem verídica, com declarações diretas de Camila Pitanga e outros entrevistados. A notícia também inclui informações sobre o lançamento do documentário e a relação entre os entrevistados, o que sugere que a notícia é baseada em fatos reais. Além disso, a notícia não apresenta características de notícias falsas, como declarações contraditórias ou informações inconsistentes. Portanto, é provável que a notícia seja verdadeira."
15,"Explicação: A notícia relata uma situação em uma escola particular em Vitória, onde a leitura de uma versão em quadrinhos do livro ""O Diário de Anne Frank"" causou polêmica entre os pais de alunos devido ao conteúdo ligado à sexualidade. A escola suspendeu a leitura do livro para as turmas do 7o ano por causa do desconforto gerado. A notícia também inclui declarações de pais de alunos e de uma especialista em educação, que defendem a importância do conteúdo da obra para os jovens.

Resposta: 1

Justificativa: A notícia parece ser verossímil, pois inclui detalhes específicos sobre a situação em questão, como a escola suspender a leitura do livro e as declarações de pais de alunos e de uma especialista em educação. Além disso, a notícia não apresenta características típicas de notícias falsas, como informações contraditórias ou absurdas. Portanto, é provável que a notícia seja verdadeira."
16,"Explicação: A notícia apresenta uma entrevista com o presidente da Academia Brasileira da Ciência, Luiz Davidovich, em que ele expressa preocupações sobre os cortes no orçamento da ciência e tecnologia no Brasil e seus impactos negativos na produção científica e na economia do país. A notícia também menciona a falta de continuidade no apoio à pesquisa e o risco de o Brasil perder a corrida em termos de inovação e desenvolvimento. Além disso, a notícia destaca a importância da ciência e tecnologia para o desenvolvimento do país e a necessidade de investimentos em pesquisa e desenvolvimento.

Resposta: 1

Justificativa: A notícia parece ser uma transcrição de uma entrevista real, e as declarações de Luiz Davidovich são consistentes com as preocupações e opiniões de cientistas e especialistas em ciência e tecnologia no Brasil. Além disso, a notícia menciona fatos específicos, como os cortes no orçamento da ciência e tecnologia e a falta de continuidade no apoio à pesquisa, que são conhecidos e documentados. Portanto, é provável que a notícia seja verdadeira."
17,"Explicação: A notícia apresenta uma análise equilibrada das razões que indicam que não há motivo para pânico sobre a possibilidade de guerra entre os EUA e a Coreia do Norte. Ela cita especialistas e fontes confiáveis, como o analista Jonathan Marcus e o colunista Max Fisher, para apoiar a ideia de que a retórica agressiva do presidente Trump não significa que os EUA estejam marchando rumo à guerra. Além disso, a notícia destaca as razões pelas quais uma guerra não é no interesse de ninguém, incluindo a sobrevivência do regime de Kim Jong-un e a possibilidade de consequências devastadoras para a Coreia do Sul e Japão.

Resposta: 1"
18,"Explicação: A notícia apresenta uma série de informações sobre pontos turísticos em várias cidades da Zona da Mata e Campo das Vertentes, em Minas Gerais. As informações incluem descrições de cachoeiras, teatros, museus, igrejas e outros atrativos. A notícia parece ser uma apresentação de opções de turismo na região, com foco em destacar as características e atrações de cada local.

Resposta: 1

Justificativa: A notícia parece ser uma apresentação de opções de turismo na região, com foco em destacar as características e atrações de cada local. As informações incluem descrições de pontos turísticos, que são comuns em notícias de turismo. Além disso, a notícia não apresenta informações que sejam inconsistentes ou contraditórias, o que sugere que a notícia é baseada em informações reais. Portanto, é provável que a notícia seja verdadeira."
19,"**Notícia 1:** Novas mortes por suspeita de febre amarela são confirmadas no Sudeste.

Explicação: A notícia menciona que o número de mortos pela febre amarela aumentou em Minas Gerais e no Rio de Janeiro, o que é um fato verificável. Além disso, a notícia menciona a morte de um homem em Mairiporã, que foi investigada, o que é um fato verificável.

Resposta: 1

**Notícia 2:** A Polícia Federal indiciou o ex-prefeito de São Paulo, Fernando Haddad (PT), por suspeita de caixa 2 na campanha de 2012.

Explicação: A notícia menciona que o inquérito é um desdobramento da Lava Jato e trata do pagamento de uma dívida de R$ 3 milhões, o que é um fato verificável. Além disso, a notícia menciona que o ex-prefeito diz que não há o ""mínimo indício"" de participação dele nos fatos investigados, o que é um fato verificável.

Resposta: 1

**Notícia 3:** O G1 acompanha direto dos Estados Unidos a primeira grande feira de carros do ano.

Explicação: A notícia menciona que o G1 está acompanhando a feira de carros do Salão de Detroit, o que é um fato verificável.

Resposta: 1

**Notícia 4:** O Corinthians acertou a volta de Emerson Sheik, campeão da Libertadores e do Mundial de Clubes em 2012.

Explicação: A notícia menciona que o Corinthians acertou a volta de Emerson Sheik, o que é um fato verificável.

Resposta: 1

**Notícia 5:** Mais de 70 pessoas ficaram feridas após o piso de um mezanino do prédio da Bolsa de Valores da Indonésia, em Jacarta, desabou.

Explicação: A notícia menciona que mais de 70 pessoas ficaram feridas, o que é um fato verificável.

Resposta: 1

**Notícia 6:** O motorista suspeito de causar um acidente com 13 mortos em MG diz que bateu de frente com um ônibus ao tentar desviar de uma carreta.

Explicação: A notícia menciona que o motorista suspeito de causar um acidente com 13 mortos em MG, o que é um fato verificável.

Resposta: 1

**Notícia 7:** Michelle Ramos da Silva Nascimento, que estava grávida de oito meses quando foi baleada na cabeça, teve uma melhora em seu quadro de saúde.

Explicação: A notícia menciona que Michelle Ramos da Silva Nascimento teve uma melhora em seu quadro de saúde, o que é um fato verificável.

Resposta: 1

**Notícia 8:** O Papa Francisco desembarcou no Chile para uma nova visita à América do Sul.

Explicação: A notícia menciona que o Papa Francisco desembarcou no Chile, o que é um fato verificável.

Resposta: 1

**Notícia 9:** A prefeitura afirma que não sabia do evento e a PM diz que foi chamada por perturbação do sossego.

Explicação: A notícia menciona que a prefeitura afirma que não sabia do evento e a PM diz que foi chamada por perturbação do sossego, o que é um fato verificável.

Resposta: 1"
20,"Explicação: A notícia apresentada parece ser uma reportagem jornalística que aborda o tema da maternidade e do pós-parto, citando especialistas e experiências de mulheres que passaram por essa fase. A notícia é bem estruturada e apresenta diferentes perspectivas sobre o tema, incluindo a importância do apoio e da comunidade para as mães. Além disso, a notícia menciona projetos e iniciativas que visam ajudar as mães a compartilhar suas experiências e encontrar apoio.

Resposta: 1"
21,"Explicação: A notícia parece ser baseada em uma entrevista com o diplomata brasileiro Cleiton Schenkel, que mora na Coreia do Norte e está presente na parada militar realizada na manhã da quinta-feira. A notícia também menciona eventos e declarações de autoridades da Coreia do Norte e dos Estados Unidos, que são verificáveis e não parecem ser inventados. Além disso, a notícia é publicada em um site de notícias brasileiro, o G1, que é conhecido por sua credibilidade.

Resposta: 1"
22,"Explicação: A notícia apresenta uma série de declarações e relatos de um ex-funcionário do Facebook, identificado como Sergio, sobre sua experiência como moderador de conteúdo na rede social. A notícia descreve a rotina de trabalho de Sergio, incluindo a avaliação de denúncias de violência e ódio, e como ele se sentiu afetado pela exposição a essas imagens. Além disso, a notícia menciona declarações de Mark Zuckerberg e Monika Bickert sobre o trabalho de revisores de conteúdo e a importância de identificar e remover conteúdo problemático da rede.

Resposta: 1

Justificativa: Embora não seja possível verificar a autenticidade das declarações de Sergio sem mais informações, a notícia parece ser uma reportagem jornalística baseada em entrevistas e declarações de fontes confiáveis. A notícia também menciona declarações de Mark Zuckerberg e Monika Bickert, que são figuras públicas e suas declarações são verificáveis. Além disso, a notícia apresenta uma série de detalhes sobre a rotina de trabalho de Sergio e a política de conteúdo do Facebook, que são consistentes com a informação pública disponível sobre a empresa. Portanto, é provável que a notícia seja verdadeira."
23,"Explicação: A notícia parece ser uma análise de situação política atual, mencionando a reforma da Previdência e os obstáculos que estão sendo enfrentados pelo governo. Ela cita fontes como aliados do governo e ministros, o que sugere que a informação é baseada em fontes confiáveis. Além disso, a notícia menciona eventos e decisões específicas, como a crise fiscal de Estados e a possibilidade de prorrogar a missão das Forças Armadas no Rio Grande do Norte, o que sugere que a informação é atualizada e precisa.

Resposta: 1"
24,"Explicação: A notícia apresenta uma série de informações sobre uma operação policial na Rocinha, incluindo a apreensão de drogas, armas e a prisão de suspeitos. A notícia também menciona a participação de mototaxistas em uma manifestação e a autuação deles por impedir a circulação de transporte público. Além disso, a notícia menciona a presença de forças de segurança na comunidade e a busca por traficantes e drogas.

A notícia parece ser verossímil, pois apresenta detalhes específicos sobre a operação policial, incluindo a quantidade de drogas e armas apreendidas, e a identidade dos suspeitos presos. Além disso, a notícia menciona a participação de mototaxistas em uma manifestação e a autuação deles por impedir a circulação de transporte público, o que é um fato comum em operações policiais.

No entanto, é importante verificar a veracidade das informações apresentadas na notícia. A notícia pode ter sido escrita com base em informações de fontes confiáveis, mas também pode ter sido influenciada por interesses ou agendas específicas.

Resposta: 1"
25,"Explicação: A notícia apresenta informações detalhadas sobre a biblioteca presidencial de Barack Obama, incluindo a construção, custo e expectativas de arrecadação de fundos. Além disso, a notícia também aborda a crítica de organizações que pedem mais transparência na política americana e a lei que permite que as fundações presidenciais não revelem o nome de seus doadores nem as quantias doadas. A notícia também menciona a situação semelhante no Brasil, com a operação Lava Jato e a investigação sobre doações ao Instituto Lula.

Resposta: 1

Justificativa: A notícia parece ser baseada em informações reais e não apresenta evidências de que seja falsa. A notícia menciona fontes específicas, como a Fundação Barack Obama e a organização MapLight, que pesquisa a influência do dinheiro na política americana. Além disso, a notícia também aborda questões importantes, como a transparência e a ética na política, o que sugere que a notícia é baseada em fatos reais."
26,"Explicação: A notícia apresenta informações detalhadas sobre o caso de uma bebê que morreu em uma creche em Campinas, incluindo a declaração de óbito emitida pelo Instituto Médico Legal (IML), a investigação da Polícia Civil e a reação da escola e da família. Além disso, a notícia inclui declarações de testemunhas, como o tio da bebê, e informações sobre a situação cadastral da escola. Essas informações sugerem que a notícia é baseada em fatos reais e não apresenta sinais de manipulação ou inverdades.

Resposta: 1"
27,"Explicação: A notícia parece ser uma análise detalhada e informada sobre a situação política e militar na Coreia, incluindo a tensão entre as Coreias do Norte e do Sul, a ameaça nuclear do Norte e a resposta dos EUA e da China. A notícia também aborda temas como a economia da Coreia do Norte, a religião e a cultura na península coreana. A linguagem utilizada é objetiva e imparcial, e a notícia parece ser baseada em informações verificáveis.

Resposta: 1"
28,"Explicação: A notícia apresenta uma lista de nomes de pessoas que supostamente foram indicadas para ocupar cargos no governo de Michel Temer. A lista inclui nomes de políticos, economistas e empresários que supostamente foram escolhidos para ocupar cargos como ministros, secretários e outros. A notícia também inclui informações sobre as áreas de atuação dessas pessoas e suas experiências anteriores.

Resposta: 1

Justificativa: Embora não seja possível verificar a autenticidade da notícia sem acesso a informações mais atualizadas, a notícia parece ser uma reportagem jornalística que apresenta uma lista de nomes de pessoas que supostamente foram indicadas para ocupar cargos no governo de Michel Temer. A notícia inclui informações detalhadas sobre as áreas de atuação dessas pessoas e suas experiências anteriores, o que sugere que é uma reportagem jornalística baseada em informações reais. Além disso, a notícia inclui informações sobre a estrutura do governo de Michel Temer e as áreas de atuação dos ministros e secretários, o que sugere que é uma reportagem jornalística baseada em informações reais."
29,"Explicação: A notícia apresenta uma série de declarações e ações do ex-presidente Luiz Inácio Lula da Silva, incluindo a condenação por 12 anos e um mês de prisão pelo Tribunal Regional Federal da 4ª Região (TRF-4). Lula afirma que não respeitará a decisão da Justiça e conclama a militância a defender o seu nome e a sua pré-candidatura à Presidência. A notícia também menciona a reação do PT e de outros movimentos sociais, que se opõem à condenação e defendem a inocência de Lula.

Resposta: 1

Justificativa: Embora a notícia apresente uma série de declarações e ações de Lula que podem ser consideradas polêmicas ou controversas, a informação sobre a condenação do ex-presidente pelo TRF-4 é verificável e está de acordo com relatórios e notícias de fontes confiáveis. Além disso, a reação do PT e de outros movimentos sociais à condenação é consistente com a posição política e ideológica desses grupos. Portanto, considerando a verificabilidade das informações e a consistência da reação política, a notícia pode ser considerada verdadeira."
30,"Explicação: A notícia apresenta uma investigação policial em Mato Grosso do Sul, que envolve ações de combate ao crime organizado, especialmente relacionadas ao tráfico de drogas e à segurança de voos. A narrativa inclui detalhes sobre ações policiais, indiciamentos, prisões e a apreensão de drogas e aeronaves. Além disso, a notícia menciona a colaboração entre a Polícia Civil, a Anac e outras agências reguladoras, o que sugere uma abordagem coordenada e eficaz na luta contra o crime.

A notícia também menciona a criação da Superintendência de Ação Fiscal da Anac, que visa fortalecer a aviação civil e coibir ilícitos relacionados ao transporte aéreo. Isso sugere que a notícia está alinhada com a realidade e que a investigação policial é uma resposta concreta às ameaças à segurança e à ordem pública.

Além disso, a notícia menciona a colaboração entre a Polícia Civil, a Anac e outras agências reguladoras, o que sugere uma abordagem coordenada e eficaz na luta contra o crime.

Resposta: 1"
31,"Explicação: A notícia apresenta uma análise detalhada sobre o vício em celular e a dependência tecnológica no Brasil, com citações de especialistas e pesquisadores no campo. Ela também menciona estudos e dados sobre o assunto, o que sugere que a informação é baseada em fontes confiáveis.

Resposta: 1"
